2020	0202
2100	0200	2020
2100	2020	0202
2020	0002
2010	0201	0011
2020	0202
2020	0202
0020	0202
2020	0202
0020	0202
2020	0202
2020	0202
2020	0202
2020	0202
0211	0021	0202
2010	0102
1020	0202
2020	0202
2020	0202
2020	0202
-1
2020	0202
2020	0202
1200	2020	1120	0202
2020	0202
1020	0202
2020	0202
2000	0202
1200	2010	0202
2100	0202
2000	0202
2020	0202
2020	0202
0202
2020	0202
2020	0202
2020	0202
2020	0202
2020	0202
2010	0202
2020	0202
2020	0202
2020	0202
1020	0202
2020	0202
2100	2020	0202
2100	0202
2020	0102
1002	0202
2020	0202
2020	2001	0202
1020	0201
0202
0202
2020	0202	0012
2020	0201
2020	0202
0210	2020	0120	0202
0202
2020	0202
2001	0102
2020	0202
2020	0202
2020	0120	0201
2020	0021	0202
2020	0202
2100	2020	0202
2020
2020	0202
2020	0202
2020	0202
2020	0021	0202
2020	0202
2020	0202
2100	1200	2020	0202
2020	0202
2020	0102
2020	0202
1200	2020	0202
2020	0202
2020	0102
0020	0202
0200	2020
2020	0202
0202
1020	0202	0012
2020	2011	0202	0012
-1
2020	0201
2020	2101	0202
1020	0202
2020	1002	0202
0200	2020
2020	0201
2010	0110	0102
2020	0202
2020	0120	0202
2020	0102
-1
2020	0202
2020	0202
2020	0202
2020	0202
2020	0202
2020	0202
0020	0202
2020
0202
2020	0202
2001	0202
2020	0202
2020	0002
2100	2020	0202
2010	0202
2020	0120	0202
1010	0202
2020	0202
2020	0202
2020	0202
2020	0202
2020	0202
2010	0202
2020	0202
0200	2020
2020	0202
0210	1020	0202
2020	0202
2020	0002
1200	2020	0202
2020	0120	0202
2020	0202
2020
2020	0202
2100	2020	0201
2020	0202
2000	0202
2010	0202
2020	0202
2020	0202
2020	0202
2020	0120	0202
2020	2101	0202
0220	0202
2000	0202
1020	0002
2020	0202
2100	2020	0202
2020	0202
1020	0102
1200	2020	0202
2020	0202
2020	0120	0202
2020	0002
0202
2020
2100	0202
2020	1002	0202
2020	0202
1200	2020	0202
0021	0002
2100	2020	0202
1200	2020	0202
2020	2001	0202
2020	0102
2020	2002	0202
2100	2020	0202
2020	1102
2020	0202
2020	0202	0012
2000	0202
2020	0202
2020	0202
2020	1002	0202
2020	0202
2020
2020	0202	1012
2020	0202
1200	2020	0202
1020	0202
2020	0202
2020	1002	0202
0202
0210	2020	0202
2020	0021	0202
2020	1002	0202
2020	0202
2020	0220	0202
1020	0002
2020	0202
2020	2001	0002
2020	2002
0020	0202
1020	0102
