1	1	100	-1.211377	7.594084	-1.663079	5.971034
2	1	100	6.485998	1.529293	6.414038	-0.094700
3	1	100	0.653817	6.721932	-1.498913	7.318628
4	1	100	7.292619	-0.338926	6.937200	-0.079493
5	1	100	6.746427	-1.699092	7.854933	0.178577
6	1	100	-1.354650	5.385604	1.567331	7.580540
7	1	100	1.622722	6.778378	-3.220532	7.534254
8	1	100	-2.243525	7.434000	-1.050343	4.724452
9	1	100	-1.194637	8.238957	-3.542659	7.925984
10	1	100	0.145211	6.324576	0.239006	6.524017
11	1	100	0.270841	6.462506	-0.195289	7.283436
12	1	100	6.910840	0.689232	5.831462	4.350907
13	1	100	6.564268	1.653469	7.314780	-4.845935
14	1	100	7.344061	1.632405	6.215154	-2.761760
15	1	100	-0.751579	8.380300	-0.604885	6.707866
16	1	100	6.174036	1.139952	4.885105	3.792991
17	1	100	8.388379	-0.042770	7.063435	-1.924475
18	1	100	2.157005	7.384651	-0.569499	3.714278
19	1	100	8.335030	0.942891	6.273082	-3.231023
20	1	100	-0.493294	8.327080	2.457392	3.844680
21	1	100	-0.576652	7.104084	-2.253504	8.013690
22	1	100	0.505748	7.056510	0.852584	5.894664
23	1	100	5.679935	-2.043828	0.275607	5.543599
24	1	100	-0.867583	7.427422	0.669891	6.379508
25	1	100	-0.699881	7.147233	-0.847797	6.995630
26	1	100	1.458093	6.950294	-0.842603	7.754665
27	1	100	7.927067	0.878068	6.466540	0.493146
28	1	100	-0.228077	5.784763	0.377841	8.709877
29	1	100	5.183050	-1.450758	2.186308	4.173031
30	1	100	3.758491	1.136693	3.377882	0.095160
31	1	100	-0.188915	6.301724	2.804128	6.775332
32	1	100	8.955616	-4.909730	8.912226	-0.710589
33	1	100	1.106635	7.323174	0.552917	5.565165
34	1	100	6.157605	0.705170	6.385101	-0.144328
35	1	100	6.131580	0.410528	8.618058	-4.012373
36	1	100	-1.174349	7.953346	-0.186379	7.140868
37	1	100	-0.756233	7.597972	-0.193535	5.855208
38	1	100	6.767201	2.689944	6.289461	-3.832153
39	1	100	0.414863	6.834278	-0.652075	7.353770
40	1	100	1.394212	6.920397	-0.547978	8.054633
41	1	100	-0.956065	9.263609	-2.058706	6.965681
42	1	100	-0.895670	9.271553	-2.030938	6.964907
43	1	100	-1.665355	7.187107	-2.706951	6.937029
44	1	100	-1.754955	8.746984	-1.579116	8.378580
45	1	100	2.434711	6.267561	0.992909	1.949185
46	1	100	8.554667	-0.045256	7.439070	-1.592343
47	1	100	2.644510	1.107461	7.668331	0.310545
