parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,1,20,20,01-20,1,1,5.907755,-1.512595,1
2,2,01-20,01,01-20,2,0.937,-7.977434,4.665473,0.937
2,2,01-20,20,01-20,2,0.063,4.206569,-1.275989,0.063
3,2,01-20,01,01-20,2,0.776,-6.655157,5.189919,0.776
3,2,01-20,20,01-20,2,0.224,5.859915,1.13574,0.224
4,2,00-20,20,00-20,2,0.207,3.876561,-5.020973,0.207
4,2,00-20,00,00-20,2,0.793,-2.530473,1.620018,0.793
5,2,00-20,00,00-20,2,0.501,0.851557,3.708962,0.501
5,2,00-20,20,00-20,2,0.499,6.693421,-1.300507,0.499
6,1,01,01,01,1,1,-4.481882,6.364953,1
7,2,01-20,20,01-20,2,0.374,6.471413,0.496661,0.374
7,2,01-20,01,01-20,2,0.626,-6.244966,7.064122,0.626
8,2,01-20,01,01-20,2,0.036,-2.027618,5.4869,0.036
8,2,01-20,20,01-20,2,0.964,6.873054,0.926309,0.964
9,3,01-11-20,20,01-11-20,3,0.596,7.198333,1.283222,0.596
9,3,01-11-20,11,01-11-20,3,0.145,1.18943,6.35978,0.145
9,3,01-11-20,01,01-11-20,3,0.259,-5.169588,6.364953,0.259
10,2,01-20,01,01-20,2,0.551,-4.801812,5.751422,0.551
10,2,01-20,20,01-20,2,0.449,6.591749,-0.493185,0.449
11,2,01-21,21,01-21,2,0.117,4.523172,0.678215,0.117
11,2,01-21,01,01-21,2,0.883,-5.216978,6.943181,0.883
12,2,01-20,20,01-10-20,2,0.392,6.858273,2.15e-4,0.392
12,2,01-20,01,01-10-20,2,0.608,-4.190386,6.461926,0.608
13,2,01-20,20,01-20,2,0.482,6.606479,0.041934,0.482
13,2,01-20,01,01-20,2,0.518,-3.522318,6.010979,0.518
14,2,01-20,20,01-20,2,0.203,5.755515,-0.873901,0.203
14,2,01-20,01,01-20,2,0.797,-5.091337,5.519731,0.797
15,1,20,20,20,1,1,6.851288,-1.381712,1
16,2,01-20,20,01-20,2,0.335,6.641722,0.765848,0.335
16,2,01-20,01,01-20,2,0.665,-4.683241,7.118038,0.665
17,2,01-20,01,01-20,2,0.633,-6.017887,7.177176,0.633
17,2,01-20,20,01-20,2,0.367,6.258588,0.882682,0.367
