0.901,0.101	25.191,0.001
3.953,3.663	55.973,0.047	0.047,189.665
184.501,0.133	0.029,137.182	2.503,137.182
2.376,2.326	165.831,0.174	0.028,115.667
2.376,2.326	165.831,0.174	0.028,115.667
69.120,0.002
0.272,1.620	0.004,80.571
0.270,1.203	25.216,0.021	0.022,99.285
10.945,0.016	406.380,0.016	0.126,69.120
0.001,1.011	0.001,87.133
1.851,2.163	136.122,0.094	0.021,48.789
48.789,0.008	48.789,0.758	0.094,65.576
1.600,0.298	121.852,0.007	0.027,25.850
136.201,0.035	2.195,54.996
163.055,0.011	163.055,0.574	0.087,55.725
4.499,2.727	261.858,0.036	0.072,121.852
0.252,1.620	0.009,80.571
304.255,0.006	0.432,32.687	4.323,32.687
237.277,0.033	5.801,141.497
11.363,3.315	151.855,0.067	11.363,24.127
4.142,1.575	140.609,0.026	0.048,79.601
81.121,0.207	0.970,95.790
114.218,0.122	114.218,2.715	0.063,98.570	2.041,98.570
290.961,0.177	290.961,7.136	0.047,248.378
0.670,0.464	49.366,0.006	0.012,21.445
298.897,0.073	0.213,103.407
0.164,179.400
373.875,0.083	373.875,3.690	0.084,164.920
48.775,0.028	0.037,59.105
1.031,0.744	76.657,0.009	0.100,39.079
84.928,0.145	84.928,6.830	0.029,406.380
100.283,0.040	0.091,126.448
1.619,0.248	89.892,0.014	0.017,23.464
0.097,5.543	9.423,0.108	0.001,456.546
0.331,1.569	24.708,0.027	0.016,98.458
0.113,0.535	0.002,36.093
4.859,2.859	137.760,0.036	0.073,165.217
1.268,1.719	114.959,0.053	0.027,104.946
3.687,1.698	263.307,0.081	0.038,95.025
76.412,0.002
5.410,1.546	177.689,0.071	0.066,135.052
99.251,0.127	0.147,91.486
23.062,0.594	652.055,0.021	0.889,50.202
2.163,0.995	51.045,0.020	0.035,28.643
21.445,0.419	0.753,532.029
3.464,3.094	80.473,0.031	0.049,208.653
0.627,0.296	47.025,0.049	0.007,8.123
56.451,2.047	0.011,189.364
1.663,4.248	38.831,0.064	0.018,84.721
11.072,2.485	95.123,0.055	0.678,42.470
1.501,0.386	50.916,0.007	0.017,24.825
3.821,0.116	88.302,0.002	3.821,11.122
3.286,1.901	132.575,0.097	0.065,62.833
0.983,0.154	84.107,0.002	0.983,13.885
156.486,0.161	1.066,6.696	1.066,334.454
0.824,9.241	78.499,0.097	0.010,523.632
3.059,1.995	96.058,0.020	0.154,103.852
0.523,0.775	43.161,0.013	0.523,26.565
3.285,0.026	75.415,0.026	3.285,1.648	75.415,1.648	0.051,111.459
1.534,2.102	110.236,0.024	0.040,138.514
0.812,3.152	48.427,0.084	0.023,111.226
1.109,3.044	73.077,0.044	0.045,200.705
0.568,6.665	55.215,0.130	0.006,549.014
4.085,0.928	60.525,0.009	4.085,13.621
3.682,0.735	262.776,0.028	3.682,21.409
219.977,0.004
79.310,0.037	0.063,99.759
7.709,0.005	239.303,0.005
13.942,0.010	112.885,0.010	0.140,37.281
578.309,0.009
0.250,3.132	24.680,0.054	0.003,218.795
73.426,0.015	0.093,85.909	2.597,85.909
0.968,0.578	35.478,0.011	0.016,55.792
0.487,7.737	43.947,0.146	0.006,338.317
9.013,0.274	456.330,0.274	0.107,16.863	0.107,428.326
0.652,1.523	0.055,130.710
98.738,0.563	2.843,104.363
0.013,861.188
1.166,0.495	56.912,0.053	0.034,46.031
1.106,0.193	86.243,0.002
16.742,0.017	112.752,0.017
0.833,1.376	73.614,0.017	0.054,58.090
49.278,0.390	0.010,28.608
0.624,1.166	41.352,0.023	0.013,65.407
39.710,0.024	3.108,0.674	3.108,61.169
250.605,0.275	0.055,6.607	0.055,99.373
85.618,0.327	0.130,474.031
36.638,0.446	36.638,10.683	0.159,302.105
6.641,0.659	64.961,0.007	6.641,17.123
1.752,0.609	118.609,0.009	0.081,48.240
0.516,1.671	46.363,0.077	0.016,145.968
207.954,0.071	0.304,4.787	0.304,33.340
2.185,2.469	91.248,0.224	0.037,246.727
216.938,0.083	0.056,96.975
1.380,2.787	106.349,0.178	0.030,111.376
39.595,0.106	0.049,6.005	2.452,6.005	0.049,60.418	2.452,60.418
1.081,1.443	107.272,0.020	0.095,51.202
0.002,1.190	0.002,74.722
0.002,1.022	0.002,91.640
0.111,1.836	9.780,1.836	0.002,70.000
45.205,0.390	0.009,20.772	0.009,694.522
176.703,0.566	0.233,533.503
1.779,0.335	172.161,0.005	0.043,27.938
48.497,0.153	0.028,8.609	0.028,363.497
1.968,0.006	112.587,0.006
0.734,10.601	41.901,0.136	0.050,93.204
64.776,0.088	64.776,7.821	0.009,762.917
1.816,0.732	150.791,0.009	0.121,71.413
5.579,0.011	98.305,0.011	0.307,69.139
0.309,0.086	23.454,0.001	0.309,6.537
282.006,0.240	0.073,176.877	5.382,176.877
0.976,0.477	0.027,40.205
100.233,0.081	0.095,6.669	0.095,245.609
1.468,1.160	81.921,0.014	0.019,34.410
13.664,0.058	99.797,0.058	0.293,80.676
0.773,3.877	40.733,0.062	0.010,113.256
5.449,0.326	300.599,0.004	0.318,17.592
3.488,0.167	100.222,0.002	3.488,16.305
1.604,2.111	101.819,0.115	101.819,6.198	0.051,113.400
0.022,110.448
288.689,0.093	2.722,64.869
48.613,0.083	48.613,4.028	0.236,293.169
1.841,1.475	44.461,0.123	0.045,103.598
1.650,9.273	91.250,0.130	0.031,52.697
243.481,0.053	0.026,126.010
3.660,2.417	42.227,0.328	0.063,21.650
0.129,0.439	0.004,16.194
3.185,5.752	73.518,0.075	0.035,78.534
0.551,1.313	44.461,0.019	0.033,103.598
6.007,0.927	164.171,0.011	0.265,75.932
2.917,0.083	67.197,0.083	0.032,56.438
111.272,0.019	1.904,99.812
232.106,0.118	0.128,271.691	3.017,271.691
64.184,0.412	0.121,3.848	8.115,3.848	0.121,118.215	8.115,118.215
5.478,0.249	272.372,0.249	0.120,197.052
2.826,0.996	140.840,0.012	0.029,64.363
5.658,6.678	385.816,0.088	0.436,147.952
105.668,0.050	0.242,34.393
1.149,5.557	96.710,0.138	0.070,440.466
86.405,0.059	0.076,4.159	0.076,60.475
1.258,1.066	22.958,0.019	0.082,68.208
105.369,0.147	105.369,7.438	0.072,217.926	2.570,217.926
0.374,0.994	34.447,0.010	0.006,71.749
1.533,1.746	55.619,0.031	0.022,119.403
15.402,0.031	380.192,0.031	0.889,2.733	0.889,191.373
2.287,0.180	132.039,0.007
2.197,1.101	108.686,0.013	0.206,53.881
1.184,0.633	92.907,0.007	0.053,54.289
59.395,0.494	0.093,212.967	9.278,212.967
0.726,0.416	62.025,0.006	0.020,38.142
2.539,2.549	141.361,0.110	0.032,115.870
3.769,0.742	241.935,0.034	0.043,67.420
1.415,1.425	0.023,37.321
4.233,0.220	100.652,0.220	0.053,119.337
1.998,0.754	47.765,0.010	0.162,50.462
0.985,1.431	88.656,0.059	0.010,91.277
6.144,0.491	246.318,0.010	0.232,40.228
6.093,0.033	259.259,0.033	6.093,2.197	259.259,2.197	0.455,99.594
2.628,0.552	76.403,0.010	0.051,53.037
3.593,5.259	324.394,0.206	0.230,231.731
480.414,0.006	0.399,20.772
0.012,153.440
6.875,0.393	72.155,0.103	72.155,5.120	0.109,19.494
4.832,4.895	207.780,0.050	0.058,70.770
0.535,0.892	30.001,0.063	0.007,87.385
238.608,0.130	0.049,89.268	4.088,89.268
57.247,0.044	0.031,23.980
0.650,0.079
1.095,0.538	0.011,38.127
2.606,1.580	109.629,0.022	0.095,73.334
39.522,0.032	0.351,98.676
158.618,0.010	1.094,44.565
0.179,5.860	0.004,297.729
0.003,3.199	0.003,55.822
86.804,0.342	0.020,492.351
157.515,0.180	0.060,230.794
1.448,1.266	63.185,0.019	0.037,100.186
167.124,0.017	0.035,65.510
93.527,0.040	0.053,138.054	2.599,138.054
