Phase,RACIPE,DSGRN,JSD,Parameter,nState
00,0.09171597633136094,0.07237141556668183,0.007358351088108049,Phase,1
01,0.4542558033682294,0.4747382794720073,0.007358351088108049,Phase,1
01-11,0.0013654984069185253,0,0.007358351088108049,Phase,1
10,0.4155666818388712,0.44151115157032317,0.007358351088108049,Phase,1
10-11,0.001137915339098771,0,0.007358351088108049,Phase,1
11,0.035958124715521164,0.01137915339098771,0.007358351088108049,Phase,1
Monostable,0.9974965862539827,1,0.0012528384754629724,monoMulti,1
Multistable,0.0025034137460172965,0,0.0012528384754629724,monoMulti,1
1,0.9974965862539827,1,0.0012528384754629724,nState,1
2,0.0025034137460172965,0,0.0012528384754629724,nState,1
00,0.011059579022475919,0,0.7624923691228938,Phase,2
01,0.44630752764894754,0,0.7624923691228938,Phase,2
01-10,0.09757402782732787,1,0.7624923691228938,Phase,2
01-11,7.135212272565109e-4,0,0.7624923691228938,Phase,2
10,0.41027470567249374,0,0.7624923691228938,Phase,2
10-11,5.351409204423831e-4,0,0.7624923691228938,Phase,2
11,0.033535497681056015,0,0.7624923691228938,Phase,2
Monostable,0.9011773100249733,0,0.760317633210905,monoMulti,2
Multistable,0.09882268997502676,1,0.760317633210905,monoMulti,2
1,0.9011773100249733,0,0.760317633210905,nState,2
2,0.09882268997502676,1,0.760317633210905,nState,2
