parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,02-20,02,00-02-20,2,0.68,-5.160905,7.209745,0.68
1,2,02-20,20,00-02-20,2,0.32,4.949651,-2.193579,0.32
2,2,00-02,00,00-02-20,2,0.93,0.157168,-0.853764,0.93
2,2,00-02,02,00-02-20,2,0.07,-1.612828,4.543905,0.07
3,2,02-20,02,00-02-20,2,0.82,-4.968301,6.847493,0.82
3,2,02-20,20,00-02-20,2,0.18,5.178077,-3.240209,0.18
4,2,02-20,20,00-02-20,2,0.15,5.474461,-5.892958,0.15
4,2,02-20,02,00-02-20,2,0.85,-6.027742,6.266412,0.85
5,2,02-20,02,00-02-20,2,0.22,-5.954605,6.284091,0.22
5,2,02-20,20,00-02-20,2,0.78,6.624311,-2.675674,0.78
6,2,02-20,20,02-20,2,0.7,4.244619,-4.154809,0.7
6,2,02-20,02,02-20,2,0.3,-3.089957,6.598329,0.3
7,1,20,20,02-10-20,1,1,6.664159,-4.391048,1
8,2,02-20,20,00-02-12-20,2,0.93,6.803932,-4.4238,0.93
8,2,02-20,02,00-02-12-20,2,0.07,-2.226308,6.390735,0.07
9,2,02-20,20,00-02-20,2,0.31,4.583109,-2.535096,0.31
9,2,02-20,02,00-02-20,2,0.69,-6.519216,6.211707,0.69
10,2,02-20,02,00-02-20,2,0.85,-6.365549,6.424215,0.85
10,2,02-20,20,00-02-20,2,0.15,3.632686,-1.126509,0.15
11,2,00-20,20,00-20,2,0.35,6.328078,-6.246041,0.35
11,2,00-20,00,00-20,2,0.65,1.657807,-0.696426,0.65
12,2,02-20,02,01-02-20,2,0.52,-0.789705,7.052757,0.52
12,2,02-20,20,01-02-20,2,0.48,6.787972,-2.511523,0.48
13,2,12-20,20,02-12-20,2,0.73,6.581257,-2.857273,0.73
13,2,12-20,12,02-12-20,2,0.27,3.170235,6.248035,0.27
14,1,20,20,00-02-20,1,1,6.167868,-3.533577,1
15,1,20,20,20,1,1,7.035517,-8.255016,1
16,1,02,02,00-02,1,1,-7.924956,6.181706,1
17,2,02-20,02,00-02-20,2,0.87,-4.888023,7.565284,0.87
17,2,02-20,20,00-02-20,2,0.13,6.354682,-1.950125,0.13
18,1,02,02,01-02,1,1,-8.751935,5.152905,1
19,1,20,20,02-12-20,1,1,7.908604,-4.185906,1
20,3,02-12-20,02,00-02-20-21,3,0.3,-3.815657,5.416579,0.3
20,3,02-12-20,20,00-02-20-21,3,0.28,5.31223,-2.584851,0.28
20,3,02-12-20,12,00-02-20-21,3,0.42,2.460843,5.387017,0.42
21,3,01-02-20,01,00-02-20,3,0.55,-2.183069,-1.240849,0.55
21,3,01-02-20,02,00-02-20,3,0.3,-7.206629,4.673326,0.3
21,3,01-02-20,20,00-02-20,3,0.15,5.188043,-6.008991,0.15
22,3,00-02-20,00,00-02-20,3,0.34,-1.002785,-0.003849,0.34
22,3,00-02-20,20,00-02-20,3,0.38,4.527868,-3.751839,0.38
22,3,00-02-20,02,00-02-20,3,0.28,-6.624367,6.283968,0.28
23,2,02-20,20,00-02-20,2,0.88,6.706014,-2.962918,0.88
23,2,02-20,02,00-02-20,2,0.12,-3.161943,5.396423,0.12
24,2,02-20,20,00-02-20,2,0.06,6.059534,-2.627888,0.06
24,2,02-20,02,00-02-20,2,0.94,-2.830263,7.322936,0.94
25,2,02-20,20,00-02-20,2,0.47,6.782962,-3.933155,0.47
25,2,02-20,02,00-02-20,2,0.53,-3.895023,7.459607,0.53
26,2,02-20,20,02-20,2,0.81,5.68011,-4.165187,0.81
