0.902,10.662	35.259,0.216	0.014,149.722
1.109,0.557	28.542,0.006	0.068,27.557
0.551,1.590	44.526,0.030	0.021,115.213
0.557,0.805	49.620,0.010	0.015,77.201
1.231,1.401	98.669,0.155	0.014,79.121
20.332,0.016	0.096,97.150
14.144,0.047	101.728,0.047	0.539,53.168
1.263,0.930	111.736,0.044	0.130,83.928	11.468,83.928
0.830,1.509	24.196,0.091	0.009,79.121
0.289,1.373	15.568,0.027	0.012,88.733
2.904,0.650	81.786,0.012
110.633,0.047	0.577,4.701	0.577,133.177
95.761,0.093	0.038,88.381	2.636,88.381
0.901,0.609	72.222,0.068	0.010,34.391
132.621,0.003
0.046,4.419	0.004,73.648
3.012,5.232	82.168,0.068	0.034,190.056
0.002,6.455	0.002,36.065
240.325,0.054	0.082,44.800	4.329,44.800
0.496,0.765	39.743,0.085	39.743,4.798	0.021,43.237
0.448,0.385	42.189,0.006	0.007,25.591
0.281,0.987	24.196,0.012	0.007,79.121
1.202,1.134	104.440,0.120	0.013,46.973
1.780,1.639	68.864,0.020	0.112,160.120
4.239,2.412	110.368,0.052	0.062,176.483
51.300,0.033	0.244,157.134
2.698,1.687	102.214,0.054	0.028,107.235
4.218,0.901	109.553,0.015	0.133,64.998
84.414,0.133	84.414,1.039	0.031,76.240
4.099,1.767	110.083,0.109	0.062,59.863
0.590,1.107	37.180,0.073	0.590,13.906
0.864,0.181	42.928,0.008	0.159,15.768
4.791,0.385	251.184,0.385	0.289,82.745
1.189,0.395	30.233,0.013	0.018,32.880
0.561,7.458	44.260,0.371	0.015,79.788
1.133,1.585	111.183,0.025	0.038,122.845	3.738,122.845
1.813,8.894	105.420,0.247	0.087,119.789
121.686,1.088	0.075,81.713
2.764,0.450	203.032,0.038	0.059,42.764
0.847,7.003	44.792,0.125	0.032,212.194
4.701,6.524	80.991,0.083	0.136,463.241
2.259,2.881	148.281,2.881	0.086,10.571	0.086,131.071
0.408,0.130	12.771,0.130
0.139,1.292	0.002,56.816
2.319,2.121	84.886,0.036	0.063,189.382
0.841,1.132	60.140,0.025	0.032,40.488
2.321,2.221	205.962,0.699	0.048,217.506
0.280,10.327	18.744,0.430	0.013,78.792
0.247,0.410	21.818,0.410	0.007,27.036
17.989,0.124	0.006,62.261
11.158,0.012	100.674,0.012	0.193,49.045
1.751,0.396	117.206,0.019	0.083,26.528
5.271,0.073	44.740,0.073	0.125,24.506
0.842,2.236	25.780,0.042	0.150,110.245	4.599,110.245
9.768,1.010	136.681,0.016	0.115,86.373
7.865,1.943	498.990,0.134	0.188,132.621
2.745,0.538	97.697,0.048	0.034,49.157
0.324,3.838	22.444,0.082	0.038,265.113
87.182,0.214	0.135,40.247	2.269,40.247
1.013,3.885	98.103,0.054	0.026,123.289
3.998,1.243	77.236,0.027	0.646,114.293
2.923,1.092	135.744,0.015	0.043,108.555
127.236,0.001
2.643,0.736	230.097,0.034	0.118,69.093
86.858,0.648	0.011,92.756
498.990,0.040	0.541,132.621
0.365,0.277	29.252,0.003	0.365,11.083
92.641,0.016	0.285,44.480
3.870,2.532	124.186,0.028	0.052,186.048
0.967,0.518	50.021,0.007	0.023,48.104
0.426,5.355	39.936,0.064	0.004,170.024
35.271,0.031	0.007,22.595
1.447,7.102	134.833,0.110	0.073,222.661
0.003,0.992	0.003,78.492
0.367,1.092	23.190,0.011	0.007,26.497
103.988,0.056	0.871,205.579
20.840,0.036	0.245,3.030	0.245,78.981
9.202,0.007	630.269,0.007	0.397,61.734
3.867,2.576	76.169,0.094	0.054,160.109
38.770,0.424	38.770,4.684	0.015,88.735
76.487,1.179	0.228,8.328	0.228,530.154
4.515,1.069	143.918,0.052	143.918,4.005	0.059,82.219
52.024,0.059	0.006,4.429	0.006,123.368
0.100,4.214	0.100,181.194
0.329,0.813	16.829,0.425	0.005,66.922
144.656,0.067	144.656,5.594
1.181,0.786	90.383,0.015	0.037,67.142
34.060,0.041	0.019,33.345
122.053,0.006
5.122,1.344	309.731,0.019	0.162,30.830
137.789,0.792	1.942,280.039
4.580,0.013	197.946,0.013	0.050,53.124
1.415,0.357	72.762,0.005	0.019,28.546
49.664,0.605	0.006,395.384
1.110,1.052	92.957,0.253	0.050,75.130
0.689,9.818	66.916,5.951	0.069,130.567
0.197,0.490	12.896,0.490	0.005,28.022
7.087,0.179	122.470,0.002
1.402,1.787	130.748,0.023	0.029,42.531
467.580,0.046	0.610,92.796
8.913,2.599	109.156,0.030	0.135,74.540
190.402,0.870	0.042,444.173
52.995,0.708	0.023,505.363
1.300,2.026	23.751,0.060	0.039,167.936
2.389,0.253	118.879,0.003
142.449,0.644	0.085,28.858
0.304,1.281	2.466,1.281	0.005,115.135
0.871,0.498	61.146,0.041	0.018,30.335
1.612,2.193	95.551,0.050	0.108,81.016
97.699,0.018	0.750,46.626
0.647,0.836	44.140,0.010	0.007,52.976
24.351,1.098	0.018,244.579
3.130,2.997	297.020,0.063	0.362,211.276
76.783,0.103	0.021,9.217	0.021,270.511
51.881,0.055	51.881,3.508	0.035,133.925
2.854,0.232	122.960,0.006	1.820,13.904
3.115,0.013	177.324,0.013	0.059,66.395
782.914,0.008
16.575,0.067	549.307,0.067	0.459,83.319
135.800,1.562	0.031,201.109
0.786,0.784	40.711,0.037	40.711,2.421	0.021,51.034
0.162,82.230	15.049,34.828
1.183,3.618	80.575,0.169	0.017,69.289
126.294,0.054	0.205,374.391	4.450,374.391
3.981,0.021	251.530,0.021	0.052,71.744
1.000,3.481	84.623,0.359	0.167,237.311
1.312,1.786	107.918,0.030	0.044,145.623
0.549,7.441	36.280,0.172	0.008,472.981
1.064,6.628	88.009,0.329	0.205,41.426
46.030,1.766	0.539,279.842
69.408,0.027	0.130,68.725	2.131,68.725
0.071,610.680	6.178,610.680
2.248,3.803	139.097,0.045	0.046,111.597
3.819,0.375	31.197,0.006	0.039,33.518
3.599,1.647	218.781,0.070	0.097,60.818
286.927,0.018	0.613,42.201
0.351,2.634	32.545,0.027	0.019,99.247
166.637,0.104	0.846,199.360	7.944,199.360
0.336,0.000
0.808,1.285	63.200,0.014	0.017,39.808
0.665,0.360	61.710,0.005
1.911,0.061	126.686,0.061	0.051,106.877
2.747,2.170	38.308,0.045	0.030,23.522
0.898,0.813	89.727,0.502	0.019,53.169
80.146,0.268	0.052,9.558	0.052,161.510
20.478,0.027	20.478,2.394	0.016,72.799
2.082,1.173	96.774,0.048	0.086,56.190
1.119,0.642	105.649,0.007	0.016,35.359
91.914,0.016	0.653,75.074	5.284,75.074
0.526,1.931	13.211,0.024	0.022,175.711
14.258,1.908	44.664,0.034	0.153,127.763
108.552,13.039	0.797,103.385
1.145,1.575	114.234,0.112	114.234,7.477	0.018,105.360
0.601,2.372	42.856,0.038	0.023,83.235
