parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,3,00-02-20,00,00-02-20,3,0.23,0.877122,0.860372,0.23
1,3,00-02-20,02,00-02-20,3,0.39,-5.666782,6.567624,0.39
1,3,00-02-20,20,00-02-20,3,0.38,6.540706,-3.665033,0.38
2,3,00-02-20,00,00-02-20,3,0.5,0.283841,-1.433362,0.5
2,3,00-02-20,02,00-02-20,3,0.19,-6.09006,4.855669,0.19
2,3,00-02-20,20,00-02-20,3,0.31,6.488867,-7.723339,0.31
3,3,00-02-20,00,00-02-12-20,3,0.46,-0.050396,-1.692295,0.46
3,3,00-02-20,02,00-02-12-20,3,0.13,-4.844887,4.141336,0.13
3,3,00-02-20,20,00-02-12-20,3,0.41,6.290191,-6.314288,0.41
4,2,02-20,02,00-02-20,2,0.55,-3.781998,5.973136,0.55
4,2,02-20,20,00-02-20,2,0.45,6.749234,-6.272813,0.45
5,2,02-20,20,01-02-20,2,0.11,4.120713,-2.092164,0.11
5,2,02-20,02,01-02-20,2,0.89,-3.734395,7.671282,0.89
6,2,02-20,02,00-02-20,2,0.29,-2.988786,6.283834,0.29
6,2,02-20,20,00-02-20,2,0.71,6.727929,-4.880098,0.71
7,4,02-12-20-21,20,02-12-20-21,4,0.52,6.699119,-5.331888,0.52
7,4,02-12-20-21,12,02-12-20-21,4,0.09,0.314246,4.667796,0.09
7,4,02-12-20-21,02,02-12-20-21,4,0.06,-5.748627,4.667814,0.06
7,4,02-12-20-21,21,02-12-20-21,4,0.33,6.699117,0.61798,0.33
8,3,02-12-20,20,02-12-20,3,0.39,6.378908,-0.643351,0.39
8,3,02-12-20,02,02-12-20,3,0.58,-5.042847,5.269297,0.58
8,3,02-12-20,12,02-12-20,3,0.03,1.31631,5.120397,0.03
9,1,20,20,20,1,1,7.50283,-3.016893,1
10,1,20,20,02-20,1,1,5.539318,-6.035716,1
11,3,00-02-20,02,00-02-20,3,0.15,-0.160573,5.19931,0.15
11,3,00-02-20,20,00-02-20,3,0.75,7.059564,-3.293786,0.75
11,3,00-02-20,00,00-02-20,3,0.1,1.119574,1.250351,0.1
12,2,02-20,20,02-20-21,2,0.32,6.855616,-2.744978,0.32
12,2,02-20,02,02-20-21,2,0.68,-4.631357,7.610499,0.68
13,1,02,02,02,1,1,-3.330264,5.850044,1
14,2,02-20,20,02-10-20,2,0.68,7.224186,-4.510782,0.68
14,2,02-20,02,02-10-20,2,0.32,-3.170926,6.854856,0.32
15,1,20,20,02-20,1,1,6.658405,-6.356675,1
16,3,01-02-20,02,01-02-20,3,0.42,-5.751006,6.609637,0.42
16,3,01-02-20,01,01-02-20,3,0.38,-5.750803,0.669918,0.38
16,3,01-02-20,20,01-02-20,3,0.2,6.854429,-3.671356,0.2
17,1,12,12,02-12,1,1,-1.017408,7.360996,1
18,3,00-02-20,20,00-02-20,3,0.22,5.557289,-9.393459,0.22
18,3,00-02-20,00,00-02-20,3,0.69,-0.750148,-3.342139,0.69
18,3,00-02-20,02,00-02-20,3,0.09,-6.008479,2.718713,0.09
19,3,00-02-20,20,00-02-20,3,0.23,5.591166,-9.393845,0.23
19,3,00-02-20,00,00-02-20,3,0.71,-0.71627,-3.342045,0.71
19,3,00-02-20,02,00-02-20,3,0.06,-5.974602,2.718713,0.06
20,2,02-20,20,00-02-20-21,2,0.45,6.929413,-4.391192,0.45
20,2,02-20,02,00-02-20-21,2,0.55,-5.165972,5.956595,0.55
21,1,20,20,20,1,1,7.421169,-6.828794,1
22,2,02-20,02,02-20,2,0.78,-5.119859,8.043928,0.78
22,2,02-20,20,02-20,2,0.22,6.718672,-2.747446,0.22
23,2,02-20,20,02-20,2,0.1,5.956644,0.632381,0.1
23,2,02-20,02,02-20,2,0.9,-6.113069,7.2910450000000004,0.9
24,4,02-10-20-22,22,02-10-20,4,0.05,2.005641,2.936319,0.05
24,4,02-10-20-22,10,02-10-20,4,0.25,0.351339,-2.788347,0.25
24,4,02-10-20-22,20,02-10-20,4,0.19,5.026248,-2.828738,0.19
24,4,02-10-20-22,02,02-10-20,4,0.51,-6.274863,6.403301,0.51
25,3,02-20-21,02,02-20-21,3,0.65,-4.712951,6.970871,0.65
25,3,02-20-21,20,02-20-21,3,0.04,7.381455,-2.398845,0.04
25,3,02-20-21,21,02-20-21,3,0.31,7.062559,2.467939,0.31
26,3,02-20-22,22,02-20-22,3,0.57,3.886261,1.806323,0.57
26,3,02-20-22,02,02-20-22,3,0.18,-2.586406,8.315645,0.18
26,3,02-20-22,20,02-20-22,3,0.25,8.162121,-4.440934,0.25
27,1,20,20,20,1,1,6.706162,-6.333296,1
28,2,02-21,21,02-21,2,0.3,6.321368,0.708719,0.3
28,2,02-21,02,02-21,2,0.7,-5.207659,6.508492,0.7
29,3,02-20-21,02,02-20-21,3,0.39,-2.753898,6.47234,0.39
29,3,02-20-21,20,02-20-21,3,0.12,7.067131,-4.915596,0.12
29,3,02-20-21,21,02-20-21,3,0.49,7.054345,0.003726,0.49
30,2,02-20,02,00-02-20,2,0.1,-5.472453,4.982424,0.1
30,2,02-20,20,00-02-20,2,0.9,7.504941,-6.67107,0.9
31,2,02-12,12,02-12,2,0.64,0.132563,8.368716,0.64
31,2,02-12,02,02-12,2,0.36,-5.998766,8.368716,0.36
32,2,02-20,02,02-20,2,0.17,-3.81099,9.064682,0.17
32,2,02-20,20,02-20,2,0.83,6.916787,-3.428586,0.83
33,2,02-22,22,02-22,2,0.43,3.763372,3.971706,0.43
33,2,02-22,02,02-22,2,0.57,-2.691056,7.692188,0.57
34,3,02-20-22,20,02-20-22,3,0.05,7.689266,0.507362,0.05
34,3,02-20-22,22,02-20-22,3,0.55,4.825976,4.92577,0.55
34,3,02-20-22,02,02-20-22,3,0.4,-1.797811,9.603095,0.4
35,2,02-20,02,02-20,2,0.61,-2.121184,7.561661,0.61
35,2,02-20,20,02-20,2,0.39,5.338305,-2.703799,0.39
36,2,02-20,02,02-20-21,2,0.86,-3.064733,6.668798,0.86
36,2,02-20,20,02-20-21,2,0.14,3.509907,-6.267102,0.14
37,2,02-22,22,02-22,2,0.94,4.456737,2.621669,0.94
37,2,02-22,02,02-22,2,0.06,-0.656761,7.78154,0.06
38,2,02-22,02,02-22,2,0.36,-1.201169,8.30738,0.36
38,2,02-22,22,02-22,2,0.64,2.790019,7.992531,0.64
39,1,02,02,02-20,1,1,-9.054308,7.39539,1
40,2,02-20,02,02-20,2,0.06,-3.37741,3.682461,0.06
40,2,02-20,20,02-20,2,0.94,9.264661,-5.899469,0.94
41,3,02-20-22,02,02-20-22,3,0.42,-2.46131,7.510617,0.42
41,3,02-20-22,22,02-20-22,3,0.41,3.491881,3.715196,0.41
41,3,02-20-22,20,02-20-22,3,0.17,8.892501,-0.812375,0.17
42,2,02-20,20,02-20-22,2,0.22,7.490645,-1.749625,0.22
42,2,02-20,02,02-20-22,2,0.78,-3.771495,9.347978,0.78
43,3,02-10-20,20,02-10-20,3,0.43,7.374793,-6.912852,0.43
43,3,02-10-20,02,02-10-20,3,0.32,-3.303379,5.770242,0.32
43,3,02-10-20,10,02-10-20,3,0.25,1.513,-6.841272,0.25
44,2,02-20,20,00-02-20,2,0.59,5.219836,-4.109457,0.59
44,2,02-20,02,00-02-20,2,0.41,-5.481398,6.233872,0.41
45,3,00-02-20,02,00-02-20,3,0.25,-4.602353,7.109832,0.25
45,3,00-02-20,20,00-02-20,3,0.45,6.447372,-5.118464,0.45
45,3,00-02-20,00,00-02-20,3,0.3,0.072446,1.071869,0.3
46,3,00-02-20,02,00-02-20,3,0.33,-6.529314,6.518755,0.33
46,3,00-02-20,00,00-02-20,3,0.5,-0.463407,0.537895,0.5
46,3,00-02-20,20,00-02-20,3,0.17,4.079732,-5.912721,0.17
47,2,02-20,02,02-20,2,0.18,-1.761428,5.204467,0.18
47,2,02-20,20,02-20,2,0.82,5.964859,-6.702175,0.82
48,3,00-02-20,20,00-02-20,3,0.29,4.95694,-5.631637,0.29
48,3,00-02-20,02,00-02-20,3,0.34,-3.92965,2.79452,0.34
48,3,00-02-20,00,00-02-20,3,0.37,0.444441,-0.112342,0.37
49,3,02-12-20,20,02-12-20,3,0.85,5.780284,-8.268045,0.85
49,3,02-12-20,12,02-12-20,3,0.12,0.078508,3.853398,0.12
49,3,02-12-20,02,02-12-20,3,0.03,-4.614963,3.853398,0.03
50,2,00-02,02,00-02-20,2,0.27,-8.852725,4.708319,0.27
50,2,00-02,00,00-02-20,2,0.73,-2.351106,-1.916302,0.73
51,2,02-20,02,02-20,2,0.04,-3.002129,3.711958,0.04
51,2,02-20,20,02-20,2,0.96,6.601091,-8.156932,0.96
52,3,02-12-20,02,02-12-20,3,0.09,-4.363946,6.736508,0.09
52,3,02-12-20,12,02-12-20,3,0.26,1.459138,6.697351,0.26
52,3,02-12-20,20,02-12-20,3,0.65,6.793124,-5.346036,0.65
53,2,12-20,20,12-20,2,0.3,6.757009,-5.930667,0.3
53,2,12-20,12,12-20,2,0.7,1.461034,5.535129,0.7
54,3,02-21-22,02,02-21-22,3,0.52,-0.841113,6.840237,0.52
54,3,02-21-22,21,02-21-22,3,0.08,5.443203,1.678667,0.08
54,3,02-21-22,22,02-21-22,3,0.4,3.560711,5.09378,0.4
55,2,02-20,20,02-10-20,2,0.72,5.472187,-4.402229,0.72
55,2,02-20,02,02-10-20,2,0.28,-5.883304,7.090819,0.28
56,3,02-12-20,20,02-12-20,3,0.73,6.884029,-6.073673,0.73
56,3,02-12-20,02,02-12-20,3,0.13,-5.491573,6.088436,0.13
56,3,02-12-20,12,02-12-20,3,0.14,0.314339,6.088436,0.14
57,3,02-20-22,22,02-20-22,4,0.2,6.44294,1.911483,0.30000000000000004
57,3,02-20-22,22,02-20-22,4,0.1,2.299047,5.029127,0.30000000000000004
57,3,02-20-22,02,02-20-22,4,0.2,-3.014376,6.492161,0.2
57,3,02-20-22,20,02-20-22,4,0.5,7.864985,-4.227361,0.5
58,3,02-20-21,21,02-20-21,3,0.17,5.939299,0.58916,0.17
58,3,02-20-21,20,02-20-21,3,0.46,5.939347,-4.3581,0.46
58,3,02-20-21,02,02-20-21,3,0.37,-2.173319,7.245813,0.37
59,2,02-20,02,00-02-20,2,0.42,-3.453414,6.715227,0.42
59,2,02-20,20,00-02-20,2,0.58,4.156801,-3.709043,0.58
60,2,02-20,20,02-12-20,2,0.8,6.449184,-5.500178,0.8
60,2,02-20,02,02-12-20,2,0.2,-6.122851,5.602187,0.2
61,3,02-20-21,21,02-20-21,3,0.04,5.508333,1.048549,0.04
61,3,02-20-21,20,02-20-21,3,0.09,5.508981,-1.121074,0.09
61,3,02-20-21,02,02-20-21,3,0.87,-6.810702,7.663994,0.87
62,3,02-20-22,20,02-20,3,0.89,7.410216,-7.018282,0.89
62,3,02-20-22,22,02-20,3,0.04,2.313551,4.853373,0.04
62,3,02-20-22,02,02-20,3,0.07,-0.049015,5.847987,0.07
63,3,00-02-20,02,00-02-20,3,0.25,-6.200069,4.805324,0.25
63,3,00-02-20,00,00-02-20,3,0.42,-0.865162,1.300523,0.42
63,3,00-02-20,20,00-02-20,3,0.33,6.012179,-5.195174,0.33
