Phase,Count,Frequency
0001-0030-0301-0330-3030,1,1e-4
0002-0003-0033-0302-0303-3030,1,1e-4
0002-0003-0302-0303-3030,1,1e-4
0003-0010-0030-0303-3010-3030,1,1e-4
0003-0013-0031-0303,1,1e-4
0003-0013-0303-1003-1013-3030,1,1e-4
0003-0013-0303-1003-3001-3030,1,1e-4
0003-0023-0030-0303-3030,1,1e-4
0003-0023-0300-0303-0310-3003-3023-3030,1,1e-4
0003-0023-0303-0320-3000-3030,1,1e-4
0003-0023-0303-0320-3030,1,1e-4
0003-0023-0303-1030-3030,1,1e-4
0003-0023-0303-3003-3021-3023-3030,1,1e-4
0003-0023-0303-3003-3022-3030,1,1e-4
0003-0023-0303-3003-3030,2,2e-4
0003-0023-0303-3003-3030-3031,1,1e-4
0003-0023-0303-3030,4,4e-4
0003-0023-0303-3030-3031,2,2e-4
0003-0023-3001-3003-3030,1,1e-4
0003-0030-0033-0303-3030,4,4e-4
0003-0030-0300-0303-3030,3,3e-4
0003-0030-0301-0303-3030,1,1e-4
0003-0030-0303-0310-3030,1,1e-4
0003-0030-0303-0320-3030,1,1e-4
0003-0030-0303-3001-3030,1,1e-4
0003-0030-0303-3003-3030,1,1e-4
0003-0030-0303-3030,8,8e-4
0003-0031-0033-0303-3003-3030,2,2e-4
0003-0031-0033-0303-3030,3,3e-4
0003-0031-0303-0331-3030,1,1e-4
0003-0031-0303-3003-3011-3030,1,1e-4
0003-0031-0303-3003-3030,2,2e-4
0003-0031-0303-3030,3,3e-4
0003-0032-0033-0303-3002-3003-3030,1,1e-4
0003-0032-0033-0303-3030,1,1e-4
0003-0032-0303-1030-3030,1,1e-4
0003-0032-0303-2003-3030,1,1e-4
0003-0032-0303-3030,3,3e-4
0003-0033-0233-0303-3003-3030,1,1e-4
0003-0033-0300-0303-3030,1,1e-4
0003-0033-0303-0310-3003-3030,1,1e-4
0003-0033-0303-0313-3030,1,1e-4
0003-0033-0303-0320-3030,2,2e-4
0003-0033-0303-0330-3003-3030,3,3e-4
0003-0033-0303-0330-3003-3030-3300,1,1e-4
0003-0033-0303-0330-3030,4,4e-4
0003-0033-0303-1003-1033-3030,1,1e-4
0003-0033-0303-1003-3030,3,3e-4
0003-0033-0303-1030-3030,6,6e-4
0003-0033-0303-1300-3003-3030,1,1e-4
0003-0033-0303-1300-3030,2,2e-4
0003-0033-0303-1301-3030,1,1e-4
0003-0033-0303-2003-2033-3030,1,1e-4
0003-0033-0303-2300-3030,2,2e-4
0003-0033-0303-2303-3003-3030,1,1e-4
0003-0033-0303-2310-3030,1,1e-4
0003-0033-0303-3000-3003-3030,1,1e-4
0003-0033-0303-3000-3003-3030-3300,1,1e-4
0003-0033-0303-3000-3030,1,1e-4
0003-0033-0303-3001-3030,2,2e-4
0003-0033-0303-3002-3030,4,4e-4
0003-0033-0303-3002-3030-3302,1,1e-4
0003-0033-0303-3003-3010-3030,1,1e-4
0003-0033-0303-3003-3030,36,0.0036
0003-0033-0303-3003-3030-3032,3,3e-4
0003-0033-0303-3003-3030-3033,4,4e-4
0003-0033-0303-3003-3030-3300,5,5e-4
0003-0033-0303-3003-3030-3303,1,1e-4
0003-0033-0303-3003-3031,2,2e-4
0003-0033-0303-3003-3033,1,1e-4
0003-0033-0303-3030,28,0.0028
0003-0033-0303-3030-3300,3,3e-4
0003-0033-0303-3031,1,1e-4
0003-0033-3030,1,1e-4
0003-0103-3030,1,1e-4
0003-0133-0303-3003-3030-3032,1,1e-4
0003-0300-0303-0330-3030,1,1e-4
0003-0300-0303-1030-3030,1,1e-4
0003-0300-0303-3000-3002-3030,1,1e-4
0003-0300-0303-3000-3030,1,1e-4
