ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,0.549,572.74,0.016,98.892,1
1,44.427,0,81.445,1.229,1
1,44.427,0.001,1.11,98.892,1
2,3.917,38.595,0.69,26.487,1
2,33.116,0,8.743,0.328,2
3,16.324,0.335,0.441,108.841,1
3,97.61,0,42.911,3.365,1
4,3.209,361.97,1.376,17.713,2
4,3.209,444.267,0.03,81.445,1
5,0.283,920.466,0.051,79.887,1
5,25.374,0,40.435,3.739,1
5,25.374,0.002,4.505,79.887,1
6,1.881,451.825,0.033,126.422,1
6,123.616,0,47.452,1.68,1
7,2.667,429.113,0.077,109.353,1
7,194.801,0,108.841,1.453,1
7,194.801,0.083,1.604,109.353,1
8,243.722,0,121.285,7.17,1
8,243.722,0.001,15.367,194.801,2
9,0.968,547.333,0.012,186.852,1
10,2.148,599.818,0.165,73.129,1
10,204.07,0,136.98,1.414,1
10,204.07,0.005,8.007,73.129,2
11,200.881,0,184.479,0.07,1
12,153.78,0,19.254,9.75,1
12,153.78,0.009,0.256,243.722,1
13,2.26,1032.722,0.007,44.427,1
13,126.242,0.01,68.55,1.288,2
14,0.69,229.031,0.403,177.316,1
14,67.751,0.109,8.251,177.316,1
15,1.38,38.711,0.105,1.268,1
15,24.172,0,8.966,1.268,1
16,2.584,1683.076,1.63,2.427,1
16,2.584,1683.326,0.021,106.619,1
17,121.192,0,53.797,2.822,1
17,121.192,0.003,0.736,165.23,2
18,0.188,1650.53,0.109,92.047,1
18,18.733,0,25.374,3.844,1
18,18.733,0.006,7.132,92.047,1
19,3.384,94.904,1.932,1.571,1
19,3.384,996.047,0.435,79.242,1
19,199.25,0.006,97.457,1.571,2
19,199.25,0.064,21.946,79.242,1
20,5.419,351.8,0.187,171.154,1
20,262.941,0,72.201,2.146,1
20,262.941,0.212,0.189,171.154,1
21,131.873,0,62.828,0.97,1
21,131.873,0.001,0.808,74.139,1
22,2.132,847.987,0.341,148.176,1
22,106.191,0,208.706,3.04,3
23,79.31,0,3.553,9.628,1
23,79.31,0.008,3.553,332.334,2
24,7.762,904.764,0.01,134.921,2
24,181.716,0,39.674,2.015,1
25,82.194,0.002,79.31,0.605,1
26,7.176,1088.403,0.086,121.305,1
26,42.911,0,378.082,3.751,1
26,42.911,0.005,3.883,121.305,2
27,2.224,674.038,0.002,69.146,1
27,183.212,0,9.875,1.117,2
28,303.901,0,4.256,7.107,1
28,303.901,0.006,4.256,332.334,2
29,81.877,0.003,210.989,0.905,2
31,2.47,334.471,0.003,101.54,1
31,29.464,0,21.593,1.395,1
33,286.453,0,37.18,0.079,1
34,11.476,10.466,0.17,45.015,1
34,47.065,0,63.177,0.728,1
35,2.042,1857.163,0.029,86.771,1
35,102.336,0.002,62.683,1.084,1
35,102.336,0.026,0.893,86.771,1
36,1.356,51.393,0.013,132.049,1
36,119.035,0.006,44.88,1.808,1
37,3.598,1609.908,0.004,61.65,1
38,2.939,0.001,48.393,6.227,2
38,2.939,0.355,0.008,138.925,1
39,0.358,43.348,1.425,0.309,1
39,0.358,43.349,1.391,8.432,1
39,35.181,0.001,63.969,8.432,1
39,35.181,0.001,65.538,0.309,1
40,0.445,87.431,0.288,64.745,1
40,18.042,0,46.35,3.602,2
41,1.291,66.005,0.276,380.891,1
42,324.74,0,9.505,7.308,1
42,324.74,0.168,0.212,490.5,1
43,4.209,411.944,0.13,65.657,1
43,294.607,0,93.687,7.044,1
43,294.607,0.003,2.618,65.657,1
44,0.908,463.958,0.019,24.096,1
44,82.499,0.001,102.481,0.506,1
44,82.499,0.036,1.829,24.096,1
45,37.18,0,131.404,0.439,1
46,0.568,447.135,0.089,33.117,1
46,48.655,0,45.832,0.348,1
46,48.655,0.004,4.178,33.117,1
47,0.764,525.553,0.045,325.651,1
47,14.446,0.337,2.682,325.651,1
48,4.623,2008.815,0.424,184.479,1
48,440.953,0.012,3.805,184.479,1
49,9.209,985.993,0.029,67.437,1
49,163.838,0,71.857,2.489,1
49,163.838,0.036,1.376,67.437,1
50,0.61,598.39,0.039,75.806,1
50,57.176,0,45.202,0.97,3
51,263.018,0.474,3.215,486.738,1
52,6.262,435.225,0.017,326.959,1
52,103.385,0,78.605,3.802,1
53,4.504,606.798,0.012,157.01,1
53,75.518,0,61.076,1.897,2
54,0.907,1077.206,0.007,110.628,1
54,62.538,0.002,27.382,4.619,1
55,6.735,1145.161,0.042,64.023,1
56,0.389,443.315,0.009,30.388,1
56,35.766,0,10.812,0.582,1
56,35.766,0.102,0.2,30.388,1
57,1.507,15.543,0.255,141.52,2
57,101.838,0.001,277.903,2.011,1
57,101.838,0.104,20.475,141.52,1
58,31.897,0,150.74,0.305,1
58,31.897,0.002,9.045,30.43,2
59,0.079,133.113,0.82,1.931,2
59,0.079,897.709,0.063,138.976,1
60,0.615,2069.306,0.133,138.766,1
60,34.475,0.002,126.874,2.257,1
61,3.726,674.186,0.504,664.162,1
61,169.098,0,213.617,6.752,1
61,169.098,0.018,4.125,664.162,1
62,287.693,0.001,69.385,0.061,1
63,8.933,12.096,0.109,18.042,1
63,8.934,12.096,0.109,18.042,1
64,83.685,0,194.555,0.573,1
64,83.685,0.002,10.923,56.275,1
65,0.36,1020.372,1.847,226.65,1
65,29.136,0.001,224.053,7.56,1
65,29.136,0.147,33.349,226.65,1
66,2.44,0.529,0.635,0.403,1
66,98.563,0,35.639,0.403,2
67,5.917,31.371,1.155,1.041,1
67,5.917,2790.276,0.054,100.071,1
67,504.18,0.003,42.011,1.041,1
68,6.222,45.106,0.688,1.171,1
68,6.222,4071.157,0.016,58.557,1
68,218.087,0,34.72,1.171,1
69,1.057,770.933,0.05,290.553,2
69,104.227,0,468.464,8.421,1
69,104.227,0.009,4.905,290.553,1
70,112.922,0,45.097,2.536,1
70,112.922,0.06,0.562,132.227,1
71,47.424,0,448.525,0.905,1
71,47.424,0.01,5.819,83.335,2
72,145.684,0,644.559,0.382,1
74,0.993,52.831,0.318,7.269,1
74,0.993,1321.313,0.015,251.604,2
74,82.764,0,27.231,7.269,2
74,82.764,0.163,1.262,251.604,1
75,43.799,0,3.021,20.178,2
75,43.799,0,80.639,0.26,1
76,1.595,1335.889,0.03,143.994,1
76,100.615,0,67.468,4.199,1
76,100.615,0.364,0.801,143.994,1
77,490.499,0.002,11.015,126.322,1
77,490.5,0.002,11.015,126.322,1
78,148.668,0,10.309,36.811,1
78,148.668,0,124.631,1.856,1
79,13.716,36.45,0.49,111.936,1
79,13.716,36.45,2.553,23.754,1
80,7.57,0,82.305,0.789,2
81,8.133,388.189,0.021,153.78,1
81,781.957,0,33.568,4.803,1
81,781.957,0.116,0.931,153.78,1
82,1.172,491.097,0.231,63.576,1
82,76.823,0.12,2.975,63.576,1
83,86.228,0,42.441,0.608,2
84,1.352,176.375,0.362,336.696,1
84,31.909,0,445.05,5.15,1
84,31.909,0.003,20.197,336.696,1
85,1.664,0.669,0.791,50.112,1
85,154.897,0,159.903,3.729,1
86,2.086,100.726,0.077,64.968,1
86,181.445,0,119.566,0.766,1
86,181.445,0.001,2.686,64.968,1
87,16.82,211.141,0.023,102.207,1
87,316.894,0,53.452,7.47,2
87,316.894,0.007,1.709,102.207,1
88,13.498,595.912,0.762,56.795,1
88,38.529,0,28.791,2.25,1
88,38.529,0.001,26.022,56.795,1
89,2.045,1234.936,0.056,24.568,1
89,24.816,0,10.606,2.607,1
89,24.816,0.152,1.09,24.568,1
90,1.245,341.231,0.015,95.391,1
90,46.936,0,98.253,2.106,1
90,46.936,0.001,1.268,95.391,2
91,3.911,1339.379,0.011,177.579,1
91,263.293,0,17.16,3.901,2
92,20.153,490.833,0.032,107.451,2
92,135.84,0.001,88.817,1.39,2
93,1.235,765.451,0.096,114.854,1
93,40.249,0.262,1.685,114.854,1
94,131.84,0,72.191,1.77,1
94,131.84,0.005,2.302,122.381,2
95,1.75,36.932,0.018,386.117,2
95,121.232,0.01,136.781,4.021,1
96,1.556,56.392,0.047,65.511,1
96,114.307,0,74.722,0.669,1
96,114.307,0.059,1.511,65.511,1
97,24.357,0.132,113.605,0.04,1
98,7.249,136.955,2.204,171.631,1
98,83.473,0,391.697,1.987,1
98,83.473,0.037,7.943,171.631,1
99,135.503,0.002,121.192,0.042,1
100,2.59,435.33,0.022,119.236,1
100,64.952,0,128.062,10.509,1
100,64.952,0.155,2.018,119.236,1
101,8.787,321.294,0.875,1.015,1
101,8.787,1553.978,0.036,83.664,1
101,267.681,0.003,50.758,1.015,2
102,0.714,159.863,1.99,6.455,1
102,0.714,1336.466,0.238,192.35,1
102,28.616,0.001,95.209,6.455,1
102,28.616,0.006,11.389,192.35,1
103,0.703,2409.59,0.368,90,1
103,43.324,0.001,306.402,2.019,1
103,43.324,0.009,15.773,90,1
104,2.123,10.164,9.719,2.38,1
104,2.123,182.865,0.287,87.386,2
104,85.542,0.011,5.291,87.386,1
104,85.542,0.011,179.304,2.38,1
105,1.362,794.869,0.004,67.946,3
106,126.668,0.001,392.291,1.703,1
106,126.668,0.001,392.291,14.752,1
107,0.747,760.359,0.085,118.926,1
107,72.584,0,172.146,6.146,1
107,72.584,0.022,5.536,118.926,1
108,0.311,2635.349,0.714,77.95,1
108,27.63,0,240.371,0.98,2
109,1.155,2354.622,0.026,120.037,1
109,54.168,0.001,142.346,14.063,2
110,0.41,473.44,0.282,111.398,1
110,24.624,0,191.417,1.159,1
110,24.624,0.002,2.361,111.398,2
111,1.048,3397.436,0.018,88.789,1
111,77.447,0,80.597,2.366,1
111,77.447,0.037,1.112,88.789,1
112,1.548,127.389,0.006,119.141,1
112,109.079,0,5.641,3.943,1
113,0.862,1994.027,0.019,177.548,1
114,0.295,878.218,0.022,75.258,1
114,14.796,0.024,81.796,1.424,1
115,4.43,1163.029,0.072,595.703,1
116,10.312,0.005,102.008,0.115,2
117,0.119,0.519,2.33,38.921,1
117,0.119,173.373,1.425,0.578,1
117,0.119,2811.779,0.024,38.921,1
117,1.466,0.03,140.531,0.578,1
118,2.014,537.158,0.002,276.383,1
118,186.05,0.001,8.952,6.572,2
119,47.266,0,71.652,0.377,1
120,0.787,481.668,0.002,120.289,1
120,23.527,0,8.493,2.612,2
121,1.067,758.668,0.007,102.107,1
122,2.39,2787.417,0.032,324.61,1
123,0.424,293.818,0.074,319.343,2
123,27.697,0.001,92.971,8.652,1
124,0.942,866.503,0.055,639.006,1
124,54.298,0,30.704,9.229,3
125,53.647,0,52.749,0.181,1
125,53.647,0.001,52.749,16.286,1
126,1.155,1389.479,1.186,68.447,1
127,0.082,1291.246,0.117,84.201,1
127,4.506,0.006,273.782,1.423,1
128,98.551,0.001,56.303,0.207,1
129,24.733,0,181.413,0.321,2
130,93.047,0,78.924,3.61,1
131,0.176,1012.212,0.017,202.106,1
132,214.782,0,21.467,0.699,1
133,0.834,0.556,123.658,1.187,1
133,0.834,1172.313,0.08,94.037,1
134,0.028,4377.554,0.03,147.671,1
134,2.224,0.004,175.249,1.719,1
135,44.975,0,257.829,1.384,1
135,44.975,0.004,3.646,56.042,1
136,58.508,0,1.624,36.249,1
136,58.508,0,146.966,1.621,1
