parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,01-20,01,01-20,2,0.825,-7.935985,6.416526,0.825
1,2,01-20,20,01-20,2,0.175,4.911564,-0.010776,0.175
2,2,01-20,01,01-20,2,0.684,-4.518978,6.632701,0.684
2,2,01-20,20,01-20,2,0.316,6.3258,1.665148,0.316
3,2,01-20,20,01-20,2,0.435,4.290737,-0.936321,0.435
3,2,01-20,01,01-20,2,0.565,-7.303624,5.177844,0.565
4,2,01-20,01,01-20,2,0.483,-5.379579,5.884574,0.483
4,2,01-20,20,01-20,2,0.517,6.588557,1.09152,0.517
5,3,01-10-20,20,01-10-20,3,0.425,6.44132,-1.286766,0.425
5,3,01-10-20,01,01-10-20,3,0.153,-6.192516,5.1959,0.153
5,3,01-10-20,10,01-10-20,3,0.422,-0.038276,-1.196749,0.422
6,2,01-20,20,01-20,2,0.432,6.014844,-0.739139,0.432
6,2,01-20,01,01-20,2,0.568,-6.553701,5.599255,0.568
7,1,01,01,01,1,1,-5.473697,6.04901,1
8,1,01,01,01-20,1,1,-7.491237,6.770172,1
9,2,01-20,20,01-20,2,0.335,6.233787,0.504038,0.335
9,2,01-20,01,01-20,2,0.665,-4.826492,6.405478,0.665
10,2,01-20,20,01-20,2,0.344,6.20501,-0.764653,0.344
10,2,01-20,01,01-20,2,0.656,-6.567563,5.75952,0.656
11,2,01-20,01,01-20,2,0.375,-2.645273,7.238206,0.375
11,2,01-20,20,01-20,2,0.625,6.0992,1.190532,0.625
12,2,01-20,20,01-20,2,0.185,4.822514,1.9364,0.185
12,2,01-20,01,01-20,2,0.815,-6.339745,7.319733,0.815
13,2,00-20,00,00-20,2,0.514,0.17981,2.985764,0.514
13,2,00-20,20,00-20,2,0.486,6.560396,-3.006603,0.486
14,2,01-20,01,01-20,2,0.041,-3.846824,5.283169,0.041
14,2,01-20,20,01-20,2,0.959,7.387138,0.312135,0.959
15,2,01-20,20,01-20,2,0.229,5.133218,-2.953271,0.229
15,2,01-20,01,01-20,2,0.771,-2.494906,2.914156,0.771
16,1,20,20,01-20,1,1,6.240821,0.15661,1
17,2,01-20,01,01-20,2,0.648,-5.62845,6.722773,0.648
17,2,01-20,20,01-20,2,0.352,6.607604,2.309085,0.352
18,1,00,00,00-20,1,1,-2.731939,1.66338,1
19,1,01,01,01,1,1,1.051615,7.106581,1
20,2,01-20,20,01-20,2,0.941,6.627995,1.333965,0.941
20,2,01-20,01,01-20,2,0.059,-5.018081,6.53627,0.059
21,2,01-20,20,01-10-20,2,0.357,7.139008,3.492841,0.357
21,2,01-20,01,01-10-20,2,0.643,-5.889208,6.96132,0.643
22,2,01-20,01,01-20,2,0.324,-2.716568,6.066141,0.324
22,2,01-20,20,01-20,2,0.676,5.696325,-0.518169,0.676
