parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0300-1010,0300,0300-1010,2,1,3.122,7.825,2.883,0.115,1
1,2,0300-1010,1010,0300-1010,2,0.25,80.749,0,35.394,0.115,0.25
2,3,0303-1010-1013,1010,0303-1010-1013,3,0.3333333333333333,24.019,0,150.221,5.092,0.3333333333333333
2,3,0303-1010-1013,1013,0303-1010-1013,3,0.2,24.019,0.027,2.271,281.871,0.2
2,3,0303-1010-1013,0303,0303-1010-1013,3,0.5,0.983,173.517,0.212,281.871,0.5
3,2,1010-1013,1013,1010-1013,2,1,410.669,0,8.017,110.339,1
3,2,1010-1013,1010,1010-1013,2,0.25,410.669,0,330.407,1.427,0.25
4,2,0300-1010,1010,0300-1010,2,0.3333333333333333,57.807,0.005,91.144,0.545,0.3333333333333333
4,2,0300-1010,0300,0300-1010,2,0.5,0.816,32.433,1.245,0.545,0.5
5,2,1010-1011,1011,1010-1011,2,0.2,160.961,0.002,98.282,13.094,0.2
5,2,1010-1011,1010,1010-1011,2,1,160.961,0.002,98.288,0.182,1
6,1,0010,0010,0010,1,0.25,24.36,0.002,104.412,1.446,0.25
7,2,0300-1010,1010,0300-1010,2,0.3333333333333333,64.649,0,44.701,0.606,0.3333333333333333
7,2,0300-1010,0300,0300-1010,2,0.5,1.305,28.306,1.275,0.606,0.5
8,3,1003-1010-1303,1303,1003-1010-1303,3,0.2,22.072,25.003,0.101,149.841,0.2
8,3,1003-1010-1303,1003,1003-1010-1303,3,0.25,182.803,0.507,1.649,149.841,0.25
8,3,1003-1010-1303,1010,1003-1010-1303,3,1,182.803,0.001,67.184,2.082,1
9,2,0303-1010,1010,0303-1003-1010,2,0.3333333333333333,35.394,0,104.838,2.017,0.3333333333333333
9,2,0303-1010,0303,0303-1003-1010,2,1,0.647,25.685,0.048,134.393,1
10,3,0303-1003-1010,1003,0300-0303-1003-1010-1203,3,0.5,119.034,0.124,0.458,104.412,0.5
10,3,0303-1003-1010,1010,0300-0303-1003-1010-1203,3,2,119.034,0,31.848,4.031,2
10,3,0303-1003-1010,0303,0300-0303-1003-1010-1203,3,0.2,6.232,243.482,0.012,104.412,0.2
11,1,1010,1010,1010,1,0.5,104.412,0,68.12,0.976,0.5
12,2,0010-0313,0010,0010-0013-0303,2,0.2,35.801,0.015,74.348,1.214,0.2
12,2,0010-0313,0313,0010-0013-0303,2,0.6666666666666666,0.863,364.704,0.667,65.765,0.6666666666666666
13,2,0300-1010,1010,0300-0302-1002-1010,2,0.5,211.482,0.001,105.077,0.593,0.5
13,2,0300-1010,0300,0300-0302-1002-1010,2,2,12.454,32.771,1.46,0.593,2
14,3,0300-0303-1000,1000,0300-0303-1000-1003,3,0.2,86.293,0.009,3.832,3.438,0.2
14,3,0300-0303-1000,0300,0300-0303-1000-1003,3,0.3333333333333333,3.091,14.134,0.05,3.438,0.3333333333333333
14,3,0300-0303-1000,0303,0300-0303-1000-1003,3,1,3.09,1157.59,0.002,179.079,1
15,3,1010-1013-1303,1010,1003-1010-1303,3,0.25,192.528,0,51.222,0.996,0.25
15,3,1010-1013-1303,1303,1003-1010-1303,3,1,22.925,32.029,0.418,66.674,1
15,3,1010-1013-1303,1013,1003-1010-1303,3,0.5,192.528,0.003,13.043,66.674,0.5
16,3,0303-1010-1013,0303,0303-1010-1013-1103,3,0.3333333333333333,0.765,2178.911,0.023,127.55,0.3333333333333333
16,3,0303-1010-1013,1010,0303-1010-1013-1103,3,0.2,55.037,0,105.657,2.509,0.2
16,3,0303-1010-1013,1013,0303-1010-1013-1103,3,2,55.037,0.024,2.034,127.55,2
17,3,1003-1010-1303,1303,1003-1010-1303,3,0.25,5.666,7.4,0.087,81.801,0.25
17,3,1003-1010-1303,1003,1003-1010-1303,3,0.3333333333333333,206.928,0.125,1.196,81.801,0.3333333333333333
17,3,1003-1010-1303,1010,1003-1010-1303,3,0.5,206.928,0,46.909,3.739,0.5
