parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,01-20,01,01-20,2,0.256,-2.586237,3.842911,0.256
1,2,01-20,20,01-20,2,0.744,6.658832,-1.306843,0.744
2,2,01-20,20,01-20,2,0.399,6.295816,0.259863,0.399
2,2,01-20,01,01-20,2,0.601,-3.755588,6.305247,0.601
3,1,20,20,20,1,1,6.969667,-3.951315,1
4,2,01-20,01,01-20,2,0.591,-5.75831,6.169055,0.591
4,2,01-20,20,01-20,2,0.409,7.021139,2.256423,0.409
5,1,01,01,01,1,1,-4.41986,6.67698,1
6,3,01-10-20,10,01-10-20,3,0.445,0.352613,-0.259844,0.445
6,3,01-10-20,20,01-10-20,3,0.368,6.610571,-0.259844,0.368
6,3,01-10-20,01,01-10-20,3,0.187,-6.044883,5.97686,0.187
7,2,01-20,20,01-20,2,0.539,6.307817,0.502681,0.539
7,2,01-20,01,01-20,2,0.461,-4.59442,6.5407,0.461
8,1,20,20,20,1,1,6.393566,-4.408955,1
9,2,01-20,01,01-20,2,0.721,-4.535527,6.248244,0.721
9,2,01-20,20,01-20,2,0.279,4.305607,0.232047,0.279
10,2,00-20,00,00-20,2,0.74,-3.080459,2.901666,0.74
10,2,00-20,20,00-20,2,0.26,3.461535,-3.585166,0.26
11,3,01-10-20,20,01-10-20,3,0.451,6.783933,-1.254673,0.451
11,3,01-10-20,10,01-10-20,3,0.467,1.111531,-1.254668,0.467
11,3,01-10-20,01,01-10-20,3,0.082,-5.08529,5.33235,0.082
12,2,01-11,11,01-11,2,0.515,0.725052,5.819704,0.515
12,2,01-11,01,01-11,2,0.485,-5.30017,5.819704,0.485
13,2,01-20,20,01-20,2,0.66,7.19286,0.594375,0.66
13,2,01-20,01,01-20,2,0.34,-1.648329,6.610571,0.34
14,2,01-20,01,01-20,2,0.274,0.137442,6.486941,0.274
14,2,01-20,20,01-20,2,0.726,6.151853,1.071437,0.726
15,2,01-20,20,01-20,2,0.636,7.564278,0.895704,0.636
15,2,01-20,01,01-20,2,0.364,-4.233133,5.246126,0.364
16,2,00-20,20,00-20,2,0.252,3.591165,-3.067517,0.252
16,2,00-20,00,00-20,2,0.748,-2.473153,3.486159,0.748
17,2,01-20,20,01-20,2,0.686,7.344099,2.658851,0.686
17,2,01-20,01,01-20,2,0.314,-2.12864,7.422941,0.314
18,2,01-20,20,01-20,2,0.974,7.08904,1.163143,0.974
18,2,01-20,01,01-20,2,0.026,-1.918763,4.691845,0.026
19,3,01-11-20,20,01-11-20,3,0.249,7.145826,3.178995,0.249
19,3,01-11-20,11,01-11-20,3,0.531,1.100442,7.629281,0.531
19,3,01-11-20,01,01-11-20,3,0.22,-3.637988,7.629281,0.22
