parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,4,0103-0303-3000-3030,0103,0032-0103-0303-1030-1100-3000-3030,4,0.478,-6.570053,-1.945925,-15.728799,5.237402,0.478
1,4,0103-0303-3000-3030,0303,0032-0103-0303-1030-1100-3000-3030,4,0.2,-13.117272,3.415502,-16.730827,5.237402,0.2
1,4,0103-0303-3000-3030,3000,0032-0103-0303-1030-1100-3000-3030,4,0.292,5.672434,-7.384559,-4.823917,-6.723043,0.292
1,4,0103-0303-3000-3030,3030,0032-0103-0303-1030-1100-3000-3030,4,0.03,5.672435,-12.200684,1.168856,-9.996979,0.03
2,5,0303-0330-1330-3030-3300,0303,0303-0330-1330-3030,5,0.476,-12.862016,6.319966,-10.793841,6.989039,0.476
2,5,0303-0330-1330-3030-3300,0330,0303-0330-1330-3030,5,0.073,-6.414186,4.955057,1.044083,-4.709604,0.073
2,5,0303-0330-1330-3030-3300,1330,0303-0330-1330-3030,5,0.021,0.020822,4.578007,1.044083,-5.085653,0.021
2,5,0303-0330-1330-3030-3300,3030,0303-0330-1330-3030,5,0.409,6.65788,-9.745604,5.278052,-9.714372,0.409
2,5,0303-0330-1330-3030-3300,3300,0303-0330-1330-3030,5,0.021,4.859376,1.32084,-4.582217,-3.0991,0.021
3,4,0030-0103-0303-3030,0030,0030-0103-0303-3000-3030,4,0.21,-3.735065,-8.463895,4.337103,-6.186529,0.21
3,4,0030-0103-0303-3030,0103,0030-0103-0303-3000-3030,4,0.652,-8.848405,-2.333933,-5.196768,4.481352,0.652
3,4,0030-0103-0303-3030,0303,0030-0103-0303-3000-3030,4,0.116,-8.849894,3.542122,-9.734812,4.481352,0.116
3,4,0030-0103-0303-3030,3030,0030-0103-0303-3000-3030,4,0.022,1.663084,-11.580891,4.337103,-10.155308,0.022
4,2,0303-3030,3030,0303-0310-3010-3030-3110,2,0.651,7.770037,-11.514732,5.903882,-9.704771,0.651
