Phase,Count,Frequency
0001-0003-0030-0301-0303-3000-3030,1,1e-4
0003-0013-0031-0303-3030,1,1e-4
0003-0013-0303-1030-3030,1,1e-4
0003-0013-0303-3002-3030,1,1e-4
0003-0013-0303-3003-3012-3030,1,1e-4
0003-0013-0303-3003-3013-3030,1,1e-4
0003-0013-0303-3003-3013-3030-3031,1,1e-4
0003-0013-0303-3003-3030,1,1e-4
0003-0013-0303-3013-3030-3031,1,1e-4
0003-0013-0303-3013-3030-3301,1,1e-4
0003-0013-0303-3030,7,7e-4
0003-0013-3030,1,1e-4
0003-0023-0030-0303-3002-3030,1,1e-4
0003-0023-0030-0303-3030,1,1e-4
0003-0023-0033-0303-3013-3030,1,1e-4
0003-0023-0033-0303-3030,2,2e-4
0003-0023-0303,1,1e-4
0003-0023-0303-1030-3030,1,1e-4
0003-0023-0303-1303-2003-2023-3030,1,1e-4
0003-0023-0303-2003-2023-3030,2,2e-4
0003-0023-0303-3003-3023-3030,2,2e-4
0003-0023-0303-3003-3030,2,2e-4
0003-0023-0303-3030,7,7e-4
0003-0023-3030,1,1e-4
0003-0030-0031-0033-0303-3030,1,1e-4
0003-0030-0031-0303-3000-3030,1,1e-4
0003-0030-0032-0303-3030,1,1e-4
0003-0030-0033-0303-3030,3,3e-4
0003-0030-0300-0303-3030,1,1e-4
0003-0030-0301-0303-3030,1,1e-4
0003-0030-0303,2,2e-4
0003-0030-0303-3000-3030,2,2e-4
0003-0030-0303-3003-3030,1,1e-4
0003-0030-0303-3030,11,0.0011
0003-0030-3000-3030,1,1e-4
0003-0031-0303-3000-3003-3030,1,1e-4
0003-0031-0303-3030,4,4e-4
0003-0032-0033-0303-3030,2,2e-4
0003-0032-0303-3030,3,3e-4
0003-0032-3000-3030,1,1e-4
0003-0033-0203-3003-3030,1,1e-4
0003-0033-0303,3,3e-4
0003-0033-0303-0320-2300-2320-3030,1,1e-4
0003-0033-0303-0330-3030,1,1e-4
0003-0033-0303-1003-1033-3030,2,2e-4
0003-0033-0303-1030-3030,1,1e-4
0003-0033-0303-1301-3030,1,1e-4
0003-0033-0303-2003-2033-3030,2,2e-4
0003-0033-0303-2003-3030,2,2e-4
0003-0033-0303-2003-3030-3032,1,1e-4
0003-0033-0303-3002-3030,1,1e-4
0003-0033-0303-3003-3030,21,0.0021
0003-0033-0303-3003-3030-3031,1,1e-4
0003-0033-0303-3003-3030-3033,2,2e-4
0003-0033-0303-3003-3030-3300,1,1e-4
0003-0033-0303-3030,42,0.0042
0003-0033-0303-3030-3031,2,2e-4
0003-0033-0303-3030-3033,1,1e-4
0003-0033-3003-3030,1,1e-4
0003-0033-3030,3,3e-4
0003-0203-0210-3030,1,1e-4
0003-0203-0230-3030,1,1e-4
0003-0203-3001-3003-3030,1,1e-4
0003-0230-0303-3030,2,2e-4
0003-0300-0303-0320-3030,1,1e-4
0003-0300-0303-0330-3030,1,1e-4
0003-0300-0303-1000-1030-3000-3030,1,1e-4
0003-0300-0303-3003-3030,1,1e-4
0003-0300-0303-3030,9,9e-4
0003-0300-0303-3030-3300,1,1e-4
0003-0301-0303-3030,2,2e-4
0003-0303,1,1e-4
0003-0303-0310-3003-3030,1,1e-4
0003-0303-0310-3030,1,1e-4
0003-0303-0311-3030,1,1e-4
0003-0303-0320-3030,2,2e-4
0003-0303-0330-3030,3,3e-4
0003-0303-1003-3001-3030,1,1e-4
0003-0303-1003-3003-3030,1,1e-4
0003-0303-1003-3030,2,2e-4
0003-0303-1030-3001-3030,1,1e-4
0003-0303-1030-3030,2,2e-4
0003-0303-1033-3003-3030,1,1e-4
0003-0303-1033-3030,1,1e-4
0003-0303-1300-3030,1,1e-4
0003-0303-2003-2033-3030,1,1e-4
0003-0303-2003-3000-3030,3,3e-4
0003-0303-2003-3003-3030,1,1e-4
0003-0303-2003-3011-3030,1,1e-4
0003-0303-2003-3030,7,7e-4
0003-0303-2003-3031,1,1e-4
0003-0303-2030-3002-3030,1,1e-4
0003-0303-2300-3003-3030,2,2e-4
0003-0303-2300-3030,4,4e-4
0003-0303-3000-3001-3030,2,2e-4
0003-0303-3000-3003-3030,9,9e-4
0003-0303-3000-3003-3030-3300,1,1e-4
0003-0303-3000-3030,9,9e-4
0003-0303-3001-3003-3030,1,1e-4
0003-0303-3001-3030,2,2e-4
0003-0303-3002-3030,4,4e-4
0003-0303-3003,1,1e-4
0003-0303-3003-3010-3030,1,1e-4
0003-0303-3003-3013-3030,1,1e-4
0003-0303-3003-3030,40,0.004
0003-0303-3003-3030-3032,2,2e-4
0003-0303-3003-3030-3033,1,1e-4
0003-0303-3003-3030-3300,2,2e-4
0003-0303-3003-3031,1,1e-4
0003-0303-3010-3012-3030,1,1e-4
0003-0303-3010-3030,4,4e-4
0003-0303-3030,114,0.0114
0003-0303-3030-3300,3,3e-4
0003-0303-3031,1,1e-4
0003-0303-3032,1,1e-4
