parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0303-3030,0303,0103-0303-1300-3030-3300,2,0.002,-4.46129,6.425526,-6.952836,2.343342,0.002
1,2,0303-3030,3030,0103-0303-1300-3030-3300,2,0.998,5.281272,-10.383375,5.453588,-13.570149,0.998
2,5,0003-0033-0303-3030-3031,0303,0003-0033-0303-0330-3030-3031,5,0.223,-8.385587,4.573001,-9.386801,5.866261,0.223
2,5,0003-0033-0303-3030-3031,3030,0003-0033-0303-0330-3030-3031,5,0.049,3.700484,-10.885166,6.454707,-7.866195,0.049
2,5,0003-0033-0303-3030-3031,0003,0003-0033-0303-0330-3030-3031,5,0.435,-3.781041,-1.501326,-4.023046,5.866261,0.435
2,5,0003-0033-0303-3030-3031,0033,0003-0033-0303-0330-3030-3031,5,0.236,-3.622781,-4.644397,1.973288,0.871947,0.236
2,5,0003-0033-0303-3030-3031,3031,0003-0033-0303-0330-3030-3031,5,0.057,3.625331,-10.885064,6.421053,-1.342571,0.057
3,4,0130-0303-0330-3030,0303,0111-0123-0130-0301-0303-0330-2110-2130-2300-2330-3010-3023-3030,4,0.584,-6.399775,4.485345,-9.936972,4.094675,0.584
3,4,0130-0303-0330-3030,0130,0111-0123-0130-0301-0303-0330-2110-2130-2300-2330-3010-3023-3030,4,0.155,-3.434109,-2.662504,6.63113,-5.053171,0.155
3,4,0130-0303-0330-3030,0330,0111-0123-0130-0301-0303-0330-2110-2130-2300-2330-3010-3023-3030,4,0.164,-3.783724,1.472068,2.143581,-4.468927,0.164
3,4,0130-0303-0330-3030,3030,0111-0123-0130-0301-0303-0330-2110-2130-2300-2330-3010-3023-3030,4,0.097,5.105637,-5.283559,6.867801,-7.567911,0.097
4,4,0003-0030-0303-3030,3030,0003-0010-0030-0303-3010-3030,4,0.203,4.131676,-14.835798,5.538759,-10.105799,0.203
4,4,0003-0030-0303-3030,0303,0003-0010-0030-0303-3010-3030,4,0.07,-9.338297,2.423173,-11.692051,7.132821,0.07
4,4,0003-0030-0303-3030,0003,0003-0010-0030-0303-3010-3030,4,0.524,-6.3788,-3.172791,-6.610251,7.132821,0.524
4,4,0003-0030-0303-3030,0030,0003-0010-0030-0303-3010-3030,4,0.203,-1.634229,-9.808732,5.538759,-5.264004,0.203
5,3,0103-0303-3030,0103,0103-0303-0322-3002-3030,3,0.024,-3.887284,-0.484186,-7.800695,3.832627,0.024
5,3,0103-0303-3030,0303,0103-0303-0322-3002-3030,3,0.013,-8.511735,4.865825,-7.800703,3.832627,0.013
5,3,0103-0303-3030,3030,0103-0303-0322-3002-3030,3,0.963,6.16952,-11.236311,5.844456,-7.573072,0.963
6,3,0033-0303-3030,0303,0033-0303-0313-1030-3030,3,0.094,-10.782963,3.36379,-7.390811,6.373746,0.094
6,3,0033-0303-3030,0033,0033-0303-0313-1030-3030,3,0.401,-3.787718,-9.064127,2.912043,1.859963,0.401
6,3,0033-0303-3030,3030,0033-0303-0313-1030-3030,3,0.505,6.265698,-13.417737,7.392209,-8.050617,0.505
7,4,0300-0303-3030-3300,3300,0300-0303-3010-3030-3300,5,0.192,3.807454,1.142926,-4.919822,-6.774094,0.33699999999999997
7,4,0300-0303-3030-3300,3300,0300-0303-3010-3030-3300,5,0.145,1.17798,2.929061,-6.558551,-5.805067,0.33699999999999997
7,4,0300-0303-3030-3300,3030,0300-0303-3010-3030-3300,5,0.534,6.34088,-9.004319,3.657976,-12.736975,0.534
