parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,3,0103-0303-3030,0103,0033-0103-0303-3001-3003-3030,3,0.149,-7.315206,-0.771526,-2.454885,7.059123,0.149
1,3,0103-0303-3030,0303,0033-0103-0303-3001-3003-3030,3,0.102,-9.719566,5.331016,-8.138602,7.245506,0.102
1,3,0103-0303-3030,3030,0033-0103-0303-3001-3003-3030,3,0.749,7.793709,-10.101142,6.850929,-8.037817,0.749
2,4,0303-3000-3003-3030,0303,0103-0303-3000-3030,4,0.066,-3.926411,3.262939,-9.810822,4.209899,0.066
2,4,0303-3000-3003-3030,3000,0103-0303-3000-3030,4,0.507,7.027371,-8.487006,-1.681179,-1.484175,0.507
2,4,0303-3000-3003-3030,3003,0103-0303-3000-3030,4,0.18,5.342619,-8.444997,-3.165421,1.683304,0.18
2,4,0303-3000-3003-3030,3030,0103-0303-3000-3030,4,0.247,7.031865,-14.656153,5.23964,-8.060041,0.247
3,2,0303-3030,0303,0032-0132-0303-2003-2032-3010-3011-3030-3300-3301,2,0.759,-11.256546,7.159226,-13.343651,7.348357,0.759
3,2,0303-3030,3030,0032-0132-0303-2003-2032-3010-3011-3030-3300-3301,2,0.241,6.047561,-7.519748,4.181523,-9.535823,0.241
4,3,0023-0303-3030,0303,0011-0221-0301-0303-2010-2030-3010-3030,3,0.429,-12.505548,7.41488,-9.139758,6.456575,0.429
4,3,0023-0303-3030,3030,0011-0221-0301-0303-2010-2030-3010-3030,3,0.507,6.1013,-9.212795,5.806501,-11.021914,0.507
4,3,0023-0303-3030,0023,0011-0221-0301-0303-2010-2030-3010-3030,3,0.064,-5.978051,-5.02222,1.469801,5.702053,0.064
5,4,0303-0330-3010-3030,3030,0030-0303-0330-3010-3030-3300,4,0.159,6.410912,-8.822131,6.154916,-9.827256,0.159
5,4,0303-0330-3010-3030,0303,0030-0303-0330-3010-3030-3300,4,0.721,-10.418332,7.79915,-11.382176,6.65303,0.721
5,4,0303-0330-3010-3030,0330,0030-0303-0330-3010-3030-3300,4,0.03,-3.076569,1.260795,4.891262,-2.592006,0.03
5,4,0303-0330-3010-3030,3010,0030-0303-0330-3010-3030-3300,4,0.09,6.410912,-8.821835,-0.254036,-5.86996,0.09
6,3,0303-3030-3032,0303,0003-0033-0303-0330-3003-3030-3032,3,0.86,-8.968354,6.847231,-8.131909,7.175956,0.86
