parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0303-3030,0303,0003-0013-0301-0303-3030,2,0.489,-11.482556,6.855415,-10.606003,6.58015,0.489
1,2,0303-3030,3030,0003-0013-0301-0303-3030,2,0.511,6.894898,-10.798648,4.253203,-12.313701,0.511
2,3,0303-3003-3030,0303,0303-2030-3030,3,0.641,-9.245195,4.751412,-10.43546,7.077667,0.641
2,3,0303-3003-3030,3003,0303-2030-3030,3,0.281,4.089802,-6.420366,-6.255964,3.32968,0.281
2,3,0303-3003-3030,3030,0303-2030-3030,3,0.078,6.890345,-12.446105,4.927869,-4.437988,0.078
3,4,0300-0303-3030-3300,0300,0030-0300-0303-3030,4,0.119,-4.133883,7.639229,-1.140719,-1.508163,0.119
3,4,0300-0303-3030-3300,3300,0030-0300-0303-3030,4,0.071,2.378715,6.05398,-1.13463,-3.580933,0.071
3,4,0300-0303-3030-3300,3030,0030-0300-0303-3030,4,0.692,7.185781,-8.6977,6.638024,-10.164893,0.692
3,4,0300-0303-3030-3300,0303,0030-0300-0303-3030,4,0.118,-8.312927,7.672712,-4.886601,4.644056,0.118
4,5,0030-0303-0330-3000-3030,0303,0030-0100-0103-0300-0303-3000-3030,5,0.862,-13.557315,6.468322,-13.374935,7.071656,0.862
4,5,0030-0303-0330-3000-3030,0330,0030-0100-0103-0300-0303-3000-3030,5,0.01,-7.164637,2.163018,2.072009,-3.944548,0.01
4,5,0030-0303-0330-3000-3030,0030,0030-0100-0103-0300-0303-3000-3030,5,0.036,-0.865871,-3.472567,3.591197,-4.45072,0.036
4,5,0030-0303-0330-3000-3030,3030,0030-0100-0103-0300-0303-3000-3030,5,0.021,5.504014,-7.830491,3.643117,-7.737051,0.021
4,5,0030-0303-0330-3000-3030,3000,0030-0100-0103-0300-0303-3000-3030,5,0.071,5.500331,-3.260345,-2.837144,-3.246032,0.071
5,4,0303-3003-3030-3300,3003,0003-0033-0300-0303-0330-3003-3030-3300,4,0.129,3.101906,-4.37832,-3.086699,2.827899,0.129
5,4,0303-3003-3030-3300,3030,0003-0033-0300-0303-0330-3003-3030-3300,4,0.491,6.9327819999999996,-9.01752,6.595348,-7.609691,0.491
5,4,0303-3003-3030-3300,0303,0003-0033-0300-0303-0330-3003-3030-3300,4,0.345,-7.281296,6.887771,-8.362655,6.77901,0.345
5,4,0303-3003-3030-3300,3300,0003-0033-0300-0303-0330-3003-3030-3300,4,0.035,2.618287,2.215858,-4.065364,-2.239766,0.035
6,2,0303-3030,3030,0300-0303-0310-2300-2310-3030,2,0.448,3.501329,-8.606951,6.539935,-7.325054,0.448
6,2,0303-3030,0303,0300-0303-0310-2300-2310-3030,2,0.552,-11.78254,6.580007,-11.788811,6.555084,0.552
7,4,0303-0330-2330-3030,0303,0030-0303-0330-1330-3010-3030,4,0.654,-9.917878,6.794837,-8.298944,6.841618,0.654
7,4,0303-0330-2330-3030,2330,0030-0303-0330-1330-3010-3030,4,0.075,-0.044607,2.308163,5.258142,-3.96573,0.075
7,4,0303-0330-2330-3030,0330,0030-0303-0330-1330-3010-3030,4,0.11,-6.922824,2.609801,4.908121,-3.965494,0.11
7,4,0303-0330-2330-3030,3030,0030-0303-0330-1330-3010-3030,4,0.161,4.927869,-4.521124,6.945344,-9.98751,0.161
8,2,0303-3030,3030,0303-3000-3001-3030-3100-3101,2,0.67,6.171717,-11.586689,4.253754,-11.24015,0.67
8,2,0303-3030,0303,0303-3000-3001-3030-3100-3101,2,0.33,-5.579671,6.121297,-10.784668,5.762349,0.33
9,2,0303-3030,3030,0230-0301-0303-3030,2,0.104,5.787841,-8.448598,4.144079,-10.869811,0.104
9,2,0303-3030,0303,0230-0301-0303-3030,2,0.896,-9.038851,7.339671,-11.243236,5.892371,0.896
10,4,0030-0300-0303-3030,0300,0030-0300-0303-3030,4,0.316,-6.252251,7.575796,-3.313256,-1.410735,0.316
10,4,0030-0300-0303-3030,0030,0030-0300-0303-3030,4,0.304,-1.756593,-0.781547,4.471762,-7.993585,0.304
10,4,0030-0300-0303-3030,3030,0030-0300-0303-3030,4,0.109,5.098372,-7.28856,4.484773,-10.066311,0.109
10,4,0030-0300-0303-3030,0303,0030-0300-0303-3030,4,0.271,-10.400354,7.629007,-7.037183,4.727332,0.271
11,5,0033-0303-2003-2033-3030,2003,0033-0303-2003-2033-3030-3031,5,0.089,0.613197,-2.605792,-4.975475,6.987459,0.089
