parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0303-1010,0303,0303-1010,2,1,0.862,668.507,0.117,122.18,1
1,2,0303-1010,1010,0303-1010,2,0.5,73.18,0,97.975,1.44,0.5
2,3,0110-0300-1010,0300,0110-0300-1010,3,0.25,2.95,373.249,1.791,0.058,0.25
2,3,0110-0300-1010,1010,0110-0300-1010,3,0.2,154.237,0.003,124.304,0.058,0.2
2,3,0110-0300-1010,0110,0110-0300-1010,3,0.3333333333333333,2.95,0.214,124.304,0.058,0.3333333333333333
3,4,0101-0301-0303-1001,0301,0101-0301-0303-1001,4,0.5,1.955,8.81,0.057,5.087,0.5
3,4,0101-0301-0303-1001,1001,0101-0301-0303-1001,4,0.25,188.603,0.003,0.335,5.087,0.25
3,4,0101-0301-0303-1001,0101,0101-0301-0303-1001,4,1,1.955,0.099,0.335,5.087,1
3,4,0101-0301-0303-1001,0303,0101-0301-0303-1001,4,0.3333333333333333,1.955,463.382,0.057,185.753,0.3333333333333333
4,3,0010-0013-0303,0303,0010-0013-0303,3,0.2,0.051,351.411,0.011,68.591,0.2
4,3,0010-0013-0303,0010,0010-0013-0303,3,1,5.021,0.002,27.042,0.861,1
4,3,0010-0013-0303,0013,0010-0013-0303,3,0.5,5.021,0.109,0.798,68.591,0.5
5,3,0303-1010-1013,0303,0303-1010-1013,3,0.3333333333333333,1.593,875.002,0.076,66.201,0.3333333333333333
5,3,0303-1010-1013,1013,0303-1010-1013,3,0.2,76.102,0.004,3.678,66.201,0.2
5,3,0303-1010-1013,1010,0303-1010-1013,3,0.25,76.102,0,175.671,0.768,0.25
6,2,0300-1010,1010,0300-1010,2,0.5,73.77,0,35.141,0.366,0.5
6,2,0300-1010,0300,0300-1010,2,1,1.706,3.925,0.987,0.366,1
7,3,0303-0310-1010,0303,0303-0310-1010,3,0.25,1.82,1841.403,0.064,88.563,0.25
7,3,0303-0310-1010,0310,0303-0310-1010,3,0.3333333333333333,1.82,6.17,1.91,0.919,0.3333333333333333
7,3,0303-0310-1010,1010,0303-0310-1010,3,0.2,83.415,0.03,114.123,0.919,0.2
