parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,1,2020,2020,2020,1,1,6.90321,-6.28594,6.563635,-8.956807,1
2,3,0202-1012-2020,2020,0202-2020,3,0.67,6.351088,-8.530029,5.431128,-6.138189,0.67
2,3,0202-1012-2020,0202,0202-2020,3,0.01,-2.949329,2.501889,-7.290033,6.51929,0.01
2,3,0202-1012-2020,1012,0202-2020,3,0.32,0.411199,-3.861558,-0.872786,5.505346,0.32
3,3,0202-2020-2201,2201,0202-2020-2201,3,0.432,2.416868,2.195376,0.273893,-1.377109,0.432
3,3,0202-2020-2201,0202,0202-2020-2201,3,0.302,-4.083894,6.041325,-4.934065,4.572057,0.302
3,3,0202-2020-2201,2020,0202-2020-2201,3,0.266,5.679947,-1.291072,6.021053,-6.959462,0.266
4,2,0202-2020,2020,0202-2020,2,0.59,4.248176,-4.322702,6.333617,-5.097084,0.59
4,2,0202-2020,0202,0202-2020,2,0.41,-7.520877,6.64691,-2.852663,6.843731,0.41
5,3,0202-0220-2020,0220,0202-0220-2020,3,0.615,-2.298963,1.672716,1.167648,-1.305663,0.615
5,3,0202-0220-2020,2020,0202-0220-2020,3,0.261,4.122538,-4.123859,5.983085,-6.870707,0.261
5,3,0202-0220-2020,0202,0202-0220-2020,3,0.124,-6.011966,6.736379,-5.075181,4.878042,0.124
6,2,1202-2020,1202,1202-2020-2110,2,0.268,0.763021,6.494596,-0.083026,2.069076,0.268
6,2,1202-2020,2020,1202-2020-2110,2,0.732,6.830492,-1.016896,6.900693,-3.650818,0.732
7,2,0202-2020,2020,0202-2020,2,0.022,6.71159,-4.627038,3.708947,2.009392,0.022
7,2,0202-2020,0202,0202-2020,2,0.978,-4.433216,6.121466,-3.156749,7.52873,0.978
8,2,0202-2020,2020,0202-2020,2,0.213,4.801277,-3.787863,5.315761,-3.167317,0.213
8,2,0202-2020,0202,0202-2020,2,0.787,-5.966292,4.071103,-6.221801,7.764891,0.787
9,1,0202,0202,0202,1,1,-5.735392,6.513911,-6.556149,6.311448,1
10,2,0202-2120,2120,0202-2120,2,0.46,1.951441,-0.741876,7.177701,-1.718317,0.46
10,2,0202-2120,0202,0202-2120,2,0.54,-4.389106,7.844922,0.768655,6.828439,0.54
11,3,0202-2012-2020,2012,0202-2012-2020,3,0.398,2.780929,-9.013323,0.963922,2.007517,0.398
11,3,0202-2012-2020,0202,0202-2012-2020,3,0.009,-3.402212,2.497767,-3.284202,4.387853,0.009
11,3,0202-2012-2020,2020,0202-2012-2020,3,0.593,8.346016,-9.732085,7.308589,-3.915322,0.593
12,3,0021-0202-2020,2020,0021-0202-2020,3,0.32,4.032064,-5.425453,7.118066,-5.066907,0.32
12,3,0021-0202-2020,0202,0021-0202-2020,3,0.171,-8.622688,5.551583,-0.999168,5.0904,0.171
12,3,0021-0202-2020,0021,0021-0202-2020,3,0.509,-2.070362,1.15596,7.117382,-1.440173,0.509
13,2,0202-2120,2120,0202-2120,2,0.251,7.595563,-1.809653,1.899801,-2.856375,0.251
13,2,0202-2120,0202,0202-2120,2,0.749,-4.508182,7.2441700000000004,-4.658344,7.264071,0.749
14,2,0202-2020,2020,0202-2020,2,0.12,5.424653,-4.015379,5.128455,-2.460608,0.12
14,2,0202-2020,0202,0202-2020,2,0.88,-3.595715,6.313272,-5.283465,7.465117,0.88
15,2,0210-2120,0210,0210,2,0.888,-0.49273,7.44298,1.240063,1.481787,0.888
15,2,0210-2120,2120,0210,2,0.112,5.457343,1.31692,5.815594,-3.649413,0.112
