parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,1,0010,0010,0010-0300-0403,1,1,10.537,0.003,17.017,1.532,1
2,1,1010,1010,0402-1010-1012-1202,1,1,95.048,0.001,25.146,0.738,1
3,1,0300,0300,0400-0403,1,1,0.973,160.109,1.199,1.419,1
4,1,1010,1010,1010,1,1,195.372,0.001,126.644,2.65,1
5,1,1010,1010,0300-1010,1,0.4,136.411,0.001,149.839,0.106,0.4
6,2,0303-1010,0303,0403-1010-1203,2,0.3333333333333333,1.555,118.73,0.032,58.649,0.3333333333333333
6,2,0303-1010,1010,0403-1010-1203,2,0.3333333333333333,133.304,0.007,8.923,0.898,0.3333333333333333
7,1,0303,0303,0010-0403,1,0.5,0.032,57.583,0.05,142.206,0.5
8,1,0303,0303,0403-1003-1010,1,1.5,1.453,79.642,0.11,73.952,1.5
9,1,0010,0010,0010-0113,1,2,46.744,0.001,147.528,1.667,2
10,1,0303,0303,0402-0403-1202-1203,1,0.8,2.588,98.844,0.003,163.951,0.8
11,3,0303-1010-1013,0303,0403-1010-1013-1203,3,0.3333333333333333,3.331,167.1,0.345,80.312,0.3333333333333333
11,3,0303-1010-1013,1010,0403-1010-1013-1203,3,0.25,70.867,0,150.385,1.321,0.25
11,3,0303-1010-1013,1013,0403-1010-1013-1203,3,0.3333333333333333,70.866,0.014,21.771,80.312,0.3333333333333333
12,1,1010,1010,0403-1010-1013,1,1.5,197.848,0,78.111,1.636,1.5
13,1,1013,1013,0300-0303-1010,1,3,53.305,0.002,39.257,69.469,3
14,2,0303-1010,1010,0403-1010-1203,2,0.16666666666666666,133.304,0.007,8.923,0.898,0.16666666666666666
14,2,0303-1010,0303,0403-1010-1203,2,0.4,1.555,118.73,0.032,58.649,0.4
15,1,0303,0303,0010-0300-0403,1,1,0.067,62.233,0.02,117.373,1
16,1,0013,0013,0010-0113,1,0.5,35.234,0.031,11.395,81.433,0.5
18,2,1003-1010,1003,1003-1010,2,0.5,58.757,0.05,4.164,83.509,0.5
18,2,1003-1010,1010,1003-1010,2,1,58.758,0,209.59,1.09,1
