parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,1,0010,0010,0010-0300-0403,1,1,3.397436,-8.172216,4.088935,0.615845,1
2,1,1010,1010,0402-1010-1012-1202,1,1,6.570589,-10.432596,4.652273,-0.438663,1
3,1,0300,0300,0400-0403,1,1,-0.038899,7.322912,0.261353,0.505007,1
4,1,1010,1010,1010,1,1,7.610084,-10.61341,6.984637,1.406147,1
5,1,1010,1010,0300-1010,1,1,7.091818,-10.724348,7.227266,-3.241048,1
6,2,0303-1010,1010,0403-1010-1203,2,0.7,7.058578,-7.175789,3.157489,-0.155774,0.7
6,2,0303-1010,0303,0403-1010-1203,2,0.3,0.63674,6.891535,-4.971537,5.874047,0.3
7,1,0303,0303,0010-0403,1,1,-4.98549,5.847578,-4.320851,7.151838,1
8,1,0303,0303,0403-1003-1010,1,1,0.539154,6.315453,-3.18567,6.208524,1
9,1,0010,0010,0010-0113,1,1,5.546711,-9.683487,7.204843,0.737023,1
10,1,0303,0303,0402-0403-1202-1203,1,1,1.371767,6.627084,-8.513815,7.357122,1
11,3,0303-1010-1013,1013,0403-1010-1013-1203,3,0.27,6.14703,-6.136575,4.444355,6.327548,0.27
11,3,0303-1010-1013,1010,0403-1010-1013-1203,3,0.43,6.147032,-11.097082,7.232517,0.401212,0.43
11,3,0303-1010-1013,0303,0403-1010-1013-1203,3,0.3,1.736059,7.384566,-1.534177,6.327548,0.3
12,1,1010,1010,0403-1010-1013,1,1,7.628247,-11.127437,6.287461,0.709762,1
13,2,0303-1013,1013,0300-0303-1010,2,0.93,5.736188,-9.136597,5.294884,6.11829,0.93
13,2,0303-1013,0303,0300-0303-1010,2,0.07,0.771789,2.762658,0.104958,6.11829,0.07
14,2,0303-1010,0303,0403-1010-1203,2,0.35,0.63674,6.891536,-4.971537,5.874047,0.35
14,2,0303-1010,1010,0403-1010-1203,2,0.65,7.058578,-7.176122,3.157489,-0.155771,0.65
15,1,0303,0303,0010-0300-0403,1,1,-3.893412,5.959616,-5.679111,6.874954,1
16,2,0013-0303,0303,0010-0113,2,0.33,0.079809,6.191007,-3.042007,6.34755,0.33
16,2,0013-0303,0013,0010-0113,2,0.67,5.138912,-5.02703,3.510355,6.34755,0.67
17,1,1010,1010,-1,1,1,6.593268,-10.464806,6.03329,-0.626462,1
18,3,0303-1003-1010,1010,1003-1010,3,0.56,5.876707,-14.269866,7.711427,0.12428,0.56
18,3,0303-1003-1010,1003,1003-1010,3,0.35,5.876691,-4.308326,2.058091,6.383855,0.35
18,3,0303-1003-1010,0303,1003-1010,3,0.09,0.452605,5.326641,-4.336731,6.383855,0.09
19,2,0303-1010,1010,0403-1003-1010,2,0.46,5.773886,-7.847093,2.637765,0.270466,0.46
19,2,0303-1010,0303,0403-1003-1010,2,0.54,0.671711,4.818339,-4.613956,6.220036,0.54
20,1,1010,1010,1010,1,1,7.961742,-17.118343,6.454173,-0.523895,1
21,1,0303,0303,0403-1010,1,1,0.080459,5.748009,-4.211429,7.748556,1
22,1,0303,0303,0201-0203-1001,1,1,-0.045075,5.757801,-5.606384,7.739991,1
23,3,0300-0303-1010,1010,0300-0403-1010,3,0.36,6.550445,-9.657848,5.288685,-0.100871,0.36
23,3,0300-0303-1010,0300,0300-0403-1010,3,0.22,1.836058,1.279334,-0.569955,-0.100871,0.22
23,3,0300-0303-1010,0303,0300-0403-1010,3,0.42,1.45113,7.689927,-7.03696,6.455652,0.42
24,1,1012,1012,1013,1,1,6.932769,-13.3445,8.053726,6.026575,1
25,2,1300-1303,1300,1100-1203,2,0.4,6.939092,2.311025,-2.448258,2.458931,0.4
25,2,1300-1303,1303,1100-1203,2,0.6,6.839809,3.227835,-5.905273,7.304544,0.6
26,1,1010,1010,0300-1010,1,1,6.300127,-14.283922,7.478594,-1.279633,1
27,1,1013,1013,1010-1013,1,1,6.294337,-8.884973,7.372767,7.591465,1
28,2,0303-1013,0303,-1,2,0.18,-0.427188,4.910722,-0.621919,6.428654,0.18
28,2,0303-1013,1013,-1,2,0.82,6.022562,-9.820294,5.350077,6.428654,0.82
29,2,0303-1013,1013,0300-0403-1010,2,0.55,7.785736,-3.537137,4.778717,6.011635,0.55
29,2,0303-1013,0303,0300-0403-1010,2,0.45,3.180853,7.937547,1.461968,6.011635,0.45
30,1,1010,1010,-1,1,1,6.506236,-11.048621,6.533019,-4.534277,1
31,1,0303,0303,0113-0403,1,1,0.191877,7.891561,0.417519,7.047231,1
32,3,0010-0013-0303,0013,0010-0113-0300-0303,3,0.24,3.352911,-4.604098,4.304227,6.687485,0.24
32,3,0010-0013-0303,0010,0010-0113-0300-0303,3,0.7,3.470205,-9.122423,7.127114,0.23935,0.7
32,3,0010-0013-0303,0303,0010-0113-0300-0303,3,0.06,-2.508075,5.092954,-1.347231,6.687485,0.06
33,2,0303-1013,0303,0201-0303-1011-1013,2,0.17,0.01439,4.116356,-1.897534,7.387051,0.17
33,2,0303-1013,1013,0201-0303-1011-1013,2,0.83,5.685142,-6.721517,2.48319,7.387051,0.83
34,1,1010,1010,1010-1013,1,1,7.635124,-19.239247,6.934854,0.830445,1
35,1,0303,0303,0303-1010-1103,1,1,-0.292889,5.785987,0.546717,9.134236,1
36,1,0303,0303,0201-0403-1001,1,1,-0.26724,6.868704,-0.149081,8.946833,1
37,1,0010,0010,0010,1,1,3.477571,-13.504375,7.081832,-1.264365,1
38,2,1003-1103,1103,1001-1103,2,0.25,8.070155,-0.173242,-1.185872,7.471435,0.25
38,2,1003-1103,1003,1001-1103,2,0.75,8.264303,-5.192775,-0.873308,7.471435,0.75
39,1,1010,1010,0303-1010-1013,1,1,7.783002,-15.885309,6.623601,-0.139819,1
40,2,0303-1013,0303,0403-1010-1013,2,0.04,1.125536,5.14468,-0.34085,7.197749,0.04
40,2,0303-1013,1013,0403-1010-1013,2,0.96,7.500717,-8.803484,4.800729,7.197749,0.96
41,1,0010,0010,0010-0300,1,1,5.847028,-8.359283,6.573166,-3.437255,1
42,3,0300-0303-1010,0303,1010-1203,3,0.65,-1.137593,7.529649,-2.185434,6.868655,0.65
42,3,0300-0303-1010,1010,1010-1203,3,0.23,4.803551,-7.183199,7.079321,3.173833,0.23
42,3,0300-0303-1010,0300,1010-1203,3,0.12,2.073436,2.533127,1.333251,3.173833,0.12
43,1,1010,1010,1010,1,1,6.795009,-18.173618,7.750937,-5.123547,1
44,2,0303-1003,0303,0403,2,0.71,1.40817,7.594435,-5.783087,6.223193,0.71
44,2,0303-1003,1003,0403,2,0.29,6.831567,-3.624269,-0.864597,6.223193,0.29
45,1,1012,1012,1010-1012-1102,1,1,7.176681,-13.075478,6.89319,3.277058,1
46,2,0303-1003,1003,0300-0403-1010,2,0.5,8.435684,-4.087797,0.653385,9.394228,0.5
