parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,1,0000,0000,0000,1,1,22.105,0.012,1.388,0.069,1
2,2,0010-0300,0010,0010-0300-0303,2,0.5,9.862,0.058,3.884,0.612,0.5
2,2,0010-0300,0300,0010-0300-0303,2,0.6666666666666666,0.204,13.432,0.25,0.612,0.6666666666666666
3,1,1010,1010,1010,1,0.25,142.509,0,126.643,0.041,0.25
4,2,0300-1010,0300,0300-0303-1003-1010,2,0.6,3.91,7.699,2.346,2.17,0.6
4,2,0300-1010,1010,0300-0303-1003-1010,2,0.16666666666666666,95.157,0,165.178,2.17,0.16666666666666666
5,3,0303-1003-1010,1003,0303-1003-1010,3,0.3333333333333333,51.889,0.308,1.067,91.248,0.3333333333333333
5,3,0303-1003-1010,1010,0303-1003-1010,3,0.5,51.905,0,53.959,0.961,0.5
5,3,0303-1003-1010,0303,0303-1003-1010,3,1,1.244,266.278,0.023,91.248,1
6,2,0300-1010,1010,0300-1010,2,0.2,179.755,0,6.442,0.406,0.2
6,2,0300-1010,0300,0300-1010,2,0.25,3.857,18.073,0.068,0.406,0.25
7,1,1010,1010,0303-1003-1010,1,0.5,147.314,0,100.968,1.014,0.5
8,1,0300,0300,0300-0303,1,2,0.197,81.668,0.04,1.177,2
9,2,0300-1010,0300,0300-0303-1003-1010,2,0.6666666666666666,3.91,7.701,2.318,0.839,0.6666666666666666
9,2,0300-1010,1010,0300-0303-1003-1010,2,1,95.157,0,165.178,0.839,1
10,2,0300-1010,1010,0200-0300-1010,2,0.4,51.371,0.001,25.991,1.138,0.4
10,2,0300-1010,0300,0200-0300-1010,2,0.25,0.765,13.633,0.273,1.138,0.25
11,2,0000-0300,0000,0000-0300,2,1,15.846,0.171,2.561,0.041,1
11,2,0000-0300,0300,0000-0300,2,0.16666666666666666,0.192,10.88,0.027,0.041,0.16666666666666666
12,2,0300-1010,1010,0200-0300-0303-1003-1010,2,0.5,194.697,0,165.178,2.17,0.5
12,2,0300-1010,0300,0200-0300-0303-1003-1010,2,1.3333333333333333,8,8.237,2.346,2.17,1.3333333333333333
13,2,0300-1010,0300,0300-1010,2,0.25,0.725,31.471,1.442,1.974,0.25
13,2,0300-1010,1010,0300-1010,2,0.2,57.447,0.001,74.486,1.974,0.2
14,2,0000-0300,0000,0000-0001-0300-0301,2,1,20.76,0.159,2.931,0.636,1
14,2,0000-0300,0300,0000-0001-0300-0301,2,0.5,0.338,22.343,0.169,0.636,0.5
15,3,0303-1010-1013,1010,0303-1010-1013-1103,3,0.5,172.312,0.001,102.375,2.456,0.5
15,3,0303-1010-1013,1013,0303-1010-1013-1103,3,0.25,172.312,0.045,6.068,134.106,0.25
15,3,0303-1010-1013,0303,0303-1010-1013-1103,3,0.6666666666666666,8.18,1250.02,1.899,134.106,0.6666666666666666
16,3,0300-0303-1010,1010,0300-0303-1010,3,1,86.985,0.001,24.349,0.789,1
16,3,0300-0303-1010,0300,0300-0303-1010,3,0.16666666666666666,14.373,12.445,0.254,0.789,0.16666666666666666
16,3,0300-0303-1010,0303,0300-0303-1010,3,0.2,14.318,854.204,0.049,74.79,0.2
17,2,1010-1011,1011,1010-1011,2,0.5,93.597,0.015,110.252,24.349,0.5
17,2,1010-1011,1010,1010-1011,2,0.3333333333333333,93.597,0.001,110.716,0.268,0.3333333333333333
18,1,0303,0303,0010-0303,1,0.5,4.008,733.599,0.407,70.084,0.5
19,1,0010,0010,0010,1,0.2,26.481,0.011,140.109,0.53,0.2
20,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.5,65.488,0.217,2.474,71.338,0.5
20,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.16666666666666666,1.609,1350.592,0.092,71.338,0.16666666666666666
20,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,1,1.648,12.653,4.059,1.148,1
20,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.3333333333333333,65.488,0,108.608,1.148,0.3333333333333333
21,3,0300-0303-1000,0303,0300-0303-1000,3,0.25,4.018,579.542,0.004,123.897,0.25
21,3,0300-0303-1000,0300,0300-0303-1000,3,0.2,4.022,8.627,0.393,5.507,0.2
21,3,0300-0303-1000,1000,0300-0303-1000,3,0.16666666666666666,284.001,0.016,3.298,5.507,0.16666666666666666
22,2,0010-0300,0300,0010-0013-0300-0303,2,2,15.208,4.863,3.212,2.365,2
22,2,0010-0300,0010,0010-0013-0300-0303,2,0.6666666666666666,35.976,0.001,41.624,2.365,0.6666666666666666
23,2,0303-1010,1010,0303-1003-1010,2,0.25,55.703,0,220.787,2.395,0.25
23,2,0303-1010,0303,0303-1003-1010,2,1,0.732,344.103,0.351,163.623,1
24,4,0303-1003-1010-1103,1010,0303-1003-1010-1103,4,1,119.243,0,49.437,1.773,1
24,4,0303-1003-1010-1103,1103,0303-1003-1010-1103,4,0.16666666666666666,115.04,2.984,0.671,118.251,0.16666666666666666
24,4,0303-1003-1010-1103,1003,0303-1003-1010-1103,4,0.3333333333333333,119.243,0.04,0.685,118.251,0.3333333333333333
24,4,0303-1003-1010-1103,0303,0303-1003-1010-1103,4,0.2,3.416,167.336,0.107,118.251,0.2
25,3,0303-1003-1010,0303,0300-0303-1003-1010,3,0.5,3.681,930.3,0.033,110.564,0.5
25,3,0303-1003-1010,1010,0300-0303-1003-1010,3,0.5,247.127,0.001,86.429,2.672,0.5
25,3,0303-1003-1010,1003,0300-0303-1003-1010,3,0.2,247.127,0.452,3.106,110.564,0.2
27,1,0303,0303,0303,1,0.16666666666666666,0.088,992.488,0.034,247.127,0.16666666666666666
28,3,0300-0303-1010,1010,0300-0303-1010,3,0.5,167.293,0,66.638,1.032,0.5
28,3,0300-0303-1010,0303,0300-0303-1010,3,1,6.499,999.762,0.016,91.789,1
28,3,0300-0303-1010,0300,0300-0303-1010,3,0.3333333333333333,6.5,12.409,1.575,1.032,0.3333333333333333
29,2,1010-1303,1303,1010-1303,2,0.25,3.888,225.876,0.066,256.771,0.25
29,2,1010-1303,1010,1010-1303,2,0.2,55.196,0.005,166.568,3.479,0.2
30,2,0300-1010,1010,0300-1010,2,1,114.581,0,118.344,0.071,1
30,2,0300-1010,0300,0300-1010,2,0.16666666666666666,2.953,30.789,1.289,0.071,0.16666666666666666
31,3,0300-0303-1010,0300,0300-0303-1010,3,0.3333333333333333,3.334,21.644,1.429,3.953,0.3333333333333333
31,3,0300-0303-1010,1010,0300-0303-1010,3,0.25,160.207,0,78.129,3.953,0.25
31,3,0300-0303-1010,0303,0300-0303-1010,3,0.5,3.334,1481.502,0.021,281.369,0.5
32,3,0303-1003-1010,0303,0303-1003-1010,3,0.2,3.943,932.734,0.148,110.705,0.2
32,3,0303-1003-1010,1003,0303-1003-1010,3,1,247.127,0.201,2.295,110.705,1
32,3,0303-1003-1010,1010,0303-1003-1010,3,0.16666666666666666,247.127,0,86.976,1.567,0.16666666666666666
33,2,0303-1013,1013,0303-0311-1011-1013,2,1,96.843,0.004,5.848,420.682,1
33,2,0303-1013,0303,0303-0311-1011-1013,2,0.6666666666666666,1.318,273.69,0.192,420.682,0.6666666666666666
34,3,0303-1010-1013,0303,0303-1010-1013,3,0.25,1.195,1457.951,0.403,56.456,0.25
34,3,0303-1010-1013,1010,0303-1010-1013,3,0.2,81.507,0.001,117.794,1.236,0.2
34,3,0303-1010-1013,1013,0303-1010-1013,3,0.16666666666666666,81.507,0.04,39.127,56.456,0.16666666666666666
35,4,0301-0303-1011-1013,1013,0301-0303-1011-1013,4,0.25,157.787,0.046,7.205,140.066,0.25
35,4,0301-0303-1011-1013,0303,0301-0303-1011-1013,4,0.3333333333333333,1.66,264.565,0.098,140.066,0.3333333333333333
35,4,0301-0303-1011-1013,0301,0301-0303-1011-1013,4,1,1.66,190.644,4.957,1.618,1
35,4,0301-0303-1011-1013,1011,0301-0303-1011-1013,4,0.5,157.787,0.002,364.732,1.618,0.5
36,1,0010,0010,0010,1,0.2,3.057,0.003,52.752,0.294,0.2
37,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.16666666666666666,1.728,52.638,1.749,5.269,0.16666666666666666
37,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.3333333333333333,112.334,0,25.659,5.269,0.3333333333333333
37,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.5,112.334,0.162,0.405,90.004,0.5
37,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,1,1.728,1066.741,0.028,90.004,1
38,2,0010-0303,0010,0010-0303,2,0.2,29.394,0,145.503,3.08,0.2
38,2,0010-0303,0303,0010-0303,2,0.25,0.307,295.942,0.022,196.895,0.25
39,2,0300-1010,0300,0300-1010,2,0.16666666666666666,1.753,22.887,5.552,0.18,0.16666666666666666
39,2,0300-1010,1010,0300-1010,2,1,140.109,0,541.757,0.18,1
40,2,1003-1010,1003,1003-1010-1203,2,1,157.787,0.046,1.592,397.416,1
40,2,1003-1010,1010,1003-1010-1203,2,0.3333333333333333,157.787,0,79.477,4.973,0.3333333333333333
41,3,0303-1010-1013,0303,0303-1010-1013,3,0.25,0.753,225.854,0.04,72.377,0.25
41,3,0303-1010-1013,1013,0303-1010-1013,3,0.2,51.897,0.13,3.477,72.377,0.2
41,3,0303-1010-1013,1010,0303-1010-1013,3,0.16666666666666666,51.898,0,77.764,0.783,0.16666666666666666
42,1,0010,0010,0010-0303,1,2,8.525,0.071,84.843,0.615,2
43,1,1010,1010,1010,1,0.3333333333333333,328.6,0.001,124.575,0.345,0.3333333333333333
44,3,0312-1010-1012,1010,0312-1010-1012,3,0.25,50.546,0.001,121.756,0.546,0.25
44,3,0312-1010-1012,1012,0312-1010-1012,3,0.2,50.546,0.05,105.424,44.018,0.2
