ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,1.523,120.445,0.008,46.386,1
1,121.06,0,27.387,1.069,1
1,121.06,0.063,0.655,46.386,1
2,5.453,72.612,0.223,116.297,1
2,7.183,2.474,4.126,116.297,1
2,64.416,0.002,4.487,116.297,2
3,5.036,632.678,0.093,222.246,2
3,90.514,0.123,6.081,222.246,1
4,7.525,1162.754,0.14,109.135,1
4,178.493,0,98.007,3.126,1
4,178.493,0.006,3.201,109.135,1
5,16.357,384.175,0.049,127.694,2
5,93.121,0,103.315,4.937,1
5,93.121,0.034,1.589,127.694,1
6,11.285,65.919,3.453,1.045,2
6,11.285,1213.791,0.236,100.148,1
6,202.821,0.033,198.19,1.045,1
7,3.469,388.907,0.034,127.715,2
7,69.697,0.796,2.061,127.715,2
8,6.969,1283.894,0.07,180.145,1
8,6.97,14.209,2.276,3.008,1
8,122.141,1.503,0.071,180.145,1
8,126.643,0.014,211.304,3.008,1
8,126.643,0.107,6.499,180.145,1
9,5.299,18.421,1.097,33.647,1
9,5.314,10.587,1.166,0.631,1
9,98.169,0,67.434,33.647,1
9,98.169,0,69.952,0.631,1
10,3.414,367.202,1.133,141.159,1
10,289.333,0.001,192.455,9.073,1
10,289.333,0.008,20.581,141.159,1
11,2.469,1040.542,0.137,67.026,2
11,67.688,0.002,310.975,2.734,1
12,0.355,61.847,1.606,3.759,1
12,0.355,1021.48,0.017,104.575,1
12,21.899,0.001,125.962,3.759,1
12,21.899,0.281,1.352,104.575,1
13,0.077,54.893,1.502,3.431,1
13,0.077,1630.141,0.153,214.577,1
13,7.262,0.002,116.262,3.431,1
13,7.262,0.051,11.829,214.577,1
14,0.319,829.362,0.139,128.939,2
14,22.843,0,106.505,1.919,1
15,0.46,159.673,0.005,38.637,3
15,32.346,0.245,0.152,38.637,2
16,19.463,1431.579,0.01,307.128,1
16,212.263,0,43.381,3.272,1
16,212.263,0.009,0.924,307.128,1
17,2.436,2815.551,0.837,105.881,1
17,2.457,13.304,35.285,3.475,1
17,203.145,0.002,270.214,3.475,1
17,203.145,0.068,6.411,105.881,1
18,8.243,2112.631,1.659,87.516,2
18,128.392,0.013,180.145,1.073,1
19,1.117,34.613,1.591,1.608,2
19,1.117,2154.057,0.034,126.109,1
19,68.642,0.002,26.528,1.608,1
20,1.655,6.649,1.077,3.147,1
20,1.655,475.806,0.006,313.151,1
20,134.127,0.109,0.1,313.151,1
20,134.135,0,6.513,3.147,1
21,6.893,26.171,1.441,3.628,1
21,6.893,1046.194,0.055,223.612,1
21,127.715,0.536,0.116,223.612,1
21,127.716,0.001,88.614,3.628,1
21,127.716,0.128,3.367,223.612,1
22,6.798,1130.332,0.012,127.108,1
22,6.799,38.913,0.632,1.702,1
22,338.772,0,51.324,1.702,1
22,338.772,0.224,0.99,127.108,1
23,1.117,34.613,1.591,1.608,2
23,1.117,2154.057,0.034,126.109,1
23,68.642,0.002,26.528,1.608,1
24,4.296,1161.322,0.291,106.721,1
24,163.014,0,214.577,2.585,1
24,163.014,0.007,18.21,106.721,1
25,3.454,1046.189,0.065,143.871,1
25,134.963,0.023,4.276,143.871,2
26,2.27,17.178,0.663,0.606,3
26,47.764,0.002,53.927,0.606,1
27,54.7,0,64.416,0.265,1
28,45.288,0.002,176.571,1.4,1
29,5.42,42.832,1.48,1.239,1
29,5.42,1123.794,0.038,98.084,1
29,338.764,0.525,2.251,98.084,1
29,338.772,0,88.909,1.239,1
30,0.232,317.742,0.027,161.951,1
30,21.568,0.001,111.629,28.996,1
30,21.568,0.401,1.738,161.951,1
31,8.291,97.797,8.743,8.2,2
31,8.291,1067.374,0.179,164.576,1
31,214.554,0.31,3.32,164.576,1
31,214.577,0.048,161.986,8.2,1
32,3.992,204.71,1.045,0.569,1
32,92.802,0.001,83.768,0.569,1
33,0.241,1009.968,0.086,69.514,2
33,21.915,0.003,538.681,1.663,1
34,131.969,0,32.76,0.204,1
35,61.015,0,139.562,4.66,1
35,61.015,0,139.95,0.098,1
36,1.702,7.495,0.708,1.004,3
36,41.72,0,22.619,1.004,1
37,2.182,107.997,0.142,166.705,1
37,26.925,0,114.568,5.021,1
37,26.925,0.042,2.566,166.705,1
38,5.023,498.08,0.181,87.751,1
38,76.904,0.352,1.491,87.751,1
38,76.906,0,76.971,1.652,1
39,1.65,20.783,0.831,3.519,1
39,1.65,633.61,0.015,133.921,1
39,55.498,0.002,51.665,3.519,1
40,0.134,210.011,0.843,0.884,1
40,8.238,0.267,27.928,0.884,1
42,438.554,0,11.403,2.681,1
43,1.133,676.883,0.091,579.804,2
44,0.387,54.172,0.114,54.642,1
44,17.548,0.119,7.809,54.642,1
44,17.548,0.119,7.811,54.642,1
45,3.919,54.658,1.079,2.656,1
45,3.919,1773.918,0.026,108.65,1
45,113.029,0.003,78.767,2.656,1
45,113.029,0.563,1.925,108.65,1
46,0.817,71.893,0.733,24.409,1
46,0.817,1683.992,0.027,104.782,1
46,23.131,0.017,58.059,24.409,1
46,23.131,0.019,2.114,104.782,1
47,5.703,1064.657,0.041,168.201,1
47,5.728,18.56,0.819,3.118,1
47,136.615,0.003,61.852,3.118,1
48,1.133,676.883,0.091,579.804,2
49,3.02,651.055,0.765,60.4,1
49,3.023,37.821,0.933,0.921,1
49,205.39,0,67.89,0.921,2
49,205.39,0.007,55.622,60.4,1
50,1.888,49.428,0.935,0.88,1
50,143.279,0,69.588,0.88,1
51,438.554,0,11.517,0.703,1
52,0.728,561.913,0.345,34.356,1
52,48.633,0,505.943,0.732,1
52,48.633,0.017,14.651,34.356,1
53,1.039,76.238,19.252,43.379,1
53,67.688,0.002,579.804,0.548,1
53,67.688,0.115,109.604,43.379,1
54,26.682,0.015,134.135,0.593,2
55,3.99,45.98,1.224,2.416,1
55,3.99,2198.596,0.05,119.555,1
55,181.685,1.108,43.921,2.416,1
55,181.701,0.024,43.929,2.416,1
56,3.323,0.013,43.03,0.591,1
57,0.817,23.628,1.277,1.028,1
57,0.817,974.749,0.033,85.115,1
57,68.643,0.001,109.874,1.028,1
58,70.643,0,92.752,0.257,1
59,1.464,2774.774,0.264,49.273,1
59,133.195,0.002,214.962,0.604,1
60,5.159,681.384,0.819,135.965,2
60,151.274,0.014,38.128,135.965,2
61,6.086,2.179,2.899,0.263,1
61,113.803,0,64.711,0.263,1
62,1.424,902.967,0.075,114.06,1
62,1.426,9.624,1.755,1.301,1
62,74.5,0.016,135.285,1.301,1
63,6.647,1065.795,0.068,98.574,2
63,6.648,17.255,1.615,10.094,1
63,419.23,0.002,22.321,10.094,1
64,115.351,0.001,263.595,5.518,4
65,2.972,67.122,1.836,19.541,2
65,138.409,0.022,130.607,19.541,1
