parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,3,0303-1003-1010,0303,0303-1003-1010,3,0.19,0.606667,6.912227,-6.923095,5.535615,0.19
1,3,0303-1003-1010,1003,0303-1003-1010,3,0.38,6.919579,-3.987782,-0.610183,5.535615,0.38
1,3,0303-1003-1010,1010,0303-1003-1010,3,0.43,6.919579,-13.465712,4.775409,0.095647,0.43
2,3,0213-0303-1013,0213,0213-0303-1010-1013,3,0.15,2.844586,1.307139,2.044777,6.861668,0.15
2,3,0213-0303-1013,0303,0213-0303-1010-1013,3,0.1,2.447158,6.182139,-2.168041,6.861668,0.1
2,3,0213-0303-1013,1013,0213-0303-1010-1013,3,0.75,6.009346,-9.051448,2.16572,6.861668,0.75
3,2,0303-1013,0303,0113-0303-1013,2,0.5,2.332307,9.305327,-3.42574,7.796011,0.5
3,2,0303-1013,1013,0113-0303-1013,2,0.5,6.500066,-3.020678,2.604258,7.796011,0.5
4,3,0303-1010-1013,1010,0303-1010-1013,3,0.46,7.479722,-13.183129,6.614819,1.644258,0.46
4,3,0303-1010-1013,0303,0303-1010-1013,3,0.22,2.911642,10.18333,-2.835824,6.769977,0.22
4,3,0303-1010-1013,1013,0303-1010-1013,3,0.32,7.479722,-7.479701,1.678704,6.769977,0.32
5,3,0303-1010-1013,0303,0203-0303-1010-1013,3,0.08,4.031817,8.585621,-4.336979,6.996543,0.08
5,3,0303-1010-1013,1013,0203-0303-1010-1013,3,0.47,6.541042,-4.889748,0.668484,6.996543,0.47
5,3,0303-1010-1013,1010,0203-0303-1010-1013,3,0.45,6.541042,-15.020875,6.690908,2.303631,0.45
6,3,0300-0303-1010,1010,0110-0300-0303-1010,3,0.02,7.664062,-4.901886,7.630743,0.063956,0.02
6,3,0300-0303-1010,0300,0110-0300-0303-1010,3,0.09,3.496306,6.042628,1.788009,0.063956,0.09
6,3,0300-0303-1010,0303,0110-0300-0303-1010,3,0.89,3.496306,10.245304,-2.084187,6.645983,0.89
7,2,0303-1003,0303,0300-0303-1003-1010,2,0.43,1.794527,8.603283,-4.873465,6.996784,0.43
7,2,0303-1003,1003,0300-0303-1003-1010,2,0.57,6.123025,-0.329201,1.043047,6.996784,0.57
8,5,0303-0310-1010-1013-1103,0310,0303-0310-1010-1013-1103,5,0.25,2.801117,3.828756,1.186715,1.588878,0.25
8,5,0303-0310-1010-1013-1103,1010,0303-0310-1010-1013-1103,5,0.16,6.984627,-6.1765,7.723179,1.588878,0.16
8,5,0303-0310-1010-1013-1103,0303,0303-0310-1010-1013-1103,5,0.44,2.801023,10.326311,-3.832679,7.493011,0.44
8,5,0303-0310-1010-1013-1103,1103,0303-0310-1010-1013-1103,5,0.07,6.93241,0.587729,-3.825587,7.493011,0.07
8,5,0303-0310-1010-1013-1103,1013,0303-0310-1010-1013-1103,5,0.08,6.984627,-3.223401,2.700312,7.493011,0.08
9,4,0300-0301-1010-1011,1011,0300-0301-1010-1011,4,0.07,6.617191,-11.132342,6.075397,5.072386,0.07
9,4,0300-0301-1010-1011,1010,0300-0301-1010-1011,4,0.65,6.617191,-11.921435,6.128302,-0.664474,0.65
9,4,0300-0301-1010-1011,0300,0300-0301-1010-1011,4,0.24,2.409791,3.404161,0.221783,-0.664474,0.24
9,4,0300-0301-1010-1011,0301,0300-0301-1010-1011,4,0.04,2.405691,4.203258,0.134136,5.072386,0.04
10,3,0303-1010-1013,0303,0303-1010-1013,3,0.23,1.7715,8.520433,0.179645,7.141178,0.23
10,3,0303-1010-1013,1010,0303-1010-1013,3,0.52,8.176589,-10.576514,7.588379,3.181575,0.52
10,3,0303-1010-1013,1013,0303-1010-1013,3,0.25,8.176589,-6.928439,4.363249,7.141178,0.25
11,3,0303-0310-1010,0303,0303-1003-1010,3,0.2,1.303745,10.023121,-2.867316,6.066641,0.2
11,3,0303-0310-1010,1010,0303-1003-1010,3,0.55,6.080835,-9.33324,8.280654,1.450979,0.55
11,3,0303-0310-1010,0310,0303-1003-1010,3,0.25,1.303746,4.396034,2.912383,1.450979,0.25
12,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.25,4.45279,-9.622866,6.976842,1.910449,0.25
12,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.15,-1.493801,5.950636,0.683059,1.910449,0.15
12,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.21,4.452789,-1.832834,0.4349,6.708398,0.21
12,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.39,-1.494057,9.996446,-5.858865,6.708398,0.39
13,4,0300-0303-1010-1013,1013,0300-0303-1010-1013,4,0.13,2.860357,-4.295526,3.564297,7.745348,0.13
13,4,0300-0303-1010-1013,1010,0300-0303-1010-1013,4,0.21,2.860357,-9.117102,6.861242,1.778451,0.21
13,4,0300-0303-1010-1013,0303,0300-0303-1010-1013,4,0.54,-3.701557,10.670781,-2.71018,7.745348,0.54
13,4,0300-0303-1010-1013,0300,0300-0303-1010-1013,4,0.12,-3.701546,5.778553,0.586794,1.778451,0.12
14,2,0303-1010,1010,0303-1003-1010,2,0.74,4.51369,-12.221743,6.73478,0.940651,0.74
14,2,0303-1010,0303,0303-1003-1010,2,0.26,-1.647156,9.695859,-2.84617,7.010548,0.26
15,2,0303-1003,0303,0300-0303-1003-1010-1103,2,0.75,-1.120973,7.318977,-7.661624,5.271893,0.75
15,2,0303-1003,1003,0300-0303-1003-1010-1103,2,0.25,5.015503,-2.026631,-2.721658,5.271893,0.25
16,3,0303-1010-1013,1010,0303-1010-1013,3,0.28,7.729706,-13.790535,5.438977,1.710161,0.28
16,3,0303-1010-1013,1013,0303-1010-1013,3,0.43,7.729706,-6.758909,-0.114276,8.262695,0.43
16,3,0303-1010-1013,0303,0303-1010-1013,3,0.29,4.28264,10.483392,-6.600455,8.262695,0.29
17,4,0303-0310-1010-1013,0310,0303-0310-1010-1013,4,0.4,1.296784,3.733774,5.140989,1.797136,0.4
17,4,0303-0310-1010-1013,1010,0303-0310-1010-1013,4,0.23,7.666368,-8.971187,8.077962,1.797136,0.23
17,4,0303-0310-1010-1013,1013,0303-0310-1010-1013,4,0.13,7.666368,-3.869623,2.680612,6.7263,0.13
17,4,0303-0310-1010-1013,0303,0303-0310-1010-1013,4,0.24,1.284332,11.459205,-0.256321,6.7263,0.24
18,2,0303-1010,0303,0303-1010-1013,2,0.74,3.043176,11.044827,0.73007,6.45148,0.74
18,2,0303-1010,1010,0303-1010-1013,2,0.26,7.004411,-6.266756,7.493013,0.101453,0.26
19,3,0300-0303-1010,0303,0200-0300-0303-1010,3,0.57,0.15901,11.07284,-4.871403,6.978528,0.57
19,3,0300-0303-1010,1010,0200-0300-0303-1010,3,0.2,6.101015,-8.826789,4.729434,0.684838,0.2
19,3,0300-0303-1010,0300,0200-0300-0303-1010,3,0.23,0.15901,5.113249,0.670172,0.684837,0.23
20,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.13,7.067456,-3.196143,-3.322181,8.290714,0.13
20,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.27,7.06754,-11.553556,2.70336,1.653818,0.27
20,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.54,0.726431,8.894231,-7.502527,8.290714,0.54
20,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.06,0.726431,2.733042,0.107262,1.653818,0.06
21,5,0300-0303-1010-1013-1103,1013,0300-0303-1010-1013-1103,5,0.1,6.996791,-2.967694,1.751384,7.804855,0.1
21,5,0300-0303-1010-1013-1103,1103,0300-0303-1010-1013-1103,5,0.01,6.996788,-0.898623,-3.103091,7.804855,0.01
21,5,0300-0303-1010-1013-1103,0300,0300-0303-1010-1013-1103,5,0.18,2.785223,4.70992,0.527455,1.859166,0.18
21,5,0300-0303-1010-1013-1103,1010,0300-0303-1010-1013-1103,5,0.44,6.996791,-10.504529,6.469461,1.859166,0.44
21,5,0300-0303-1010-1013-1103,0303,0300-0303-1010-1013-1103,5,0.27,2.785205,10.030936,-4.187342,7.804855,0.27
22,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.09,2.765226,10.14253,-6.358186,6.989912,0.09
22,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.52,8.404172,-12.859334,5.681567,0.766997,0.52
22,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.17,8.404172,-2.160471,-0.014089,6.989912,0.17
22,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.22,2.765235,5.282169,-0.661872,0.766997,0.22
23,3,0300-0303-1010,0303,0200-0300-0303-1010,3,0.6,0.15901,11.07284,-4.871403,6.978528,0.6
23,3,0300-0303-1010,1010,0200-0300-0303-1010,3,0.24,6.101015,-8.826054,4.729434,0.684837,0.24
23,3,0300-0303-1010,0300,0200-0300-0303-1010,3,0.16,0.15901,5.113249,0.670172,0.684837,0.16
24,3,0303-1010-1013,1013,0303-1010-1013,3,0.32,7.348855,-7.074394,4.186619,6.737702,0.32
24,3,0303-1010-1013,1010,0303-1010-1013,3,0.47,7.348855,-11.779312,7.745348,1.370182,0.47
24,3,0303-1010-1013,0303,0303-1010-1013,3,0.21,2.102968,10.181553,-1.779189,6.737702,0.21
25,2,0303-1013,1013,0303-1010-1013,2,0.41,7.076416,-5.413816,2.096348,7.168629,0.41
25,2,0303-1013,0303,0303-1010-1013,2,0.59,1.788118,10.030928,-3.937567,7.168629,0.59
26,2,0300-1010,0300,0300-0303-1003-1010,2,0.4,1.182421,4.102485,-0.592749,-0.722246,0.4
26,2,0300-1010,1010,0300-0303-1003-1010,2,0.6,5.577864,-9.249448,5.752948,-0.722246,0.6
27,1,1010,1010,1010,1,1,5.773482,-12.314949,6.009346,-1.917626,1
