parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,4,0303-1010-1013-1113,0303,0213-0303-1010-1013-1113,4,1,1.737,81.655,0.097,89.854,1
1,4,0303-1010-1013-1113,1010,0213-0303-1010-1013-1113,4,0.3333333333333333,111.447,0,128.802,0.968,0.3333333333333333
1,4,0303-1010-1013-1113,1013,0213-0303-1010-1013-1113,4,0.25,111.447,0.003,1.374,89.854,0.25
1,4,0303-1010-1013-1113,1113,0213-0303-1010-1013-1113,4,1,111.447,0.186,1.374,89.854,1
2,3,0303-1010-1013,0303,0303-1010-1013,3,0.2,4.481,467.203,0.052,108.824,0.2
2,3,0303-1010-1013,1010,0303-1010-1013,3,1,148.65,0,197.761,5.685,1
2,3,0303-1010-1013,1013,0303-1010-1013,3,0.3333333333333333,148.65,0.002,2.759,108.824,0.3333333333333333
3,2,0010-0011,0010,0010-0011,2,0.5,8.125,0.001,139.088,0.339,0.5
3,2,0010-0011,0011,0010-0011,2,0.25,8.125,0.001,128.218,33.836,0.25
4,1,1010,1010,1010,1,0.2,80.049,0,243.824,6.722,0.2
5,2,0303-1013,1013,0303-1010-1013,2,0.6666666666666666,255.779,0.001,8.737,101.201,0.6666666666666666
5,2,0303-1013,0303,0303-1010-1013,2,1,4.547,235.076,0.2,101.201,1
6,4,0303-0310-1010-1013,1010,0303-0310-1010-1013,4,0.2,20.886,0,122.026,1.379,0.2
6,4,0303-0310-1010-1013,0310,0303-0310-1010-1013,4,0.25,2.789,1.282,3.739,1.379,0.25
6,4,0303-0310-1010-1013,1013,0303-0310-1010-1013,4,1,20.886,0.009,3.556,103.62,1
6,4,0303-0310-1010-1013,0303,0303-0310-1010-1013,4,0.5,2.789,1490.531,0.056,103.62,0.5
7,3,0303-1010-1013,1013,0303-1010-1013-1103,3,0.5,14.509,0.014,6.671,163.003,0.5
7,3,0303-1010-1013,0303,0303-1010-1013-1103,3,0.6666666666666666,6.296,2595.531,0.11,163.003,0.6666666666666666
7,3,0303-1010-1013,1010,0303-1010-1013-1103,3,0.25,14.509,0.001,334.346,3.252,0.25
8,1,0303,0303,0303,1,0.2,0.213,2401.628,0.022,373.188,0.2
9,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,1,2.73,8.386,1.896,1.251,1
9,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.25,86.213,0,14.198,1.251,0.25
9,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.3333333333333333,2.73,187.023,0.068,70.072,0.3333333333333333
9,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.5,86.213,0.034,0.508,70.072,0.5
10,4,0310-0311-1010-1011,0311,0310-0311-1010-1011,4,1,6.709,21.885,2.643,47.709,1
10,4,0310-0311-1010-1011,0310,0310-0311-1010-1011,4,0.2,6.709,2.586,3.24,0.858,0.2
10,4,0310-0311-1010-1011,1011,0310-0311-1010-1011,4,0.25,105.174,0.126,189.4,47.709,0.25
10,4,0310-0311-1010-1011,1010,0310-0311-1010-1011,4,0.3333333333333333,105.174,0.015,213.918,0.858,0.3333333333333333
11,1,1010,1010,1010,1,0.5,52.261,0,155.735,0.168,0.5
12,3,0301-0303-1001,0303,0301-0303-1001,3,1,1.363,914.824,0.05,401.773,1
12,3,0301-0303-1001,1001,0301-0303-1001,3,0.3333333333333333,126.429,0.132,2.677,19.567,0.3333333333333333
12,3,0301-0303-1001,0301,0301-0303-1001,3,0.2,1.363,22.161,0.05,19.567,0.2
13,3,0000-0300-0303,0300,0000-0300-0303,3,0.25,0.639,12.778,0.023,1.805,0.25
13,3,0000-0300-0303,0303,0000-0300-0303,3,0.5,0.639,745.784,0.002,158.308,0.5
13,3,0000-0300-0303,0000,0000-0300-0303,3,0.2,13.108,0.199,2.002,1.805,0.2
14,3,0010-0300-0303,0303,0010-0300-0303,3,0.3333333333333333,0.096,4584.065,0.002,98.566,0.3333333333333333
14,3,0010-0300-0303,0010,0010-0300-0303,3,0.25,3.024,0.559,10.75,1.966,0.25
14,3,0010-0300-0303,0300,0010-0300-0303,3,1,0.096,1989.073,0.122,1.966,1
15,4,0303-0311-1011-1013,1013,0303-0311-1011-1013,4,0.3333333333333333,42.238,0.069,6.182,116.171,0.3333333333333333
15,4,0303-0311-1011-1013,1011,0303-0311-1011-1013,4,1,42.238,0.063,286.185,4.896,1
15,4,0303-0311-1011-1013,0303,0303-0311-1011-1013,4,0.2,1.261,3245.889,0.131,116.171,0.2
15,4,0303-0311-1011-1013,0311,0303-0311-1011-1013,4,0.5,1.261,192.666,6.079,4.896,0.5
16,1,1010,1010,1010,1,0.25,61.172,0,166.979,0.248,0.25
17,1,0303,0303,0303,1,0.5,0.257,2673.823,0.096,88.452,0.5
18,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,1,1.483,836.936,0.007,177.094,1
18,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.25,94.097,0.109,0.437,177.094,0.25
18,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.3333333333333333,94.097,0,31.401,16.644,0.3333333333333333
18,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.2,1.483,10.432,0.469,16.644,0.2
19,1,1010,1010,1010,1,0.5,134.646,0.006,87.552,0.378,0.5
20,2,0300-1010,0300,0300-1010,2,0.2,2.692,15.669,2.61,0.158,0.2
20,2,0300-1010,1010,0300-1010,2,1,67.126,0,209.556,0.158,1
21,2,0300-0303,0303,0300-0303,2,0.25,0.149,289.728,0.055,129.72,0.25
21,2,0300-0303,0300,0300-0303,2,0.3333333333333333,0.149,27.01,1.73,3.498,0.3333333333333333
22,2,0300-1010,1010,0300-1010,2,0.2,90.571,0.014,36.536,0.391,0.2
22,2,0300-1010,0300,0300-1010,2,0.5,1.926,42.691,0.462,0.391,0.5
23,4,0210-0303-1010-1013,0303,0210-0303-1010-1013,4,1,1.297,2214.305,0.118,83.205,1
