ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,0.544,5.308,1.89,3.276,1
1,0.544,340.291,0.029,73.069,1
1,50.036,0.002,97.625,3.276,1
2,3.854,520.843,0.063,198.281,2
2,83.386,0,70.411,8.607,1
3,13.661,2098.075,0.017,209.749,1
3,368.384,1.445,0.604,209.749,1
3,386.964,0.022,0.612,209.749,1
4,2.794,3.582,2.486,1.281,1
4,2.794,1802.71,0.04,68.438,1
4,124.495,0.001,67.057,1.281,1
4,124.495,0.064,1.089,68.438,1
5,0.941,132.457,0.134,57.213,1
5,82.171,0,291.873,1.652,1
5,82.171,0.002,6.478,57.213,1
6,1.167,823.459,0.046,55.692,1
6,64.207,0.001,58.23,1.788,1
6,64.207,0.015,1.374,55.692,1
7,1.086,414.296,0.585,36.255,1
7,82.348,0,40.056,0.767,1
7,82.348,0.005,10.887,36.255,1
8,0.709,17.991,1.604,9.719,1
8,0.709,1964.422,0.056,74.416,1
8,0.72,1.509,3.611,74.416,1
8,18.724,0.016,107.684,9.719,1
9,5.526,5.298,0.792,8.833,1
9,5.526,332.457,0.048,62.968,1
9,62.614,0,49.066,8.833,1
9,62.614,0.003,2.985,62.968,1
10,3.819,16.537,0.006,63.391,1
10,70.023,0,40.786,2.556,1
10,70.023,0.176,0.531,63.391,1
11,1.441,27.483,0.872,25.82,1
11,1.441,856.189,0.851,80.819,1
11,68.146,0.001,83.835,25.82,1
11,68.146,0.035,81.787,80.819,1
12,2.085,1449.505,0.28,375.159,2
12,58.41,0.026,3.165,375.159,1
13,17.639,24.052,1.671,0.796,1
13,17.639,298.069,0.061,55.739,1
13,450.002,0.014,115.877,0.796,1
14,85.134,0,45.84,0.287,1
15,0.335,865.506,0.356,166.959,1
15,26.759,0.016,119.202,1.752,2
15,26.759,0.107,6.756,166.959,1
16,2.817,13.455,1.81,0.087,1
16,242.446,0,80.93,0.087,1
17,0.575,34.796,0.921,10.609,1
17,0.575,985.811,0.015,96.259,2
17,57.213,0,86.894,10.609,1
18,2.049,18.507,1.47,2.064,1
18,2.049,1313.973,0.049,131.718,1
18,62.813,0,89.158,2.064,1
18,62.813,0.02,2.988,131.718,1
19,4.669,1134.469,0.241,59.678,1
19,313.383,0,339.13,2.667,1
19,313.383,0.01,5.521,59.678,1
20,0.526,236.909,1.596,56.544,1
20,34.616,0.001,293.206,1.008,1
20,34.616,0.004,65.671,56.544,1
21,0.821,679.192,0.018,4.753,1
21,0.821,866.521,0.01,199.586,1
22,208.943,0.001,31.311,0.357,2
23,9.958,159.237,0.128,74.776,1
23,447.12,0,248.35,2.081,1
23,447.12,0.002,6.04,74.776,1
24,1.229,187.242,0.127,107.684,1
24,28.173,0,196.499,3.947,1
24,28.173,0.043,4.127,107.684,1
25,43.291,0.001,69.267,0.635,1
26,16.994,20.205,0.65,92.655,1
26,192.229,0,511.168,0.946,1
26,192.229,0.003,14.658,92.655,1
27,14.045,985.533,0.261,159.85,1
27,143.59,0.001,38.18,2.285,1
28,2.502,1650.796,0.058,96.935,1
28,61.2,0,145.13,1.611,1
28,61.2,0.015,2.593,96.935,1
29,206.679,0,185.3,3.402,2
30,11.576,5581.198,0.279,76.435,1
30,11.688,2.132,7.795,0.899,1
30,574.898,0.807,0.279,76.435,1
30,647.056,0,563.782,0.899,1
30,647.056,0.008,20.177,76.435,1
31,1.642,6.445,0.884,246.003,1
31,57.249,0,20.284,5.121,1
31,57.249,0.003,18.445,246.003,1
32,0.414,547.623,0.032,127.699,1
