ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,1.737,81.655,0.097,89.854,1
1,111.447,0,128.802,0.968,1
1,111.447,0.003,1.374,89.854,1
1,111.447,0.186,1.374,89.854,2
2,4.481,467.203,0.052,108.824,1
2,148.65,0,197.761,5.685,1
2,148.65,0.002,2.759,108.824,1
3,8.125,0.001,128.218,33.836,1
3,8.125,0.001,139.088,0.339,1
4,80.049,0,243.824,6.722,1
5,4.547,235.076,0.2,101.201,1
5,255.779,0.001,8.737,101.201,2
6,2.789,1.282,3.739,1.379,1
6,2.789,1490.531,0.056,103.62,1
6,20.886,0,122.026,1.379,1
6,20.886,0.009,3.556,103.62,1
7,6.296,2595.531,0.11,163.003,2
7,14.509,0.001,334.346,3.252,1
7,14.509,0.014,6.671,163.003,1
8,0.213,2401.628,0.022,373.188,1
9,2.73,8.386,1.896,1.251,1
9,2.73,187.023,0.068,70.072,1
9,86.213,0,14.198,1.251,1
9,86.213,0.034,0.508,70.072,1
10,6.709,2.586,3.24,0.858,1
10,6.709,21.885,2.643,47.709,1
10,105.174,0.015,213.918,0.858,1
10,105.174,0.126,189.4,47.709,1
11,52.261,0,155.735,0.168,1
12,1.363,22.161,0.05,19.567,1
12,1.363,914.824,0.05,401.773,1
12,126.429,0.132,2.677,19.567,1
13,0.639,12.778,0.023,1.805,1
13,0.639,745.784,0.002,158.308,1
13,13.108,0.199,2.002,1.805,1
14,0.096,1989.073,0.122,1.966,1
14,0.096,4584.065,0.002,98.566,1
14,3.024,0.559,10.75,1.966,1
15,1.261,192.666,6.079,4.896,1
15,1.261,3245.889,0.131,116.171,1
15,42.238,0.063,286.185,4.896,1
15,42.238,0.069,6.182,116.171,1
16,61.172,0,166.979,0.248,1
17,0.257,2673.823,0.096,88.452,1
18,1.483,10.432,0.469,16.644,1
18,1.483,836.936,0.007,177.094,1
18,94.097,0,31.401,16.644,1
18,94.097,0.109,0.437,177.094,1
19,134.646,0.006,87.552,0.378,1
20,2.692,15.669,2.61,0.158,1
20,67.126,0,209.556,0.158,1
21,0.149,27.01,1.73,3.498,1
21,0.149,289.728,0.055,129.72,1
22,1.926,42.691,0.462,0.391,1
22,90.571,0.014,36.536,0.391,1
23,1.297,2214.305,0.118,83.205,1
23,1.317,0.488,71.146,1.747,1
23,98.749,0,71.146,1.747,1
23,98.749,0.026,4.233,83.205,1
24,7.377,0.004,107.378,0.126,1
25,5.273,1127.344,0.066,84.579,1
25,242.09,0,243.566,0.919,1
25,242.09,0.006,3.501,84.579,2
27,0.591,3.799,0.055,1.029,1
27,0.591,274.077,0.001,75.479,1
27,38.207,0,4.406,1.029,1
27,38.207,0.15,0.046,75.479,1
28,134.471,0,110.33,3.582,1
29,0.668,1307.953,0.062,156.486,1
29,14.744,0.086,126.277,1.676,1
30,1.293,60.671,0.644,5.987,1
30,1.293,647.14,0.014,198.619,1
30,119.956,0.003,37.706,5.987,1
31,66.454,88.966,0.074,233.07,1
31,256.403,0.004,209.271,9.756,1
31,256.403,0.141,3.276,233.07,1
32,1.331,158.619,3.833,32.292,1
32,107.345,0.001,74.295,32.292,1
33,0.634,7.912,30.27,0.5,1
33,43.626,0.004,116.791,0.5,1
34,1.234,430.414,0.022,138.512,1
34,121.242,0,101.704,6.725,1
34,121.242,0.009,1.146,138.512,1
35,2.555,521.796,0.273,53.124,1
35,130.816,0,293.241,6.698,1
35,130.816,0.006,16.94,53.124,1
36,2.58,13.285,4.136,0.675,1
36,2.58,300.391,0.083,30.039,1
36,196.15,0.002,58.106,0.675,1
36,196.15,0.045,1.172,30.039,1
37,45.171,0.293,2.269,81.073,1
37,45.171,6.138,0.035,81.073,1
37,104.103,0,183.934,1.321,1
38,2.133,1149.652,0.029,390.911,1
38,139.306,0.005,2.423,390.911,1
38,139.306,0.478,2.423,390.911,1
39,1.563,1232.285,0.117,145.428,1
39,77.042,0,389.266,2.859,1
39,77.042,0.006,10.414,145.428,1
39,77.042,0.176,10.414,145.428,1
40,2.771,178.307,0.055,101.345,1
40,3.087,0.277,4.042,1.598,1
40,196.111,0,150.435,1.598,1
40,196.111,0.047,2.131,101.345,1
41,6.863,68.716,0.483,38.695,1
41,7.485,0.97,0.483,38.695,1
41,334.346,0.005,172.309,0.64,1
42,5.548,1329.356,0.053,96.705,1
42,161.62,0,93.338,5.212,1
42,161.62,0.003,3.173,96.705,1
43,0.293,53.586,1.358,0.698,1
43,24.041,0,118.788,0.698,1
44,0.304,6.13,1.289,1.529,1
44,0.304,556.84,0.021,140.075,1
44,22.119,0.727,1.781,140.075,1
44,22.12,0.002,109.177,1.529,1
45,2.002,3.635,8.755,0.24,1
45,2.002,935.44,0.136,23.562,1
45,13.219,0.082,109.45,0.24,1
45,39.425,0.006,109.45,0.24,1
46,0.892,10.367,4.144,107.387,1
46,0.932,0.141,7.978,107.387,1
46,36.941,0,82.126,1.629,1
46,36.941,0.005,7.978,107.387,1
47,1.308,1009.863,0.049,84.376,1
47,117.76,0.012,108.997,2.597,1
48,6.025,1764.372,0.126,223.459,1
48,316.598,0,154.836,4.636,1
48,316.598,0.005,1.965,223.459,1
49,1.52,1354.278,0.014,77.908,1
49,131.765,0,111.906,3.446,1
49,131.765,0.004,1.137,77.908,1
50,125.859,0,283.232,1.633,3
51,1.424,1102.481,0.096,135.022,1
51,121.179,0,76.081,6.415,1
51,121.179,0.012,4.977,135.022,1
52,4.833,0.018,100.633,0.845,1
52,4.833,0.643,100.632,0.845,1
53,8.041,1.587,115.888,0.951,4
53,8.125,0.485,209.964,0.951,1
54,41.538,0,155.676,0.858,1
55,0.352,855.87,0.116,270.047,1
55,24.975,0,24.96,7.891,1
55,24.975,0.214,0.481,270.047,1
56,2.094,26.59,3.911,0.147,1
56,82.023,0.039,112.374,0.147,1
57,4.965,22.857,1.396,2.728,2
57,324.539,0,75.774,2.728,1
58,2.465,735.771,0.083,51.329,1
58,209.507,0.147,0.23,51.329,1
58,209.517,0.002,6.038,51.329,1
59,1.247,110.274,0.936,0.958,1
59,1.247,2862.084,0.014,46.768,1
59,112.726,0,27.295,0.958,1
60,38.845,0.753,0.028,150.316,1
60,38.845,4.116,0.025,16.585,1
60,38.845,36.866,0.025,150.316,1
60,185.623,0.066,1.271,16.585,1
61,1.363,85.979,0.062,163.773,1
61,1.374,1.395,0.062,163.773,1
61,68.912,0,1.245,163.773,1
61,68.912,0,115.223,1.754,1
62,0.321,169.483,0.889,1.532,3
62,29.599,0.002,72.922,1.532,1
63,14.023,17.776,0.129,115.461,1
63,291.002,0.001,131.974,1.752,1
63,291.002,0.219,1.343,115.461,1
64,1.546,549.88,0.062,119.004,2
64,89.838,0.01,3.484,119.004,1
65,11.27,90.341,0.534,0.914,1
