parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,3,0303-1010-1013,0303,0110-0403-1010-1013,3,1,0.651,1658.45,0.037,123.673,1
1,3,0303-1010-1013,1010,0110-0403-1010-1013,3,1,44.215,0.001,82.831,4.839,1
1,3,0303-1010-1013,1013,0110-0403-1010-1013,3,0.25,44.215,0.044,3.479,123.673,0.25
2,2,0300-1010,0300,0403-1010-1103,2,0.3333333333333333,2.073,66.935,0.189,1.467,0.3333333333333333
2,2,0300-1010,1010,0403-1010-1103,2,0.4,119.808,0,18.021,1.467,0.4
3,1,0303,0303,0403,1,1,5.972,68.841,0.346,243.66,1
4,3,0300-0303-1010,1010,0400-0403-1010,3,0.3333333333333333,43.614,0.001,100.145,0.906,0.3333333333333333
4,3,0300-0303-1010,0300,0400-0403-1010,3,0.5,2.699,64.323,2.037,0.906,0.5
4,3,0300-0303-1010,0303,0400-0403-1010,3,0.25,2.699,2371.378,0.03,76.206,0.25
5,2,0303-1103,0303,0403-1203,2,0.2,2.781,1268.726,0.897,135.54,0.2
5,2,0303-1103,1103,0403-1203,2,1,209.911,0.266,0.897,135.54,1
6,2,0010-0303,0303,0010-0300-0403,2,0.5,0.189,278.628,0.013,154.607,0.5
6,2,0010-0303,0010,0010-0300-0403,2,0.5,14.796,0.005,44.709,4.541,0.5
7,2,0303-1013,1013,0213-0403-1013,2,0.4,178.652,0.002,5.659,127.8,0.4
7,2,0303-1013,0303,0213-0403-1013,2,0.3333333333333333,2.472,448.734,0.073,127.8,0.3333333333333333
8,1,0010,0010,0010-0200,2,0.5,14.747,0.003,155.499,0.961,1.5
8,1,0010,0010,0010-0200,2,1,14.747,0.003,155.498,0.961,1.5
9,2,0303-1010,1010,0310-0403-1010,3,0.2,131.417,0.003,249.188,0.747,0.5333333333333333
9,2,0303-1010,0303,0310-0403-1010,3,0.25,16.231,2433.172,0.415,54.084,0.25
9,2,0303-1010,1010,0310-0403-1010,3,0.3333333333333333,131.417,0.003,249.186,0.747,0.5333333333333333
10,2,0303-1011,1011,0403-1211-1303,2,0.5,43.809,0.012,243.406,1.9,0.5
10,2,0303-1011,0303,0403-1211-1303,2,2,1.867,904.75,0.038,183.98,2
11,1,1010,1010,0110-1010,1,0.5,136.188,0.041,75.894,0.133,0.5
13,3,0301-0303-1011,0303,0401-0403-1011-1213,3,0.4,0.343,438.089,0.01,243.406,0.4
13,3,0301-0303-1011,1011,0401-0403-1011-1213,3,1,31.509,0.009,3.389,3.574,1
13,3,0301-0303-1011,0301,0401-0403-1011-1213,3,0.3333333333333333,0.343,11.678,0.036,3.574,0.3333333333333333
15,1,0010,0010,0110,1,0.5,19.895,0.01,114.422,0.217,0.5
16,2,0303-1013,1013,0301-0403-1011-1013,2,1,66.24,0.001,21.372,67.271,1
16,2,0303-1013,0303,0301-0403-1011-1013,2,0.25,2.696,185.646,0.253,67.271,0.25
17,1,1010,1010,1010,1,0.2,190.316,0.001,14.747,0.571,0.2
