Phase,Count,Frequency
00,2,2e-4
00-10,3,3e-4
00-20,175,0.0175
01,980,0.098
01-10-20,733,0.0733
01-11,151,0.0151
01-11-20,603,0.0603
01-11-21,7,7e-4
01-20,5497,0.5497
01-20-21,38,0.0038
01-21,686,0.0686
10-20,73,0.0073
11,46,0.0046
11-20,127,0.0127
11-21,41,0.0041
20,772,0.0772
20-21,1,1e-4
21,65,0.0065
