parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,1,2020,2020,0202-2020,1,1,4.70654,-9.506064,5.97248,-9.131103,1
2,2,0202-2020,0202,0202-2020,2,0.32,-0.095824,5.774984,-5.579311,6.821124,0.32
2,2,0202-2020,2020,0202-2020,2,0.68,7.900994,-5.825699,2.46505,-3.393482,0.68
3,2,0202-2020,2020,0202-2020,2,0.65,5.044021,-6.680207,5.625451,-4.095866,0.65
3,2,0202-2020,0202,0202-2020,2,0.35,-4.063175,5.617762,-3.299792,6.769168,0.35
4,2,0202-2020,0202,0202-2020,2,0.89,-2.304611,6.051433,-5.42366,8.520956,0.89
4,2,0202-2020,2020,0202-2020,2,0.11,7.61473,-1.943635,7.192567,-1.825564,0.11
5,1,0202,0202,0202,1,1,-5.816337,6.019354,-6.946019,6.09774,1
6,2,0202-2020,0202,0202-2020,2,0.48,-2.402266,7.07425,-5.678171,5.589001,0.48
6,2,0202-2020,2020,0202-2020,2,0.52,6.557114,-3.898084,6.520672,-5.715926,0.52
7,2,0202-2020,0202,0202-1012-2020,2,0.85,-5.024122,7.447511,-4.659179,6.085695,0.85
7,2,0202-2020,2020,0202-1012-2020,2,0.15,5.876436,-2.319549,5.963568,-3.760918,0.15
8,2,0202-2020,2020,0202-2020,2,0.69,7.122499,-4.703013,5.891035,-4.700919,0.69
8,2,0202-2020,0202,0202-2020,2,0.31,-1.836881,6.269359,-6.307807,6.604008,0.31
9,3,0202-1210-2020,2020,0202-1120-1210-2020,3,0.58,6.604008,-4.011172,7.552803,-1.292435,0.58
9,3,0202-1210-2020,0202,0202-1120-1210-2020,3,0.33,-6.214677,6.335351,-4.791103,6.557114,0.33
9,3,0202-1210-2020,1210,0202-1120-1210-2020,3,0.09,0.306253,6.1624,0.916172,-0.398519,0.09
10,2,0202-2020,2020,0202-2020,2,0.98,7.745716,-2.570446,7.285903,-7.100652,0.98
10,2,0202-2020,0202,0202-2020,2,0.02,-1.712606,7.776036,-4.019003,4.046896,0.02
11,3,0202-2020-2201,0202,0202-2020-2201,3,0.45,-1.03392,6.520672,-6.414694,6.88577,0.45
11,3,0202-2020-2201,2201,0202-2020-2201,3,0.48,4.457744,3.975708,-4.767063,0.353184,0.48
11,3,0202-2020-2201,2020,0202-2020-2201,3,0.07,6.875116,-1.535778,5.588858,-5.856875,0.07
12,2,0202-2120,2120,0202-2120,2,0.45,5.457766,0.189087,2.058264,-5.839901,0.45
12,2,0202-2120,0202,0202-2120,2,0.55,-6.64723,6.496444,-3.161293,5.814139,0.55
13,2,0202-2020,2020,0202-2020,2,0.09,6.599062,-3.091101,6.369518,-3.849911,0.09
13,2,0202-2020,0202,0202-2020,2,0.91,-4.010248,5.914419,-5.73972,5.617892,0.91
14,2,0202-2020,2020,0202-2020,2,0.13,5.891018,-3.742515,6.335337,-0.296739,0.13
14,2,0202-2020,0202,0202-2020,2,0.87,-6.92765,6.604008,-6.008628,7.552807,0.87
15,2,0202-2020,2020,0202-2020,2,0.92,8.128884,-3.331953,7.890317,-5.446803,0.92
15,2,0202-2020,0202,0202-2020,2,0.08,0.889398,5.655148,-3.04401,6.41617,0.08
16,3,0202-0221-2020,0221,0202-0221-1220-2020,3,0.44,-4.627219,3.85132,0.944528,-0.875654,0.44
16,3,0202-0221-2020,2020,0202-0221-1220-2020,3,0.26,6.619155,-2.19594,6.369187,-7.117643,0.26
16,3,0202-0221-2020,0202,0202-0221-1220-2020,3,0.3,-4.628946,5.914419,-3.291253,5.617892,0.3
17,2,0202-2020,0202,0202-2020,2,0.09,-0.963207,6.171215,-6.362811,6.942993,0.09
17,2,0202-2020,2020,0202-2020,2,0.91,6.88604,-6.347714,6.410634,-1.505851,0.91
18,2,0202-2020,0202,0202-2020,2,0.48,-3.516296,5.891035,-3.742511,6.335351,0.48
18,2,0202-2020,2020,0202-2020,2,0.52,4.478773,-6.927648,6.604008,-6.008624,0.52
19,1,2020,2020,2020,1,1,6.939302,-6.160503,6.010312,-5.583045,1
20,2,0202-2020,2020,0202-2020-2100,2,0.56,3.340989,-5.171178,7.056969,-7.422158,0.56
20,2,0202-2020,0202,0202-2020-2100,2,0.44,-8.874042,6.824734,-5.091495,4.206053,0.44
21,2,0202-2020,0202,0202-2002-2020,2,0.28,-5.269729,6.520672,-5.715926,7.615198,0.28
21,2,0202-2020,2020,0202-2002-2020,2,0.72,7.07425,-5.678171,5.589001,-3.532349,0.72
22,3,0202-1200-2020,2020,0202-1200-2020,3,0.69,6.010312,-7.114661,5.242395,-4.228606,0.69
22,3,0202-1200-2020,0202,0202-1200-2020,3,0.23,-3.096884,5.182601,-3.682848,6.636431,0.23
22,3,0202-1200-2020,1200,0202-1200-2020,3,0.08,2.103863,4.917456,-0.759134,0.555595,0.08
23,2,0202-2020,0202,0202-2020,2,0.58,-5.501116,6.335351,-3.419539,6.557114,0.58
23,2,0202-2020,2020,0202-2020,2,0.42,2.947739,-3.063422,7.552807,-5.611225,0.42
24,2,0202-2020,2020,0202-2020,2,0.42,6.55449,-4.20506,4.973356,-4.356125,0.42
24,2,0202-2020,0202,0202-2020,2,0.58,-2.40489,6.767223,-7.225487,6.948802,0.58
25,2,0202-2020,2020,0202-2020-2100,2,0.99,7.285903,-6.747895,4.568771,-4.761074,0.99
25,2,0202-2020,0202,0202-2020-2100,2,0.01,-0.561007,5.810363,-8.197607,3.309341,0.01
26,2,0202-2020,0202,0202-2001-2020,2,0.4,-1.659717,7.552807,-2.180149,7.07425,0.4
26,2,0202-2020,2020,0202-2001-2020,2,0.6,6.335351,-4.1861,6.557114,-1.374602,0.6
27,2,2002-2020,2020,2002-2020,2,0.45,7.131728,-10.246885,4.941886,-3.893651,0.45
27,2,2002-2020,2002,2002-2020,2,0.55,2.843207,-5.370579,-0.396206,2.511321,0.55
28,3,0202-2020-2100,2020,0202-2020-2100,3,0.25,7.562975,-5.788224,4.564784,-4.767968,0.25
28,3,0202-2020-2100,2100,0202-2020-2100,3,0.15,7.559027,0.676105,0.18941,0.175863,0.15
28,3,0202-2020-2100,0202,0202-2020-2100,3,0.6,-5.561592,4.325538,-5.53792,6.520672,0.6
29,2,0202-2020,0202,0202-1201-2020,2,0.98,-4.180883,6.369519,-6.353947,6.226426,0.98
29,2,0202-2020,2020,0202-1201-2020,2,0.02,5.914294,-4.744995,5.617892,-5.413703,0.02
