Phase,Freq.x,Freq.y,Freq,Avg,Std,HillRange,nStates
0202-1012-2011-2020,9e-4,3e-4,5e-4,5.666666666666667e-4,3.0550504633038936e-4,1-10,4
0202-1012-2011-2020-2201,1e-4,3e-4,NA,NA,NA,1-10,5
0202-1012-2020,0.009,0.0078,0.0077,0.008166666666666666,7.234178138070231e-4,1-10,3
0202-1012-2020-2200,2e-4,2e-4,1e-4,1.666666666666667e-4,5.773502691896258e-5,1-10,4
0202-1020,0.0059,0.0056,0.0045,0.005333333333333333,7.371114795831995e-4,1-10,2
0202-1020-1201,1e-4,NA,NA,NA,NA,1-10,3
0202-1021,0.0016,4e-4,8e-4,9.333333333333333e-4,6.110100926607787e-4,1-10,2
0202-1021-1102-2020,7e-4,0.0012,3e-4,7.333333333333332e-4,4.509249752822894e-4,1-10,4
0202-1021-1102-2020-2100,3e-4,1e-4,1e-4,1.6666666666666666e-4,1.1547005383792513e-4,1-10,5
0202-1021-2020,0.003,0.0032,0.0024,0.0028666666666666667,4.163331998932267e-4,1-10,3
0202-1021-2020-2200,1e-4,NA,NA,NA,NA,1-10,4
0202-1022,6e-4,3e-4,3e-4,3.9999999999999996e-4,1.7320508075688773e-4,1-10,2
0202-1022-1102,1e-4,1e-4,NA,NA,NA,1-10,3
0202-1022-1102-2020,3e-4,3e-4,1e-4,2.3333333333333333e-4,1.1547005383792513e-4,1-10,4
0202-1022-2020,0.0033,0.0029,0.0028,0.003,2.645751311064591e-4,1-10,3
0202-1022-2021,3e-4,NA,3e-4,NA,NA,1-10,3
0202-1102,5e-4,4e-4,5e-4,4.6666666666666666e-4,5.773502691896257e-5,1-10,2
0202-1102-2020,0.0028,0.0026,0.0031,0.002833333333333333,2.5166114784235834e-4,1-10,3
0202-1102-2020-2100,0.0021,0.0027,0.0028,0.002533333333333333,3.7859388972001835e-4,1-10,4
0202-1102-2020-2101,5e-4,0.0012,6e-4,7.666666666666666e-4,3.785938897200182e-4,1-10,4
0202-1102-2020-2101-2110,2e-4,NA,3e-4,NA,NA,1-10,5
0202-1102-2020-2110,0.001,4e-4,7e-4,7e-4,3e-4,1-10,4
0202-1102-2100,4e-4,3e-4,2e-4,3.0000000000000003e-4,1e-4,1-10,3
0202-1102-2110,1e-4,1e-4,NA,NA,NA,1-10,3
0202-1102-2120,1e-4,1e-4,NA,NA,NA,1-10,3
0202-1110,2e-4,2e-4,2e-4,2e-4,0,1-10,2
0202-1111-2020,8e-4,3e-4,1e-4,4e-4,3.60555127546399e-4,1-10,3
0202-1120,0.0012,7e-4,3e-4,7.333333333333332e-4,4.509249752822894e-4,1-10,2
0202-1120-1200-2020,0.0033,0.0026,0.0024,0.0027666666666666664,4.7258156262526096e-4,1-10,4
0202-1120-1201,1e-4,NA,NA,NA,NA,1-10,3
0202-1120-1201-1210-2020,1e-4,2e-4,4e-4,2.3333333333333333e-4,1.5275252316519468e-4,1-10,5
0202-1120-1201-2001-2020,1e-4,NA,3e-4,NA,NA,1-10,5
0202-1120-1201-2020,9e-4,0.0011,7e-4,9e-4,2.0000000000000004e-4,1-10,4
