parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,3,0030-0303-3030,0030,0030-0203-0303-3030,3,0.494,-2.66598,-5.114698,6.319274,-5.078313,0.494
1,3,0030-0303-3030,0303,0030-0203-0303-3030,3,0.5,-14.593254,5.06687,-8.033032,5.893533,0.5
1,3,0030-0303-3030,3030,0030-0203-0303-3030,3,0.006,0.923712,-8.136511,6.319274,-9.715634,0.006
2,4,0003-0033-0303-3030,0003,0003-0033-0303-3003-3030,4,0.252,-6.347418,-3.832425,-5.408436,5.81391,0.252
2,4,0003-0033-0303-3030,0033,0003-0033-0303-3003-3030,4,0.106,-5.232781,-7.381974,0.170014,-0.36762,0.106
2,4,0003-0033-0303-3030,0303,0003-0033-0303-3003-3030,4,0.048,-12.858449,2.654,-9.970452,5.81391,0.048
2,4,0003-0033-0303-3030,3030,0003-0033-0303-3003-3030,4,0.594,6.199612,-15.866191,6.807622,-12.091107,0.594
3,3,0303-3003-3030,3030,0103-0303-3003-3030,3,0.409,5.936321,-10.350179,5.250771,-9.790259,0.409
3,3,0303-3003-3030,0303,0103-0303-3003-3030,3,0.522,-9.373536,4.20678,-13.299152,5.769242,0.522
3,3,0303-3003-3030,3003,0103-0303-3003-3030,3,0.069,3.556423,-4.208946,-7.247797,0.472682,0.069
4,5,0030-0303-0320-3003-3030,0320,0030-0032-0200-0203-0220-0222-0300-0303-0320-0322-3003-3030,5,0.119,-7.187029,6.838834,-0.218495,-6.737961,0.119
4,5,0030-0303-0320-3003-3030,3003,0030-0032-0200-0203-0220-0222-0300-0303-0320-0322-3003-3030,5,0.043,2.256983,-5.932597,-5.09526,2.612171,0.043
4,5,0030-0303-0320-3003-3030,3030,0030-0032-0200-0203-0220-0222-0300-0303-0320-0322-3003-3030,5,0.181,3.654008,-9.344443,6.362068,-9.69014,0.181
4,5,0030-0303-0320-3003-3030,0303,0030-0032-0200-0203-0220-0222-0300-0303-0320-0322-3003-3030,5,0.373,-8.584047,6.938531,-11.668731,5.564044,0.373
4,5,0030-0303-0320-3003-3030,0030,0030-0032-0200-0203-0220-0222-0300-0303-0320-0322-3003-3030,5,0.284,-2.809943,-2.945107,6.362068,-6.738218,0.284
5,4,0030-0303-0330-3030,0030,0030-0032-0303-0330-0332-3030-3200,4,0.222,-3.332028,-3.427032,6.489048,-3.758666,0.222
5,4,0030-0303-0330-3030,0303,0030-0032-0303-0330-0332-3030-3200,4,0.556,-12.4103,6.721901,-8.820789,3.803027,0.556
5,4,0030-0303-0330-3030,3030,0030-0032-0303-0330-0332-3030-3200,4,0.078,2.375818,-9.935781,6.489049,-9.903543,0.078
5,4,0030-0303-0330-3030,0330,0030-0032-0303-0330-0332-3030-3200,4,0.144,-7.044273,0.913295,0.876169,-3.566693,0.144
6,2,0303-3030,0303,0130-0133-0303-3030,2,0.6,-10.896798,6.911309,-3.902924,5.877409,0.6
6,2,0303-3030,3030,0130-0133-0303-3030,2,0.4,6.879837,-6.042191,4.926942,-11.29526,0.4
7,4,0303-0330-3012-3030,0303,0013-0033-0303-0330-3012-3030-3300-3302,4,0.21,-7.355107,6.679088,-9.071125,4.579515,0.21
7,4,0303-0330-3012-3030,3030,0013-0033-0303-0330-3012-3030-3300-3302,4,0.532,7.431025,-9.978595,6.238733,-9.977434,0.532
7,4,0303-0330-3012-3030,0330,0013-0033-0303-0330-3012-3030-3300-3302,4,0.033,-3.8805,0.836619,0.630307,-3.375796,0.033
7,4,0303-0330-3012-3030,3012,0013-0033-0303-0330-3012-3030-3300-3302,4,0.225,7.43101,-9.962143,-3.171022,-1.591379,0.225
8,4,0030-0033-0303-3030,3030,0030-0033-0302-0303-3030,4,0.031,1.54409,-11.706715,6.538194,-10.857756,0.031
8,4,0030-0033-0303-3030,0033,0030-0033-0302-0303-3030,4,0.097,-7.234093,-5.272391,1.655368,1.351465,0.097
8,4,0030-0033-0303-3030,0303,0030-0033-0302-0303-3030,4,0.542,-13.138038,6.527977,-10.432847,4.825833,0.542
8,4,0030-0033-0303-3030,0030,0030-0033-0302-0303-3030,4,0.33,-3.712563,-5.417361,6.538194,-5.157644,0.33
9,3,0303-0330-3030,0330,0300-0303-0313-0330-3030,3,0.748,-6.635251,2.413913,1.82432,-6.182029,0.748
9,3,0303-0330-3030,0303,0300-0303-0313-0330-3030,3,0.064,-12.573938,7.515116,-1.459552,4.394347,0.064
9,3,0303-0330-3030,3030,0300-0303-0313-0330-3030,3,0.188,5.200675,-5.438366,7.370054,-12.778321,0.188
10,1,0303,0303,0033-0303,1,1,-8.7470580000000009,6.237536,-9.444161,6.580241,1
11,3,0131-0303-3030,3030,0131-0231-0303-1130-1230-3030,3,0.228,6.297444,-4.950558,7.498492,-8.109276,0.228
11,3,0131-0303-3030,0131,0131-0231-0303-1130-1230-3030,3,0.134,-5.920593,-2.984181,2.69813,-1.594236,0.134
11,3,0131-0303-3030,0303,0131-0231-0303-1130-1230-3030,3,0.638,-11.995894,5.552843,-7.764247,7.456623,0.638
12,3,0303-3030-3300,0303,0301-0303-1003-3030-3300,3,0.404,-5.994891,4.394348,-12.43043,5.862033,0.404
12,3,0303-3030-3300,3030,0301-0303-1003-3030-3300,3,0.093,7.370054,-3.45195,6.047448,-13.196082,0.093
12,3,0303-3030-3300,3300,0301-0303-1003-3030-3300,3,0.503,2.222582,3.000781,-6.844766,-6.684974,0.503
13,3,0303-0332-3030,0303,0032-0303-0332-3030-3200,3,0.333,-6.480913,5.592062,-9.048674,4.806636,0.333
13,3,0303-0332-3030,3030,0032-0303-0332-3030-3200,3,0.611,6.481353,-9.56131,7.887663,-11.799096,0.611
13,3,0303-0332-3030,0332,0032-0303-0332-3030-3200,3,0.056,-4.4178,0.274751,2.228604,-1.750981,0.056
14,6,0303-0330-3000-3002-3030-3300,3002,0303-3000-3002-3030-3300,6,0.089,1.845238,-3.494266,-2.681253,0.268808,0.089
14,6,0303-0330-3000-3002-3030-3300,3300,0303-3000-3002-3030-3300,6,0.093,0.206183,3.143591,-7.618677,-3.821262,0.093
14,6,0303-0330-3000-3002-3030-3300,0303,0303-3000-3002-3030-3300,6,0.574,-10.249141,6.489049,-11.956891,5.959927,0.574
14,6,0303-0330-3000-3002-3030-3300,0330,0303-3000-3002-3030-3300,6,0.007,-5.36886,0.780877,1.97576,-2.136946,0.007
14,6,0303-0330-3000-3002-3030-3300,3000,0303-3000-3002-3030-3300,6,0.12,6.721248,-3.49433,-1.807845,-3.82128,0.12
14,6,0303-0330-3000-3002-3030-3300,3030,0303-3000-3002-3030-3300,6,0.117,6.721901,-9.20124,3.803027,-7.830058,0.117
15,5,0003-0030-0303-2003-3030,0303,0003-0030-0303-2003-3030,5,0.188,-12.418778,2.180708,-12.282371,7.553001,0.188
15,5,0003-0030-0303-2003-3030,3030,0003-0030-0303-2003-3030,5,0.014,2.172509,-14.926102,2.775883,-6.633418,0.014
15,5,0003-0030-0303-2003-3030,0030,0003-0030-0303-2003-3030,5,0.03,-3.430057,-8.909697,2.775883,-5.082921,0.03
15,5,0003-0030-0303-2003-3030,0003,0003-0030-0303-2003-3030,5,0.512,-6.88812,-3.066502,-8.593001,7.553001,0.512
15,5,0003-0030-0303-2003-3030,2003,0003-0030-0303-2003-3030,5,0.256,-1.211709,-3.067607,-8.591157,6.809038,0.256
16,5,0303-3000-3003-3030-3300,3300,0303-3000-3003-3030-3300,5,0.154,2.538197,1.591547,-8.594482,-5.104821,0.154
16,5,0303-3000-3003-3030-3300,3030,0303-3000-3003-3030-3300,5,0.163,7.830286,-9.625424,4.276134,-11.128533,0.163
16,5,0303-3000-3003-3030-3300,0303,0303-3000-3003-3030-3300,5,0.217,-3.60104,7.236438,-14.780016,7.39167,0.217
16,5,0303-3000-3003-3030-3300,3003,0303-3000-3003-3030-3300,5,0.209,2.129365,-4.671306,-8.202221,1.381626,0.209
16,5,0303-3000-3003-3030-3300,3000,0303-3000-3003-3030-3300,5,0.257,7.830286,-4.981356,-2.082569,-5.104826,0.257
17,5,0303-3030-3100-3103-3300,0303,0303-3020-3030-3100-3103-3300,5,0.615,-9.537128,7.236438,-10.388892,7.39167,0.615
17,5,0303-3030-3100-3103-3300,3300,0303-3020-3030-3100-3103-3300,5,0.133,1.239207,2.912507,-4.585298,-3.666534,0.133
17,5,0303-3030-3100-3103-3300,3103,0303-3020-3030-3100-3103-3300,5,0.051,2.470854,-1.236851,-10.360201,2.046001,0.051
17,5,0303-3030-3100-3103-3300,3030,0303-3020-3030-3100-3103-3300,5,0.15,7.830286,-5.541125,4.276134,-8.904822,0.15
17,5,0303-3030-3100-3103-3300,3100,0303-3020-3030-3100-3103-3300,5,0.051,7.830055,-1.236921,-4.565529,-3.666535,0.051
18,4,0303-3030-3031-3103,3103,0303-3003-3030-3031-3103,4,0.099,1.213278,-1.794967,-2.889865,5.166403,0.099
18,4,0303-3030-3031-3103,3031,0303-3003-3030-3031-3103,4,0.324,7.16357,-14.247897,7.387819,-0.545726,0.324
18,4,0303-3030-3031-3103,0303,0303-3003-3030-3031-3103,4,0.277,-10.643129,4.276134,-8.167831,5.54,0.277
18,4,0303-3030-3031-3103,3030,0303-3003-3030-3031-3103,4,0.3,7.236438,-14.139208,7.39167,-6.190222,0.3
19,4,1303-3003-3030-3033,3033,0303-1303-3003-3030-3300,4,0.004,0.833369,-10.983146,1.718777,1.000167,0.004
19,4,1303-3003-3030-3033,3003,0303-1303-3003-3030-3300,4,0.262,0.83306500000000006,-4.822018,-5.589347,4.462578,0.262
19,4,1303-3003-3030-3033,3030,0303-1303-3003-3030-3300,4,0.276,6.579384,-11.011767,5.409569,-7.554277,0.276
19,4,1303-3003-3030-3033,1303,0303-1303-3003-3030-3300,4,0.458,-5.00878,6.312228,-11.212593,8.001926,0.458
20,4,0303-0330-2330-3130,2330,0303-0330-2330-3130,4,0.05,0.603134,4.874054,1.377078,-5.355921,0.05
20,4,0303-0330-2330-3130,0303,0303-0330-2330-3130,4,0.759,-11.452243,6.899155,-10.324278,5.80943,0.759
20,4,0303-0330-2330-3130,3130,0303-0330-2330-3130,4,0.093,6.559812,-5.400425,5.24874,-6.211492,0.093
20,4,0303-0330-2330-3130,0330,0303-0330-2330-3130,4,0.098,-5.484898,5.784527,1.377078,-2.911183,0.098
21,3,0303-3003-3030,0303,0303-3003-3013-3030-3103-3113,3,0.307,-8.323403,4.270332,-10.13537,7.133267,0.307
21,3,0303-3003-3030,3030,0303-3003-3013-3030-3103-3113,3,0.48,6.95548,-13.301134,4.778491,-10.498198,0.48
21,3,0303-3003-3030,3003,0303-3003-3013-3030-3103-3113,3,0.213,2.380079,-7.764095,-4.873277,0.769925,0.213
22,6,0303-1300-3000-3003-3030-3300,3300,0203-0303-1200-1300-3000-3003-3030-3300,6,0.112,0.660117,1.2336530000000001,-6.290436,-4.64211,0.112
22,6,0303-1300-3000-3003-3030-3300,3000,0203-0303-1200-1300-3000-3003-3030-3300,6,0.226,7.163057,-5.422395,-1.488597,-4.642111,0.226
22,6,0303-1300-3000-3003-3030-3300,3030,0203-0303-1200-1300-3000-3003-3030-3300,6,0.139,7.163077,-11.169362,4.804975,-11.140857,0.139
22,6,0303-1300-3000-3003-3030-3300,1300,0203-0303-1200-1300-3000-3003-3030-3300,6,0.052,-1.689479,6.007,-6.29046,-4.262389,0.052
22,6,0303-1300-3000-3003-3030-3300,0303,0203-0303-1200-1300-3000-3003-3030-3300,6,0.274,-5.235654,6.522767,-12.235429,7.173004,0.274
