parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,3,0202-1201-2020,0202,0202-1201-2020,3,0.51,-5.490161,5.97751,-8.008407,7.021709,0.51
1,3,0202-1201-2020,1201,0202-1201-2020,3,0.42,0.555891,5.977466,-8.008407,1.408749,0.42
1,3,0202-1201-2020,2020,0202-1201-2020,3,0.07,6.59391,0.061057,3.627766,-4.639029,0.07
2,3,0202-0220-2020,2020,0202-0220-2020,3,0.56,7.491255,-2.89571,7.020391,-4.700691,0.56
2,3,0202-0220-2020,0220,0202-0220-2020,3,0.29,1.439021,3.388917,0.825206,0.14592,0.29
2,3,0202-0220-2020,0202,0202-0220-2020,3,0.15,-4.328758,6.517517,-5.156115,5.913735,0.15
3,3,0022-0202-2020,2020,0202-2020,3,0.52,6.476918,-7.264681,6.573134,-4.591177,0.52
3,3,0022-0202-2020,0022,0202-2020,3,0.03,0.170366,-1.069496,5.049664,1.461057,0.03
3,3,0022-0202-2020,0202,0202-2020,3,0.45,-5.647127,4.911841,-5.928607,7.442394,0.45
4,2,0202-2020,0202,0202-2020,2,0.12,-5.010407,6.517517,-5.481346,5.913735,0.12
4,2,0202-2020,2020,0202-2020,2,0.88,7.491255,-5.28132,7.020391,-6.119836,0.88
5,2,2020-2110,2020,0202-2020-2110,2,0.6,5.776332,-5.23446,5.646485,-7.589793,0.6
5,2,2020-2110,2110,0202-2020-2110,2,0.4,5.77633,1.166805,-0.425735,-7.589803,0.4
6,2,0202-2020,2020,-1,2,0.61,5.441298,-8.155778,6.407857,-4.349979,0.61
6,2,0202-2020,0202,-1,2,0.39,-7.810748,4.506469,-5.347174,2.130391,0.39
7,1,0202,0202,0202,1,1,-4.662944,7.247702,-4.752394,7.281338,1
8,3,0120-0202-2020,0120,0120-0202-2020,3,0.5,-0.138499,-0.343017,6.879205,0.371198,0.5
8,3,0120-0202-2020,0202,0120-0202-2020,3,0.15,-5.906315,5.852167,-5.154357,6.139014,0.15
8,3,0120-0202-2020,2020,0120-0202-2020,3,0.35,5.913735,-6.649573,6.879205,-5.938968,0.35
9,3,0120-0202-2020,2020,0120-0202-2020,3,0.01,1.957885,-3.355503,6.120316,-7.754928,0.01
9,3,0120-0202-2020,0202,0120-0202-2020,3,0.81,-10.10872,7.320648,-6.266101,4.368671,0.81
9,3,0120-0202-2020,0120,0120-0202-2020,3,0.18,-4.296337,0.925494,6.120316,-1.448825,0.18
10,2,2020-2120,2120,2020,2,0.44,6.611057,0.747316,0.889985,-4.504525,0.44
10,2,2020-2120,2020,2020,2,0.56,6.611057,-3.748202,5.609851,-4.504526,0.56
11,3,0021-0202-2020,0202,0021-0202-2020,3,0.8,-7.440793,4.850436,-5.502949,7.491255,0.8
11,3,0021-0202-2020,2020,0021-0202-2020,3,0.04,2.636806,-5.817241,6.621106,-4.685265,0.04
11,3,0021-0202-2020,0021,0021-0202-2020,3,0.16,-3.949221,0.759474,6.615185,1.296071,0.16
12,1,0202,0202,0202,1,1,-2.83449,6.251493,-3.849263,6.999123,1
13,1,0202,0202,0202,1,1,-2.061009,7.046683,-1.896221,8.220172,1
14,4,0202-1002-1021-2020,1002,0202-1002-1021-2020,4,0.01,0.736772,-0.157709,0.524896,4.375674,0.01
14,4,0202-1002-1021-2020,1021,0202-1002-1021-2020,4,0.23,0.737618,-6.225297,5.800731,-1.422357,0.23
14,4,0202-1002-1021-2020,2020,0202-1002-1021-2020,4,0.35,4.792704,-6.225288,5.800731,-7.327323,0.35
14,4,0202-1002-1021-2020,0202,0202-1002-1021-2020,4,0.41,-5.457803,6.342069,-5.866165,4.499944,0.41
15,1,0202,0202,0202,1,1,-5.217599,7.281338,-2.83891,7.607809,1
16,3,0202-1200-2020,1200,0202-1200-2020,3,0.2,0.622409,5.872716,-0.059321,-0.466254,0.2
16,3,0202-1200-2020,2020,0202-1200-2020,3,0.76,6.57871,-6.303788,5.992914,-6.77642,0.76
16,3,0202-1200-2020,0202,0202-1200-2020,3,0.04,-5.684063,5.872734,-5.827136,2.636806,0.04
17,4,0202-0210-2020-2110,2020,0202-0210-2020-2110,4,0.2,5.283409,-2.893604,4.725197,-8.119714,0.2
17,4,0202-0210-2020-2110,2110,0202-0210-2020-2110,4,0.01,5.283409,0.538445,-1.444673,-8.119714,0.01
17,4,0202-0210-2020-2110,0202,0202-0210-2020-2110,4,0.16,-7.050195,6.81854,-7.866397,1.957885,0.16
