Phase,Count,Frequency
00,1,1e-4
00-01-20,7,7e-4
00-02,25,0.0025
00-02-10,4,4e-4
00-02-12-20,38,0.0038
00-02-12-20-21,3,3e-4
00-02-20,969,0.0969
00-02-20-21,28,0.0028
00-02-20-22,33,0.0033
00-02-21,2,2e-4
00-12-20,3,3e-4
00-20,19,0.0019
01-02,22,0.0022
01-02-10,2,2e-4
01-02-10-20,89,0.0089
01-02-10-20-22,5,5e-4
01-02-11-12,4,4e-4
01-02-11-12-20,77,0.0077
01-02-11-20,1,1e-4
01-02-12-20,9,9e-4
01-02-20,632,0.0632
01-02-20-22,76,0.0076
01-02-21-22,10,0.001
01-11-12-20,1,1e-4
01-12-20,6,6e-4
02,421,0.0421
02-10,3,3e-4
02-10-11-20,1,1e-4
02-10-11-20-21,67,0.0067
02-10-12-20,1,1e-4
02-10-12-20-22,1,1e-4
02-10-20,596,0.0596
02-10-20-21,8,8e-4
02-10-20-22,88,0.0088
02-10-21,5,5e-4
02-11-12-20,2,2e-4
02-11-20,9,9e-4
02-11-20-21,3,3e-4
02-11-21,16,0.0016
02-12,55,0.0055
02-12-20,537,0.0537
02-12-20-21,58,0.0058
02-12-20-22,4,4e-4
02-12-21,11,0.0011
02-20,3167,0.3167
02-20-21,516,0.0516
02-20-21-22,3,3e-4
02-20-22,1043,0.1043
02-21,144,0.0144
02-21-22,62,0.0062
02-22,171,0.0171
10-11-20-21,3,3e-4
10-12-20-22,11,0.0011
10-20,28,0.0028
11-12,1,1e-4
11-12-20,18,0.0018
11-12-21-22,4,4e-4
12,14,0.0014
12-20,156,0.0156
12-20-21,11,0.0011
12-20-22,63,0.0063
12-21,1,1e-4
12-21-22,1,1e-4
12-22,12,0.0012
20,368,0.0368
20-21,55,0.0055
20-22,152,0.0152
21,13,0.0013
21-22,7,7e-4
22,24,0.0024
