parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,02-21,02,02-20-21,2,0.42,-1.7784,5.156489,0.42
1,2,02-21,21,02-20-21,2,0.58,5.893215,-0.274208,0.58
2,3,00-02-20,20,00-02-20,3,0.24,2.994187,-6.161148,0.24
2,3,00-02-20,00,00-02-20,3,0.29,-2.44459,0.030651,0.29
2,3,00-02-20,02,00-02-20,3,0.47,-9.048196,6.616618,0.47
3,3,02-20-22,22,02-20-22,3,0.26,2.343535,2.413,0.26
3,3,02-20-22,02,02-20-22,3,0.6,-3.217863,6.038507,0.6
3,3,02-20-22,20,02-20-22,3,0.14,6.51711,-3.996224,0.14
4,3,00-02-20,20,00-02-20,3,0.57,6.342548,-6.506378,0.57
4,3,00-02-20,02,00-02-20,3,0.17,-1.842585,6.463488,0.17
4,3,00-02-20,00,00-02-20,3,0.26,0.331776,-0.04158,0.26
5,2,02-20,20,02-12-20,2,0.81,5.351406,-9.474343,0.81
5,2,02-20,02,02-12-20,2,0.19,-3.835496,2.603489,0.19
6,3,02-12-20,20,02-12-20,3,0.8,6.973272,-5.285238,0.8
6,3,02-12-20,02,02-12-20,3,0.13,-2.43368,6.310905,0.13
6,3,02-12-20,12,02-12-20,3,0.07,1.722285,6.310613,0.07
7,3,02-10-20,02,02-10-20,3,0.13,-5.37411,4.904767,0.13
7,3,02-10-20,10,02-10-20,3,0.4,0.700948,-6.868498,0.4
7,3,02-10-20,20,02-10-20,3,0.47,6.800601,-6.868503,0.47
8,1,20,20,02-20,1,1,3.914084,-6.13886,1
9,3,01-02-20,01,01-02-20,3,0.66,-8.454356,-1.919484,0.66
9,3,01-02-20,20,01-02-20,3,0.08,3.127391,-8.556524,0.08
9,3,01-02-20,02,01-02-20,3,0.26,-8.460495,4.387718,0.26
10,2,02-20,02,02-20,2,0.7,-7.411384,7.028404,0.7
10,2,02-20,20,02-20,2,0.3,5.375102,-4.681213,0.3
11,3,02-12-20,02,02-12-20,3,0.08,-3.361415,2.603489,0.08
11,3,02-12-20,20,02-12-20,3,0.84,5.351406,-8.570477,0.84
11,3,02-12-20,12,02-12-20,3,0.08,0.553554,2.603489,0.08
12,3,00-02-20,02,00-02-20,3,0.57,-4.409657,4.684349,0.57
12,3,00-02-20,20,00-02-20,3,0.09,4.684349,-3.667975,0.09
12,3,00-02-20,00,00-02-20,3,0.34,0.796574,-1.171273,0.34
13,2,02-20,02,02-20,2,0.89,-4.407624,6.571412,0.89
13,2,02-20,20,02-20,2,0.11,7.109304,-2.141414,0.11
14,2,02-20,20,02-20,2,0.8,7.288922,-2.544177,0.8
14,2,02-20,02,02-20,2,0.2,-0.799147,6.51711,0.2
15,3,00-02-20,20,00-02-20,3,0.27,7.028404,-5.479402,0.27
15,3,00-02-20,00,00-02-20,3,0.35,0.7912,-0.006944,0.35
15,3,00-02-20,02,00-02-20,3,0.38,-5.716336,6.333915,0.38
16,3,00-02-20,02,00-02-20,3,0.2,-5.936044,5.196082,0.2
16,3,00-02-20,00,00-02-20,3,0.44,-0.07911,0.08656,0.44
16,3,00-02-20,20,00-02-20,3,0.36,6.007263,-6.426207,0.36
17,3,02-20-21,20,02-20-21,3,0.16,6.708833,-2.845187,0.16
17,3,02-20-21,21,02-20-21,3,0.06,6.650945,1.15758,0.06
17,3,02-20-21,02,02-20-21,3,0.78,-5.003305,6.864385,0.78
18,3,02-20-22,02,02-20-22,3,0.14,-2.525869,7.109304,0.14
18,3,02-20-22,22,02-20-22,3,0.74,1.197706,1.204944,0.74
18,3,02-20-22,20,02-20-22,3,0.12,6.535418,-4.407624,0.12
