parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,3,0303-1003-1010,0303,0303-1003-1010,3,0.2,-2.630729,8.598205,-0.619727,6.060788,0.2
1,3,0303-1003-1010,1003,0303-1003-1010,3,0.26,3.902221,-2.207543,0.825251,6.060788,0.26
1,3,0303-1003-1010,1010,0303-1003-1010,3,0.54,3.902221,-14.197701,6.528237,0.026539,0.54
2,3,0300-0303-1010,1010,0300-0303-1010,3,0.41,6.410315,-13.560702,6.72851,-0.3902,0.41
2,3,0300-0303-1010,0300,0300-0303-1010,3,0.3,1.565822,3.297519,0.826597,-0.390197,0.3
2,3,0300-0303-1010,0303,0300-0303-1010,3,0.29,1.565822,8.689544,-4.972401,6.101532,0.29
3,3,1011-1211-1303,1011,1011-1211-1303,3,0.2,7.298178,-8.616432,6.389343,1.27734,0.2
3,3,1011-1211-1303,1211,1011-1211-1303,3,0.31,2.218755,-3.151242,6.389343,1.27734,0.31
3,3,1011-1211-1303,1303,1011-1211-1303,3,0.49,2.218568,3.125136,-5.09668,6.356951,0.49
4,3,0303-1010-1113,1010,0303-1010-1013-1113,3,0.48,6.214571,-14.072037,7.609611,1.115001,0.48
4,3,0303-1010-1113,1113,0303-1010-1013-1113,3,0.38,6.214571,-2.700705,2.005735,7.3204,0.38
4,3,0303-1010-1113,0303,0303-1010-1013-1113,3,0.14,-0.286005,6.144162,-2.998321,7.3204,0.14
5,4,0303-1010-1013-1113,1113,0303-1010-1013-1113,4,0.02,6.156547,-1.827699,1.833163,6.101532,0.02
5,4,0303-1010-1013-1113,0303,0303-1010-1013-1113,4,0.55,0.970678,8.862734,-3.630458,6.101532,0.55
5,4,0303-1010-1013-1113,1013,0303-1010-1013-1113,4,0.27,6.181577,-8.104113,1.833164,6.101532,0.27
5,4,0303-1010-1013-1113,1010,0303-1010-1013-1113,4,0.16,6.181577,-15.066878,7.298178,-0.442051,0.16
