Phase,Count,Frequency
0000,20,0.002007427481682224
0000-0300,1,1.0037137408411121e-4
0000-0300-0303,1,1.0037137408411121e-4
0000-0303,8,8.029709926728897e-4
0001,2,2.0074274816822243e-4
0001-0301,2,2.0074274816822243e-4
0002,1,1.0037137408411121e-4
0002-0010,1,1.0037137408411121e-4
0002-0010-0302,1,1.0037137408411121e-4
0003,5,5.01856870420556e-4
0003-0010-0303,6,6.022282445046673e-4
0003-0303,11,0.0011040851149252233
0003-0303-1010,2,2.0074274816822243e-4
0010,488,0.04898123055304627
0010-0011,8,8.029709926728897e-4
0010-0011-0300-0301,2,2.0074274816822243e-4
0010-0011-0301,2,2.0074274816822243e-4
0010-0012,3,3.0111412225233364e-4
0010-0012-0300-0302,1,1.0037137408411121e-4
0010-0012-0302,7,7.025996185887784e-4
0010-0013,11,0.0011040851149252233
0010-0013-0300-0303,1,1.0037137408411121e-4
0010-0013-0303,17,0.0017063133594298907
0010-0013-0303-0310,1,1.0037137408411121e-4
0010-0013-0313,2,2.0074274816822243e-4
0010-0100,2,2.0074274816822243e-4
0010-0110,3,3.0111412225233364e-4
0010-0110-0302,2,2.0074274816822243e-4
0010-0111-0301,1,1.0037137408411121e-4
0010-0113,1,1.0037137408411121e-4
0010-0113-0303,1,1.0037137408411121e-4
0010-0200,5,5.01856870420556e-4
0010-0210-0313,1,1.0037137408411121e-4
0010-0213-0303,1,1.0037137408411121e-4
0010-0300,88,0.008832680919401786
0010-0300-0301,1,1.0037137408411121e-4
0010-0300-0302,3,3.0111412225233364e-4
0010-0300-0303,19,0.001907056107598113
0010-0301,2,2.0074274816822243e-4
0010-0302,10,0.001003713740841112
0010-0303,131,0.013148650005018568
0010-0303-0310,2,2.0074274816822243e-4
0010-0310,3,3.0111412225233364e-4
0010-0311,1,1.0037137408411121e-4
0010-0313,3,3.0111412225233364e-4
0011,24,0.002408912978018669
0011-0013-0303,1,1.0037137408411121e-4
0011-0301,13,0.0013048278630934458
0011-0301-0303,2,2.0074274816822243e-4
0011-0303,6,6.022282445046673e-4
0011-0311,3,3.0111412225233364e-4
0012,15,0.0015055706112616681
0012-0112,1,1.0037137408411121e-4
0012-0212-0302,1,1.0037137408411121e-4
0012-0302,21,0.0021077988557663355
0012-0302-1010,1,1.0037137408411121e-4
0012-0312,5,5.01856870420556e-4
0013,26,0.0026096557261868917
0013-0113,1,1.0037137408411121e-4
0013-0303,79,0.007929338552644785
0013-0313,7,7.025996185887784e-4
0100,1,1.0037137408411121e-4
0100-0300,1,1.0037137408411121e-4
0103-0303,1,1.0037137408411121e-4
0110,8,8.029709926728897e-4
0110-0300,4,4.0148549633644485e-4
0110-0300-0303,1,1.0037137408411121e-4
0110-0301,1,1.0037137408411121e-4
0110-0302,1,1.0037137408411121e-4
0110-0302-0310,1,1.0037137408411121e-4
0110-0303,2,2.0074274816822243e-4
0110-0310,1,1.0037137408411121e-4
0110-0312,1,1.0037137408411121e-4
0110-1010,2,2.0074274816822243e-4
0111-0301,1,1.0037137408411121e-4
0111-0311,1,1.0037137408411121e-4
0112,1,1.0037137408411121e-4
0112-0302,2,2.0074274816822243e-4
0113,3,3.0111412225233364e-4
0113-0303,4,4.0148549633644485e-4
0113-0313,1,1.0037137408411121e-4
0113-1010,1,1.0037137408411121e-4
0200,3,3.0111412225233364e-4
0200-0300,1,1.0037137408411121e-4
0200-0303,1,1.0037137408411121e-4
0200-0303-1010,2,2.0074274816822243e-4
0200-1000,3,3.0111412225233364e-4
0200-1010,1,1.0037137408411121e-4
0201,1,1.0037137408411121e-4
0203-1003-1010,1,1.0037137408411121e-4
0210,4,4.0148549633644485e-4
0210-0303,1,1.0037137408411121e-4
0210-1010,1,1.0037137408411121e-4
0211-0301,1,1.0037137408411121e-4
0211-1010-1011,1,1.0037137408411121e-4
0212,3,3.0111412225233364e-4
0212-1010-1012,1,1.0037137408411121e-4
0213,3,3.0111412225233364e-4
0213-0303,2,2.0074274816822243e-4
0213-0303-1010,1,1.0037137408411121e-4
0213-1013,1,1.0037137408411121e-4
0300,123,0.012345679012345678
0300-0301,2,2.0074274816822243e-4
0300-0301-1000-1001,1,1.0037137408411121e-4
0300-0301-1010,7,7.025996185887784e-4
0300-0301-1010-1011,4,4.0148549633644485e-4
0300-0302,4,4.0148549633644485e-4
0300-0302-1000,2,2.0074274816822243e-4
0300-0302-1002-1010,3,3.0111412225233364e-4
0300-0302-1010,4,4.0148549633644485e-4
0300-0302-1010-1012,9,9.033423667570009e-4
0300-0303,45,0.004516711833785004
0300-0303-1000,5,5.01856870420556e-4
0300-0303-1003-1010,6,6.022282445046673e-4
0300-0303-1010,98,0.009836394660242899
0300-0303-1010-1013,13,0.0013048278630934458
0300-0303-1010-1103,1,1.0037137408411121e-4
0300-0303-1110,2,2.0074274816822243e-4
0300-0310,2,2.0074274816822243e-4
0300-1000,24,0.002408912978018669
0300-1010,294,0.029509183980728697
0300-1010-1310,1,1.0037137408411121e-4
0300-1100,1,1.0037137408411121e-4
0300-1110,2,2.0074274816822243e-4
0301,121,0.012144936264177456
0301-0302,1,1.0037137408411121e-4
0301-0302-1011-1012,1,1.0037137408411121e-4
0301-0303,7,7.025996185887784e-4
0301-0303-1011,9,9.033423667570009e-4
0301-0303-1011-1013,5,5.01856870420556e-4
0301-0303-1011-1013-1201-1203,1,1.0037137408411121e-4
0301-0310-1010,1,1.0037137408411121e-4
0301-1000,2,2.0074274816822243e-4
0301-1001,13,0.0013048278630934458
0301-1010,8,8.029709926728897e-4
0301-1010-1011,12,0.0012044564890093346
0301-1011,131,0.013148650005018568
0301-1011-1111,2,2.0074274816822243e-4
0301-1101,1,1.0037137408411121e-4
0301-1111,2,2.0074274816822243e-4
0301-1201,1,1.0037137408411121e-4
0302,148,0.01485496336444846
0302-0310-1010-1012,1,1.0037137408411121e-4
0302-1000,2,2.0074274816822243e-4
0302-1002,22,0.0022081702298504466
0302-1002-1010,4,4.0148549633644485e-4
0302-1010,23,0.002308541603934558
0302-1010-1012,44,0.004416340459700893
0302-1010-1112,1,1.0037137408411121e-4
0302-1010-1212,1,1.0037137408411121e-4
0302-1011,1,1.0037137408411121e-4
0302-1012,124,0.01244605038642979
0302-1102,1,1.0037137408411121e-4
0302-1112,2,2.0074274816822243e-4
0303,1865,0.1871926126668674
0303-0310,4,4.0148549633644485e-4
0303-0310-1010,3,3.0111412225233364e-4
0303-0310-1010-1013,1,1.0037137408411121e-4
0303-0311,3,3.0111412225233364e-4
0303-1000,21,0.0021077988557663355
0303-1000-1003,7,7.025996185887784e-4
0303-1001,6,6.022282445046673e-4
0303-1001-1003,2,2.0074274816822243e-4
0303-1003,334,0.03352403894409314
0303-1003-1010,91,0.00913379504165412
0303-1003-1010-1203,1,1.0037137408411121e-4
0303-1003-1011,4,4.0148549633644485e-4
0303-1003-1103,3,3.0111412225233364e-4
0303-1010,338,0.03392552444042959
0303-1010-1013,215,0.02157984542808391
0303-1010-1103,5,5.01856870420556e-4
0303-1010-1110,1,1.0037137408411121e-4
0303-1010-1113,3,3.0111412225233364e-4
0303-1010-1200,1,1.0037137408411121e-4
0303-1010-1203,2,2.0074274816822243e-4
0303-1010-1300,2,2.0074274816822243e-4
0303-1010-1313,1,1.0037137408411121e-4
0303-1011,13,0.0013048278630934458
0303-1011-1013,7,7.025996185887784e-4
0303-1013,575,0.05771354009836395
0303-1103,16,0.0016059419853457794
0303-1110,1,1.0037137408411121e-4
