ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,40.889,0,59.972,0.591,1
3,0.408,41.53,0.748,5.021,2
4,161.932,0,113.368,1.892,1
5,170.598,0,92.568,2,1
6,21.067,43.963,0.487,113.938,2
6,82.069,0.071,13.892,113.938,2
7,26.509,0.001,59.781,0.778,3
8,114.392,0,81.628,2.155,3
9,192.346,0.017,43.523,101.013,3
10,1.904,53.399,0.192,481.793,2
11,72.096,0.001,73.283,0.686,3
12,3.315,63.479,0.313,150.213,2
12,108.09,0.001,112.912,7.658,1
13,60.175,0.001,15.629,0.733,4
14,200.364,0.009,8.481,34.034,3
15,48.154,0.001,177.235,0.433,1
16,1.872,34.805,3.686,56.718,2
16,78.489,0.007,213.926,56.718,2
17,86.837,0,48.446,0.51,1
18,340.398,0.005,24.408,80.908,2
19,0.127,208.078,0.434,145.354,3
20,160.97,0.002,114.165,4.556,4
21,5.467,11.305,1.565,11.751,3
21,166.331,0,47.176,11.751,1
22,170.431,0,91.52,0.284,1
23,29.455,64.77,0.288,56.042,4
24,2.636,35.41,0.142,313.531,3
25,1.049,104.662,0.413,56.028,2
25,52.422,0.003,51.923,3.692,1
26,79.711,0,83.5,0.949,1
27,9.754,21.892,0.337,32.617,1
27,95.787,0.007,14.656,32.617,3
28,3.331,35.163,0.942,48.166,4
29,0.56,33.006,0.333,16.833,1
29,34.8,0.028,24.081,16.833,2
30,53.175,0.001,111.354,2.845,3
31,73.65,0.001,59.516,0.732,1
31,73.65,0.001,59.517,0.732,1
31,73.65,0.001,59.518,0.732,2
32,2.225,84.052,0.352,90.869,1
32,47.612,0.202,28.228,90.869,1
32,52.386,0.001,80.824,6.278,2
33,0.87,82.128,0.046,235.164,2
33,52.545,0.055,3.834,235.164,2
34,391.208,0.005,51.787,14.067,1
35,19.989,0.011,29.968,12.988,1
35,19.989,0.011,29.969,12.987,1
36,63.705,0,417.656,1.645,4
37,7.577,44.665,0.149,168.042,4
38,0.077,142.991,0.006,196.529,2
38,0.342,6.305,0.418,2.766,1
38,6.685,0.014,3.534,2.766,1
39,0.569,66.386,0.172,69.061,4
40,11.676,0.001,47.466,1.133,1
41,2.184,66.56,0.222,358.231,3
41,2.276,23.284,2.704,8.874,1
41,50.529,0.036,84.248,8.874,1
42,58.544,0,110.744,0.387,1
43,6.938,8.046,1.383,368.128,3
44,103.973,0.001,94.272,1.821,1
45,42.197,0,86.649,0.497,1
46,8.741,55.645,0.868,13.304,3
47,3.237,136.256,3.145,0.335,1
47,144.434,0.059,215.352,0.335,1
48,5.393,34.456,0.417,54.274,1
48,99.613,0.005,6.957,54.274,2
49,166.235,0.003,67.907,186.539,2
51,117.954,0.001,30.097,26.534,4
52,16.483,39.946,0.443,113.849,1
52,151.954,0.025,18.038,113.849,2
53,1.623,154.536,0.196,416.699,2
53,108.46,0.24,6.431,416.699,1
53,108.51,0.001,156.631,10.151,2
54,5.433,224.709,0.41,132.894,1
54,268.197,0.024,15.686,132.894,2
55,71.232,0.005,108.043,0.922,1
56,65.836,0.021,14.202,2.344,3
57,2.318,22.775,1.68,46.236,1
57,46.561,0.003,43.259,46.236,2
58,0.335,2.995,3.957,2.243,1
58,0.335,29.808,0.033,69.125,1
58,4.711,0.015,11.361,2.243,1
59,1.535,41.073,0.197,34.277,2
60,2.918,4.615,44.982,11.08,1
61,74.455,0.001,58.37,0.483,1
62,72.426,0.142,41.86,54.172,1
63,160.599,0.007,47.955,1.133,4
64,0.976,18.497,0.866,120.737,1
64,63.439,0.001,17.029,120.737,2
65,1.068,203.352,0.633,240.728,4
66,129.779,0,122.055,1.376,1
67,9.766,52.731,0.066,333.973,2
67,105.355,0.004,84.969,4.004,1
68,8.679,0,28.882,0.524,1
69,271.657,0,24.653,113.459,3
69,271.688,0,114.326,1.297,1
70,14.231,53.81,0.686,123.323,4
71,1.808,13.008,5.519,2.849,1
71,137.928,0.007,341.829,2.849,2
72,2.414,134.128,0.029,161.27,4
73,2.025,2.554,1.537,237.868,1
74,6.178,37.946,0.159,115.493,1
74,269.152,0.02,2.764,115.493,2
75,1.856,69.641,0.075,249.04,2
76,0.916,208.748,0.4,84.018,1
76,0.916,208.749,0.4,84.018,2
77,0.911,18.269,33.58,14.76,1
77,65.93,0.001,167.071,14.76,2
78,18.462,265.954,0.074,189.997,1
78,18.462,265.956,0.074,189.997,2
79,6.551,25.866,0.487,145.703,1
79,274.341,0.003,14.071,145.703,2
80,33.479,33.586,1.881,114.4,1
80,33.485,33.575,1.881,114.4,1
80,579.06,0.006,106.387,114.4,1
80,579.061,0.006,106.387,114.4,2
81,0.172,92.371,0.413,99.001,3
81,0.174,23.393,3.212,2.254,1
81,15.376,0.026,25.437,2.254,1
82,636.685,0,519.992,0.924,1
83,162.743,0,247.323,0.664,2
84,205.674,0,45.825,0.324,2
85,2.339,100.918,0.22,332.654,2
86,317.402,0.001,118.844,59.913,3
87,205.229,0.001,26.213,0.115,2
88,1.448,682.159,0.955,90.615,3
89,0.167,77.083,5.594,50.851,3
89,10.164,0.001,205.705,0.589,1
90,0.54,69.631,0.093,220.096,2
91,3.701,51.43,0.729,104.115,1
91,56.512,0.01,28.934,104.115,1
91,56.513,0,99.42,1.185,1
92,14.257,39.71,5.023,71.496,1
92,14.257,39.712,5.023,71.496,1
92,153.327,0.002,223.995,71.496,1
92,153.327,0.002,223.996,71.496,1
93,12.458,17.969,2.028,100.559,1
93,97.831,0.002,41.358,100.559,2
94,63.722,0.833,3.956,0.519,1
95,77.709,0,120.777,0.66,1
96,2.211,302.226,1.494,99.725,1
96,2.211,302.229,1.494,99.725,2
97,2.244,8.278,4.327,54.841,3
98,1.699,46.076,0.131,106.565,1
98,46.634,0.084,3.258,106.565,1
99,782.865,0,292.917,0.354,1
100,0.343,75.039,3.882,55.908,3
101,79.398,0.001,5.085,1.304,4
102,1.085,47.579,0.08,222.116,2
102,71.864,0.005,167.148,3.369,1
103,12.955,17.753,0.567,238.758,1
103,151.741,0.012,4.54,238.758,1
103,153.512,0,104.082,3.004,1
104,0.068,73.882,0.017,150.368,2
104,2.396,0.034,18.733,3.646,2
105,1.699,98.195,0.067,589.561,1
105,1.699,98.195,0.067,589.565,1
105,93.429,0.125,4.088,589.561,1
105,93.429,0.125,4.088,589.565,1
106,1.305,26.93,9.954,40.429,2
107,1.377,96.296,0.031,236.941,3
108,83.565,0.001,81.244,19.453,4
109,8.607,251.583,0.784,174.819,2
109,55.143,0.002,159.55,1.961,2
110,126.649,0.011,138.19,0.445,2
111,1.295,22.845,0.223,40.436,1
111,95.604,0.161,12.654,40.436,2
112,26.873,0,56.121,4.185,1
113,77.973,0,257.61,1.778,4
114,2.586,78.638,0.257,88.23,4
115,84.909,0.003,47.661,1.621,2
116,0.532,142.977,0.326,251.696,1
117,23.249,30.52,0.6,38.251,1
117,84.39,0.023,45.767,38.251,1
118,5.187,5.509,0.343,76.505,1
118,236.612,0.007,3.361,76.505,2
119,167.111,0,82.122,0.933,1
120,24.151,16.968,0.304,180.548,3
120,101.916,0.005,15.122,180.548,3
121,2.174,9.32,8.971,5.184,1
121,99.253,0.001,45.424,5.184,1
122,48.151,0.015,85.471,4.262,1
123,0.277,5.374,13.403,7.72,4
124,1.376,16.425,9.92,113.844,1
124,59.327,0.003,65.265,113.844,1
125,0.592,37.098,2.353,118.397,2
125,52.152,0.007,245.983,1.497,1
126,661.475,0,171.056,0.787,2
127,192.848,0.01,1.012,774.919,4
128,2.806,125.515,1.057,110.322,1
128,215.55,0.051,28.341,110.322,2
129,3.741,111.986,0.16,10.62,1
129,3.741,111.99,0.16,10.62,3
130,62.049,0,203.634,0.826,1
131,5.764,80.91,0.036,122.406,4
132,2.161,43.635,0.008,387.604,5
133,163.638,0.001,97.242,0.737,4
134,7.499,91.72,0.041,111.762,1
134,7.5,91.717,0.041,111.762,1
134,400.646,0.001,55.211,1.639,2
135,2.293,10.166,1.374,3.152,1
135,58.295,0,124.62,3.152,2
136,0.939,90.269,0.142,58.605,3
137,107.381,0.003,54.072,20.093,4
138,85.335,0.001,159.358,1.632,1
139,10.323,0.003,146.179,0.458,1
140,0.982,439.352,1.261,101.017,1
140,0.982,439.353,1.261,101.017,1
140,9.371,6.123,5.692,1.858,1
140,54.942,0.003,125.892,1.858,1
141,4.096,224.245,0.192,56.851,4
142,1.62,225.468,0.231,186.497,4
143,1.888,197.317,0.648,55.032,2
143,1.998,55.298,0.935,2.31,2
144,148.036,0.002,229.641,12.627,4
145,14.79,41.746,0.977,137.333,3
145,178.617,0.07,31.722,137.333,1
146,29.124,0.008,28.769,100.959,2
146,29.169,0,83.44,1.907,1
147,9.49,22.484,0.975,148.523,2
147,82.478,0.001,69.339,2.8,1
148,29.749,0.029,2.198,27.897,3
149,24.015,0.025,22.111,6.476,2
150,2.827,300.364,0.228,511.785,4
151,8.131,74.98,0.073,57.251,1
151,83.031,0.056,2.401,57.251,2
152,8.557,0.021,77.157,1.225,2
153,121.24,0.001,83.674,0.823,2
154,0.054,38.658,2.13,244.061,2
154,5.019,0.036,115.376,244.061,1
154,5.022,0.004,518.72,8.681,1
155,79.122,0.028,75.731,3.457,3
156,61.573,0,319.419,0.401,1
156,61.573,0.001,283.982,33.542,2
157,2.321,58.619,0.307,108.026,1
157,118.354,0,77.344,2.09,1
157,118.354,0.019,26.643,108.026,1
158,0.305,281.367,0.067,458.459,3
159,4.354,653.45,0.054,88.056,2
160,0.384,16.339,0.211,121.327,1
160,8.9,0.041,8.897,121.327,2
161,0.315,82.542,0.142,145.622,2
162,3.046,163.459,0.506,215.961,1
162,175.319,0.01,14.747,215.961,2
162,177.174,0.002,226.625,8.421,1
163,0.299,191.101,0.155,291.416,1
163,13.229,0.002,130.519,4.136,2
164,8.179,0.077,15.343,33.454,2
165,2.03,13.711,0.033,79.109,3
166,0.61,101.659,0.549,145.651,6
167,135.639,0,43.448,6.017,1
168,21.297,15.864,0.518,13.613,1
168,337.921,0.034,9.637,13.613,1
169,20.513,73.191,0.544,125.807,2
169,95.538,0.007,38.545,125.807,1
169,95.824,0,107.234,1.968,1
170,2.122,246.728,0.207,795.428,2
170,118.982,0.042,7.976,795.428,2
171,123.123,0,81.161,14.157,1
172,18.755,33.337,1.098,110.41,1
172,169.475,0.022,9.174,110.41,4
173,2.237,69.09,0.371,151.714,1
173,134.266,0.028,20.922,151.714,2
174,73.308,0,123.778,0.393,1
175,232.792,0,56.158,3.343,1
175,232.792,0.002,22.69,51.843,1
176,10.831,83.904,0.012,192.935,1
176,200.806,0.9,0.419,192.935,3
177,53.528,0.006,92.041,0.686,3
178,263.715,0.008,71.548,46.382,3
178,263.715,0.008,71.549,46.381,1
179,0.434,41.771,0.612,16.688,4
180,1.421,18.974,0.083,120.96,1
180,1.857,13.266,0.254,2.615,1
180,73.929,0.003,1.892,120.96,1
180,73.93,0.002,4.771,2.615,1
181,1.956,35.258,1.291,77.962,1
181,94.62,0.001,43.891,77.962,1
181,94.62,0.001,43.894,77.962,1
182,385.005,0,76.325,0.18,1
183,0.351,85.299,0.257,66.752,3
184,0.388,52.904,0.073,201.93,3
185,0.681,65.474,0.729,114.029,3
186,4.785,173.772,0.297,58.473,3
