parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.19,-0.304469,4.091635,0.266129,-0.613403,0.19
1,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.32,-0.304469,10.43715,-5.218572,5.835995,0.32
1,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.22,5.179707,-2.017186,0.177156,5.835995,0.22
1,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.27,5.180233,-14.517802,5.661857,-0.613403,0.27
2,3,0300-0303-1010,0303,0300-0303-1010,3,0.29,1.864435,9.377712,-4.803032,5.344538,0.29
2,3,0300-0303-1010,1010,0300-0303-1010,3,0.27,6.065747,-7.57304,6.988111,-0.30039,0.27
2,3,0300-0303-1010,0300,0300-0303-1010,3,0.44,1.864435,4.590841,0.896843,-0.30039,0.44
3,3,1010-1013-1303,1010,1010-1013-1303,3,0.77,6.365073,-8.111429,6.783597,1.988664,0.77
3,3,1010-1013-1303,1303,1010-1013-1303,3,0.13,3.106915,3.76301,-5.94924,6.676519,0.13
3,3,1010-1013-1303,1013,1010-1013-1303,3,0.1,6.365073,-5.229484,0.570425,6.676519,0.1
4,2,0300-1010,1010,0300-1010,2,0.81,7.577513,-15.693212,5.787518,-1.731501,0.81
4,2,0300-1010,0300,0300-1010,2,0.19,1.184342,3.29664,-0.22512,-1.731501,0.19
5,3,1010-1013-1303,1013,1010-1013-1303,3,0.04,6.365073,-5.229484,0.570425,6.676519,0.04
5,3,1010-1013-1303,1010,1010-1013-1303,3,0.77,6.365073,-8.111429,6.783597,1.988664,0.77
5,3,1010-1013-1303,1303,1010-1013-1303,3,0.19,3.106915,3.76301,-5.94924,6.67652,0.19
6,3,0300-0303-1010,0303,0300-0303-1010,3,0.47,1.503446,8.982375,-9.491841,7.176448,0.47
6,3,0300-0303-1010,0300,0300-0303-1010,3,0.34,1.503446,2.382982,-3.147165,1.111803,0.34
6,3,0300-0303-1010,1010,0300-0303-1010,3,0.19,6.240139,-9.976184,2.670876,1.111803,0.19
7,2,0010-0303,0010,0010-0210-0303,2,0.71,2.943173,-5.694628,7.441156,1.73637,0.71
7,2,0010-0303,0303,0010-0210-0303,2,0.29,-2.82023,10.103283,0.265993,5.656941,0.29
8,2,0303-1013,1013,0300-0303-1010-1013,2,0.19,4.7271,-3.979847,3.446643,7.400538,0.19
8,2,0303-1013,0303,0300-0303-1010-1013,2,0.81,-1.141405,8.115573,-2.828487,7.400538,0.81
9,1,1012,1012,1012,1,1,7.402806,-8.100683,7.327639,5.192915,1
10,2,0303-1010,1010,0303-1010,2,0.7,6.722751,-13.339243,6.494396,1.567678,0.7
10,2,0303-1010,0303,0303-1010,2,0.3,0.495498,10.652539,-2.873339,7.290487,0.3
11,2,0300-1010,0300,0300-1010,2,0.4,0.830314,3.809123,-0.605654,-3.368933,0.4
11,2,0300-1010,1010,0300-1010,2,0.6,7.333331,-11.489233,5.787518,-3.368933,0.6
12,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.03,6.074743,-0.363317,-0.935338,7.115222,0.03
12,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.27,0.093953,9.624614,-7.549965,7.115222,0.27
12,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.29,0.093955,3.901805,-1.434416,1.19689,0.29
12,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.41,6.074743,-11.859101,5.180233,1.19689,0.41
13,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.32,2.578113,2.226897,-1.63663,0.648522,0.32
13,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.11,2.578113,7.807389,-7.217122,6.781355,0.11
13,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.12,6.725126,-3.847741,-2.637319,6.781355,0.12
13,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.45,6.725126,-15.451591,2.943173,0.648522,0.45
14,2,0300-1010,0300,0300-1010,2,0.27,2.269865,-1.331044,-0.572505,-0.766399,0.27
14,2,0300-1010,1010,0300-1010,2,0.73,8.091616,-12.502996,3.166507,-0.766399,0.73
15,4,0303-0311-1011-1013,1013,0303-0311-1011-1013,4,0.17,5.654412,-5.566829,0.481205,8.236081,0.17
15,4,0303-0311-1011-1013,0303,0303-0311-1011-1013,4,0.42,0.867065,11.623564,-5.891307,8.236081,0.42
15,4,0303-0311-1011-1013,1011,0303-0311-1011-1013,4,0.09,5.654412,-5.566831,6.382518,3.01109,0.09
15,4,0303-0311-1011-1013,0311,0303-0311-1011-1013,4,0.32,0.867065,6.5358,0.010005,3.01109,0.32
