parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,1,0.81,17.049,1.203,0.654,1
1,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.3333333333333333,0.81,1386.421,0.027,57.123,0.3333333333333333
1,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.5,36.245,0.247,1.131,57.123,0.5
1,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.2,36.258,0,50.628,0.654,0.2
2,3,0300-0303-1010,0303,0300-0303-1010,3,1,3.641,665.231,0.036,40.632,1
2,3,0300-0303-1010,1010,0300-0303-1010,3,0.3333333333333333,66.984,0.005,126.95,0.812,0.3333333333333333
2,3,0300-0303-1010,0300,0300-0303-1010,3,0.25,3.641,24.098,1.862,0.812,0.25
3,3,1010-1013-1303,1303,1010-1013-1303,3,0.5,8.615,13.576,0.016,102.29,0.5
3,3,1010-1013-1303,1010,1010-1013-1303,3,0.2,82.429,0.004,110.171,3.969,0.2
3,3,1010-1013-1303,1013,1010-1013-1303,3,0.25,82.429,0.027,1.485,102.29,0.25
4,2,0300-1010,1010,0300-1010,2,0.3333333333333333,191.011,0,55.235,0.301,0.3333333333333333
4,2,0300-1010,0300,0300-1010,2,1,2.273,9.826,0.856,0.301,1
5,3,1010-1013-1303,1303,1010-1013-1303,3,0.5,8.615,13.576,0.016,102.29,0.5
5,3,1010-1013-1303,1010,1010-1013-1303,3,0.2,82.429,0.004,110.171,3.969,0.2
5,3,1010-1013-1303,1013,1010-1013-1303,3,0.25,82.429,0.027,1.485,102.29,0.25
6,3,0300-0303-1010,0300,0300-0303-1010,3,1,2.835,5.216,0.113,2.161,1
6,3,0300-0303-1010,0303,0300-0303-1010,3,0.3333333333333333,2.835,505.783,0.001,144.652,0.3333333333333333
6,3,0300-0303-1010,1010,0300-0303-1010,3,0.5,75.591,0.001,6.368,2.161,0.5
7,2,0010-0303,0303,0010-0210-0303,2,0.2,0.142,1099.996,1.202,50.456,0.2
7,2,0010-0303,0010,0010-0210-0303,2,0.5,7.691,0.019,173.784,3.332,0.5
8,2,0303-1013,0303,0300-0303-1010-1013,2,2,0.453,277.352,0.141,168.96,2
