parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,3,0202-1120-2020,0202,0202-1200-2020,3,0.69,-3.159026,7.675388,-4.183115,5.405208,0.69
1,3,0202-1120-2020,1120,0202-1200-2020,3,0.08,2.891261,2.197714,6.348703,-3.789089,0.08
1,3,0202-1120-2020,2020,0202-1200-2020,3,0.23,5.940073,-3.602463,6.554046,-7.179348,0.23
2,2,0201-2020,0201,0201-2020,2,0.24,-2.844297,6.457669,0.597522,2.295719,0.24
2,2,0201-2020,2020,0201-2020,2,0.76,6.86561,-6.009167,7.066851,-7.577904,0.76
3,2,0202-2020,2020,0202-2020,2,0.56,5.881217,-6.223519,6.999145,-7.680902,0.56
3,2,0202-2020,0202,0202-2020,2,0.44,-6.232702,6.964316,-2.043494,4.71921,0.44
4,1,2020,2020,2020,1,1,4.500156,-10.752198,5.946384,-7.748521,1
5,2,0210-2020,0210,0202-0210-2020,2,0.73,2.860184,6.492672,0.21958,-1.65559,0.73
5,2,0210-2020,2020,0202-0210-2020,2,0.27,6.570785,-5.876853,6.141006,-7.219131,0.27
6,3,0202-2020-2101,0202,0202-2020,3,0.7,-1.400041,6.949763,-3.840465,3.468839,0.7
6,3,0202-2020-2101,2101,0202-2020,3,0.11,5.620003,1.028177,1.098021,-1.205637,0.11
6,3,0202-2020-2101,2020,0202-2020,3,0.19,7.445449,-3.883794,6.856145,-6.780487,0.19
7,2,0202-1020,0202,0202-1020,2,0.64,-11.486321,6.703198,-4.337638,5.54066,0.64
7,2,0202-1020,1020,0202-1020,2,0.36,1.013839,-1.285971,6.974381,-0.344598,0.36
8,2,0202-2020,0202,0202-2020,2,0.95,-7.057943,5.206491,-4.373991,6.824079,0.95
8,2,0202-2020,2020,0202-2020,2,0.05,5.476087,-5.23196,6.544375,-0.797899,0.05
9,2,0202-2020,0202,0202-1200-2020,2,0.49,-2.013733,6.131681,-3.728661,4.65585,0.49
9,2,0202-2020,2020,0202-1200-2020,2,0.51,6.633496,-0.429866,7.0695,-6.552021,0.51
10,1,0202,0202,0202-2020,1,1,-6.469294,5.897447,-6.107498,7.003228,1
11,2,0202-2020,0202,0121-0202-0211-2020,2,0.64,-1.547646,5.883745,-6.342578,5.927103,0.64
11,2,0202-2020,2020,0121-0202-0211-2020,2,0.36,7.127754,-6.96096,5.851079,-3.655899,0.36
12,1,2020,2020,0212-2020,1,1,5.14529,-3.128379,5.779156,-5.186687,1
13,2,0202-2020,0202,0202-2020,2,0.63,-3.200886,5.302925,-3.663539,5.890024,0.63
13,2,0202-2020,2020,0202-2020,2,0.37,6.919168,-6.985475,5.145245,-0.85788,0.37
14,2,0202-2021,0202,0202,2,0.96,-6.299325,6.340696,-4.627762,8.116099,0.96
