parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,1,02,02,00-02-20-21,1,1,-1.214199,6.9941,1
2,1,20,20,00-20,1,1,6.37948,-4.877305,1
3,1,02,02,00-02,1,1,-4.175994,7.67467,1
4,1,20,20,00-20,1,1,6.014928,-6.87488,1
5,1,20,20,00-02-20,1,1,6.236117,-2.457402,1
6,1,02,02,00-02,1,1,-4.756384,7.743801,1
7,1,20,20,00-02-20,1,1,6.678012,-5.040727,1
8,1,20,20,00-20,1,1,6.161609,-5.393002,1
9,1,02,02,00-02-20,1,1,-2.562951,6.4346,1
10,1,20,20,00-02-20,1,1,6.344136,-0.994308,1
11,1,20,20,02-20,1,1,6.189473,0.851456,1
12,1,02,02,00-02,1,1,-3.11192,5.284736,1
13,1,00,00,00-10,1,1,1.233195,0.743896,1
14,1,21,21,00-02-20,1,1,4.818107,3.366337,1
15,1,02,02,00-02-20,1,1,-3.9622830000000002,7.848757,1
16,1,02,02,00-02-20,1,1,-4.095587,7.536645,1
17,1,20,20,00-20,1,1,6.299967,-4.043217,1
18,1,20,20,00-02-20,1,1,6.983157,-1.862721,1
19,1,02,02,00-02-20,1,1,-1.473657,7.402947,1
20,1,20,20,10-20,1,1,6.173481,-3.129353,1
21,1,02,02,00-02-20-21,1,1,-0.083304,6.334518,1
22,1,02,02,00-02-20,1,1,-0.056066,6.325803,1
23,1,02,02,00-02-20-21,1,1,0.988307,7.522083,1
24,1,20,20,02-10-20,1,1,8.1439800000000009,-4.267261,1
25,1,02,02,00-02-20,1,1,1.643447,6.131372,1
26,1,02,02,02-20,1,1,1.183635,7.130588,1
27,1,20,20,00-02-20,1,1,7.055078,-0.861921,1
28,1,20,20,02-10-20,1,1,8.963521,-3.356757,1
29,1,12,12,00-02-10,1,1,3.522608,5.773455,1
30,1,20,20,00-02-20,1,1,7.73603,-5.8698,1
31,1,20,20,00-02-20,1,1,7.146729,-1.921829,1
32,1,20,20,00-02-20,1,1,8.292493,-4.237888,1
33,1,20,20,00-02-20,1,1,6.58346,-1.131945,1
