parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,1,02,02,00-02,1,1,-2.571348,6.746528,1
2,1,02,02,00-02,1,1,-5.555032,6.316649,1
3,1,02,02,01-02,1,1,-7.820138,5.966484,1
4,1,02,02,02,1,1,-6.476719,6.335721,1
5,1,20,20,02-10-20,1,1,6.578667,-2.894938,1
6,1,02,02,01-02,1,1,-4.025524,6.12575,1
7,1,02,02,00-02-20,1,1,-2.139823,6.387055,1
8,1,01,01,00-01,1,1,-1.324859,3.163251,1
9,1,02,02,00-02,1,1,-6.360258,6.929235,1
10,1,02,02,00-02-20-21,1,1,-0.545242,6.414415,1
11,1,21,21,00-01-20,1,1,5.822926,2.421233,1
12,1,02,02,01-02-11-12-20,1,1,3.149057,6.389313,1
13,1,02,02,00-02-20,1,1,3.13476,5.614295,1
14,1,22,22,02-20-22,1,1,4.583151,3.763325,1
15,1,02,02,00-02,1,1,-2.107851,5.555965,1
16,1,20,20,00-01-20,1,1,7.33039,-4.07133,1
17,1,21,21,20-21,1,1,6.004298,2.916624,1
18,1,02,02,00-02-20,1,1,-1.669354,6.159879,1
19,1,22,22,02-12-20,1,1,5.395664,4.789989,1
20,1,20,20,02-20,1,1,4.842749,-3.159179,1
21,1,20,20,00-02-20,1,1,6.131126,1.974928,1
22,1,20,20,00-02-20,1,1,8.040711,-3.853969,1
23,1,02,02,00-02,1,1,-3.731534,5.564798,1
24,1,02,02,00-02-20,1,1,-1.825242,4.128548,1
25,1,02,02,00-02-10,1,1,-0.660613,6.735467,1
26,1,02,02,00-02-20,1,1,0.585402,7.377995,1
27,1,21,21,00-02-20,1,1,5.185856,4.929748,1
28,1,20,20,02-20,1,1,7.095159,-3.522189,1
29,1,20,20,02-20,1,1,8.124502,-3.185266,1
30,1,20,20,00-02-20,1,1,9.121274,-3.254166,1
31,1,02,02,00-02-20-21,1,1,-2.33369,8.536409,1
32,1,02,02,02-20,1,1,-1.726118,8.653936,1
33,1,02,02,01-02-20,1,1,-3.462606,6.059542,1
34,1,02,02,00-02,1,1,-1.288912,4.986986,1
35,1,02,02,00-02,1,1,-3.402134,5.308857,1
36,1,20,20,00-02-20,1,1,5.304855,-4.355494,1
37,1,20,20,10-20,1,1,8.114777,-6.66562,1
38,1,00,00,00,1,1,-3.337286,-0.408218,1
39,1,22,22,02-12-20,1,1,6.378854,5.061958,1
40,1,10,10,00-02-20,1,1,4.062211,0.738436,1
