parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2020,0202,0202-2020,2,0.18,-4.944268,4.897752,-4.92332,5.149219,0.18
1,2,0202-2020,2020,0202-2020,2,0.82,5.487,-4.734607,6.168262,-7.076441,0.82
2,2,0202-2020,0202,0202-2020,2,0.87,-2.625796,6.594171,-2.958585,7.347177,0.87
2,2,0202-2020,2020,0202-2020,2,0.13,3.408416,-6.242947,6.589581,-4.161306,0.13
3,3,0122-0202-2020,0122,0122-0202-2020,3,0.62,-2.365493,-0.34412,1.189747,1.816907,0.62
3,3,0122-0202-2020,0202,0122-0202-2020,3,0.15,-6.644539,5.902192,-4.438805,6.754911,0.15
3,3,0122-0202-2020,2020,0122-0202-2020,3,0.23,5.676109,-6.358961,6.423892,-3.639217,0.23
4,3,0202-0221-2020,0221,0121-0202-2020,3,0.42,-4.62863,5.558192,1.857174,-0.261741,0.42
4,3,0202-0221-2020,2020,0121-0202-2020,3,0.33,5.4095,-4.287818,6.958161,-5.101802,0.33
4,3,0202-0221-2020,0202,0121-0202-2020,3,0.25,-5.841906,6.966474,-4.101448,5.177687,0.25
5,2,0202-2020,2020,0202-2020,2,0.34,7.275479,-1.358323,6.14753,-3.588355,0.34
5,2,0202-2020,0202,0202-2020,2,0.66,-5.519997,6.829476,-3.495579,5.568136,0.66
6,3,0202-2020-2101,0202,0202-2020-2101,3,0.17,-3.60145,7.331696,-7.774634,6.68399,0.17
6,3,0202-2020-2101,2101,0202-2020-2101,3,0.7,8.427378,0.793021,-4.864544,0.359786,0.7
6,3,0202-2020-2101,2020,0202-2020-2101,3,0.13,8.427378,-4.537705,4.085731,-5.713391,0.13
7,2,0202-2020,2020,0202-2020,2,0.12,5.97225,-0.65014,6.335135,-3.169669,0.12
7,2,0202-2020,0202,0202-2020,2,0.88,-6.926085,5.384072,-6.501877,6.378528,0.88
8,3,0202-0210-2020,0210,0202-0210-2020,3,0.34,0.717719,6.674232,0.65219,-0.647372,0.34
8,3,0202-0210-2020,2020,0202-0210-2020,3,0.34,6.870514,-1.824273,6.504965,-7.398717,0.34
8,3,0202-0210-2020,0202,0202-0210-2020,3,0.32,-5.142561,6.674232,-5.382258,5.16041,0.32
9,1,0202,0202,0202-2020,1,1,-7.191568,7.297268,-4.75801,3.58199,1
10,2,0202-2020,0202,0202-2020,2,0.67,-4.145471,5.785927,-5.124944,7.772447,0.67
10,2,0202-2020,2020,0202-2020,2,0.33,4.431796,-2.660683,7.122762,-4.076607,0.33
11,2,0202-2020,2020,0202-2020,2,0.82,5.85119,-5.748075,6.594171,-3.58787,0.82
11,2,0202-2020,0202,0202-2020,2,0.18,-3.791918,3.408416,-4.863815,6.589581,0.18
12,2,0202-1002,1002,0202-1002,2,0.6,-0.060962,0.901891,-1.611865,7.754854,0.6
12,2,0202-1002,0202,0202-1002,2,0.4,-4.496477,6.168262,-3.428048,7.754854,0.4
13,3,0202-1022-2020,1022,0202-1022-2020,3,0.12,1.334855,-5.472149,1.925679,2.235197,0.12
13,3,0202-1022-2020,2020,0202-1022-2020,3,0.51,6.701828,-5.472599,5.914701,-5.246105,0.51
13,3,0202-1022-2020,0202,0202-1022-2020,3,0.37,-2.012986,7.155929,-0.846852,7.9124930000000004,0.37
14,2,0202-2020,2020,0202-2020,2,0.12,6.175736,-5.42044,4.32324,-5.145752,0.12
14,2,0202-2020,0202,0202-2020,2,0.88,-4.357149,5.079326,-6.76004,7.510791,0.88
