parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0120-0202,0120,0120-0202-2020,2,0.01,-0.747614,0.031432,1.082928,-0.009122,0.01
1,2,0120-0202,0202,0120-0202-2020,2,0.99,-6.891366,5.416997,-6.735701,5.537506,0.99
2,4,0112-0202-1120-2020,2020,0112-0202-1120-2020,4,0.2,5.345474,-3.705192,6.791599,-2.248369,0.2
2,4,0112-0202-1120-2020,0112,0112-0202-1120-2020,4,0.31,-6.826027,0.311036,0.200474,6.621066,0.31
2,4,0112-0202-1120-2020,0202,0112-0202-1120-2020,4,0.31,-6.826026,5.442215,-5.049845,6.621066,0.31
2,4,0112-0202-1120-2020,1120,0112-0202-1120-2020,4,0.18,-0.22435,0.311036,6.791599,-2.248368,0.18
3,6,0121-0202-0211-1120-1210-2020,0121,0121-0202-0211-1120-1210-2020,6,0.31,-5.113774,-0.188111,7.496451,0.839269,0.31
3,6,0121-0202-0211-1120-1210-2020,0202,0121-0202-0211-1120-1210-2020,6,0.28,-5.113774,5.888732,-4.643204,7.001498,0.28
3,6,0121-0202-0211-1120-1210-2020,0211,0121-0202-0211-1120-1210-2020,6,0.05,-5.113774,5.888732,1.052558,0.840895,0.05
3,6,0121-0202-0211-1120-1210-2020,1120,0121-0202-0211-1120-1210-2020,6,0.18,-0.205958,-0.188111,7.496462,-5.597504,0.18
3,6,0121-0202-0211-1120-1210-2020,1210,0121-0202-0211-1120-1210-2020,6,0.04,-0.205958,5.888732,1.05257,-5.595878,0.04
3,6,0121-0202-0211-1120-1210-2020,2020,0121-0202-0211-1120-1210-2020,6,0.14,6.407919,-5.09746,7.496462,-5.597504,0.14
4,2,1202-2020,1202,1202-2020,2,0.11,-1.739564,2.294672,-3.397437,3.686558,0.11
4,2,1202-2020,2020,1202-2020,2,0.89,6.321907,-1.77998,7.441814,-7.835135,0.89
5,2,0202-2020,0202,0202-2020,2,0.85,-5.077203,6.76035,-6.367972,6.88696,0.85
