parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0300-1010,0300,0300-1010,2,0.27,-0.621371,1.93981,-0.011003,2.511856,0.27
1,2,0300-1010,1010,0300-1010,2,0.73,5.654747,-14.408231,6.273048,2.511856,0.73
2,4,0300-0303-1003-1010,1003,0300-0303-1003-1010,4,0.18,5.554103,-3.741883,-2.412296,7.282431,0.18
2,4,0300-0303-1003-1010,1010,0300-0303-1003-1010,4,0.15,5.554103,-16.262948,2.730548,2.911661,0.15
2,4,0300-0303-1003-1010,0300,0300-0303-1003-1010,4,0.11,1.573277,2.007453,-3.110926,2.911661,0.11
2,4,0300-0303-1003-1010,0303,0300-0303-1003-1010,4,0.56,1.573277,8.249686,-8.253794,7.282431,0.56
3,1,1010,1010,1010,1,1,7.863345,-13.898075,6.213669,-2.532028,1
4,3,0300-0303-1010,0300,0300-0303-1010,3,0.17,2.255392,4.209885,-0.278676,0.996198,0.17
4,3,0300-0303-1010,1010,0300-0303-1010,3,0.16,7.06276,-7.847955,5.176726,0.996198,0.16
4,3,0300-0303-1010,0303,0300-0303-1010,3,0.67,2.255391,10.762401,-6.513638,6.811858,0.67
5,4,0300-0303-1010-1013,0300,0300-0303-1010-1103,4,0.45,-0.455188,4.407056,-0.992388,-0.586509,0.45
5,4,0300-0303-1010-1013,0303,0300-0303-1010-1103,4,0.06,-0.455188,10.516891,-3.176329,5.716602,0.06
5,4,0300-0303-1010-1013,1013,0300-0303-1010-1103,4,0.04,5.873845,-7.210614,2.322314,5.716602,0.04
5,4,0300-0303-1010-1013,1010,0300-0303-1010-1103,4,0.45,5.873845,-13.242507,4.506255,-0.586509,0.45
6,4,0303-0310-1010-1013,1010,0303-0310-1010-1013,4,0.36,7.040202,-8.738867,6.553723,0.162629,0.36
6,4,0303-0310-1010-1013,0310,0303-0310-1010-1013,4,0.31,1.052094,2.241567,0.823469,0.162629,0.31
6,4,0303-0310-1010-1013,0303,0303-0310-1010-1013,4,0.25,1.052094,10.597946,-4.796563,6.631009,0.25
6,4,0303-0310-1010-1013,1013,0303-0310-1010-1013,4,0.08,7.040202,-4.560308,0.933691,6.631009,0.08
7,1,1010,1010,1010,1,1,7.364606,-15.690977,5.822202,-0.137527,1
8,2,0300-1010,1010,0300-1010,2,0.1,5.293521,-11.190355,1.482188,0.938621,0.1
8,2,0300-1010,0300,0300-1010,2,0.9,1.061272,3.978406,-5.04103,0.938621,0.9
9,1,1010,1010,1010,1,1,4.506255,-15.410248,7.273935,-0.802221,1
10,3,1003-1010-1303,1303,1003-1010-1303,3,0.23,3.959079,2.5928619999999998,-4.027502,7.870672,0.23
10,3,1003-1010-1303,1003,1003-1010-1303,3,0.59,5.518667,-3.228228,0.64794,7.870672,0.59
10,3,1003-1010-1303,1010,1003-1010-1303,3,0.18,5.518667,-13.033659,6.407288,1.770609,0.18
11,5,0211-0303-0311-1011-1013,0303,0211-0303-0311-1011-1013,5,0.28,-2.219789,10.078125,-5.146599,7.09673,0.28
11,5,0211-0303-0311-1011-1013,1013,0211-0303-0311-1011-1013,5,0.04,3.730964,-7.481646,0.600382,7.09673,0.04
11,5,0211-0303-0311-1011-1013,1011,0211-0303-0311-1011-1013,5,0.05,3.730964,-7.550557,6.597232,1.024717,0.05
11,5,0211-0303-0311-1011-1013,0311,0211-0303-0311-1011-1013,5,0.35,-2.219789,3.64587,0.850104,1.024717,0.35
11,5,0211-0303-0311-1011-1013,0211,0211-0303-0311-1011-1013,5,0.28,-2.219786,-2.72227,0.861385,1.024717,0.28
12,1,1010,1010,1010,1,1,6.829667,-13.381369,7.271373,-1.380751,1
13,1,0303,0303,0303,1,1,1.750912,10.580671,-3.173382,7.096731,1
14,4,0300-0303-1010-1013,0303,0300-0303-1010-1013,4,0.19,2.088168,9.567874,0.241129,6.484108,0.19
14,4,0300-0303-1010-1013,1013,0300-0303-1010-1013,4,0.27,6.203849,-5.081921,5.381258,6.484108,0.27
