Phase,Count,Frequency
0000,13,0.0013079786698863064
0000-0301,1,1.0061374383740819e-4
0000-0302,1,1.0061374383740819e-4
0000-0303,12,0.0012073649260488982
0001,1,1.0061374383740819e-4
0003,4,4.0245497534963277e-4
0003-0010,3,3.0184123151222455e-4
0003-0303,1,1.0061374383740819e-4
0010,470,0.04728845960358185
0010-0011,11,0.00110675118221149
0010-0011-0301,3,3.0184123151222455e-4
0010-0012,11,0.00110675118221149
0010-0012-0302,2,2.0122748767481639e-4
0010-0013,25,0.0025153435959352046
0010-0013-0303,14,0.0014085924137237148
0010-0110,2,2.0122748767481639e-4
0010-0113,1,1.0061374383740819e-4
0010-0210,2,2.0122748767481639e-4
0010-0213,1,1.0061374383740819e-4
0010-0300,57,0.005734983398732267
0010-0300-0301,1,1.0061374383740819e-4
0010-0300-0302,1,1.0061374383740819e-4
0010-0300-0303,9,9.055236945366737e-4
0010-0301,3,3.0184123151222455e-4
0010-0302,27,0.0027165710836100213
0010-0303,308,0.030989033101921724
0010-0310,2,2.0122748767481639e-4
0010-0312,3,3.0184123151222455e-4
0010-0313,11,0.00110675118221149
0011,10,0.0010061374383740819
0011-0012,1,1.0061374383740819e-4
0011-0013,1,1.0061374383740819e-4
0011-0013-0301-0303,1,1.0061374383740819e-4
0011-0301,8,8.049099506992655e-4
0011-0303,9,9.055236945366737e-4
0012,6,6.036824630244491e-4
0012-0302,2,2.0122748767481639e-4
0012-0312,1,1.0061374383740819e-4
0013,17,0.0017104336452359392
0013-0303,30,0.003018412315122246
0013-0313,3,3.0184123151222455e-4
0100,1,1.0061374383740819e-4
0100-0300,1,1.0061374383740819e-4
0100-0303,3,3.0184123151222455e-4
0110,4,4.0245497534963277e-4
0110-0300,4,4.0245497534963277e-4
0110-0300-0302,1,1.0061374383740819e-4
0110-0303,1,1.0061374383740819e-4
0110-0313,1,1.0061374383740819e-4
0110-1010,1,1.0061374383740819e-4
0111,2,2.0122748767481639e-4
0111-0301-0303,1,1.0061374383740819e-4
0111-0303,1,1.0061374383740819e-4
0113-0303,4,4.0245497534963277e-4
0113-0303-1010,1,1.0061374383740819e-4
0113-0310,1,1.0061374383740819e-4
0200-0302,1,1.0061374383740819e-4
0201-0303,1,1.0061374383740819e-4
0203-1013,1,1.0061374383740819e-4
0210,4,4.0245497534963277e-4
0210-0300,2,2.0122748767481639e-4
0210-0303,4,4.0245497534963277e-4
0210-0303-1010,1,1.0061374383740819e-4
0210-0310-1010,1,1.0061374383740819e-4
0210-1010,1,1.0061374383740819e-4
0213-1013,1,1.0061374383740819e-4
0300,48,0.004829459704195593
0300-0301,3,3.0184123151222455e-4
0300-0301-1010-1011,4,4.0245497534963277e-4
0300-0301-1100-1101,1,1.0061374383740819e-4
0300-0302,5,5.030687191870409e-4
0300-0302-1002-1010,1,1.0061374383740819e-4
0300-0302-1010,4,4.0245497534963277e-4
0300-0302-1010-1012,1,1.0061374383740819e-4
0300-0303,53,0.005332528423382634
0300-0303-1000,3,3.0184123151222455e-4
