parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,2,0300-1010,0300,-1,2,0.47,2.170823,3.903767,0.069343,-1.200962,0.47
1,2,0300-1010,1010,-1,2,0.53,5.982504,-11.049562,4.213164,-1.200962,0.53
2,3,0300-0303-1010,0303,0403-1010-1103,3,0.08,0.531176,9.226658,-9.270206,5.203865,0.08
2,3,0300-0303-1010,1010,0403-1010-1103,3,0.35,6.410435,-9.283501,2.440181,-0.633919,0.35
2,3,0300-0303-1010,0300,0403-1010-1103,3,0.57,0.531176,4.079597,-4.114068,-0.633919,0.57
3,3,0303-1010-1013,0303,0110-0313-0403-1010-1013,3,0.37,-2.173332,10.668075,-3.232923,6.919418,0.37
3,3,0303-1010-1013,1013,0110-0313-0403-1010-1013,3,0.02,4.334617,-3.760435,0.25589,6.919418,0.02
3,3,0303-1010-1013,1010,0110-0313-0403-1010-1013,3,0.61,4.334617,-9.505508,6.523291,0.555297,0.61
4,4,0300-0303-1003-1010,1003,0110-0303-1010,4,0.01,7.12371,-4.521172,-0.961786,5.882607,0.01
4,4,0300-0303-1003-1010,0303,0110-0303-1010,4,0.03,1.930809,7.710045,-5.998736,5.882607,0.03
4,4,0300-0303-1003-1010,0300,0110-0303-1010,4,0.27,1.930809,2.927317,-0.474255,0.414845,0.27
4,4,0300-0303-1003-1010,1010,0110-0303-1010,4,0.69,7.12371,-11.688866,4.562677,0.414845,0.69
5,3,0303-1010-1013,1010,0403-1010-1013,3,0.67,6.670433,-13.509159,6.440764,-0.099472,0.67
5,3,0303-1010-1013,0303,0403-1010-1013,3,0.17,1.009309,9.492705,-1.284585,5.770968,0.17
5,3,0303-1010-1013,1013,0403-1010-1013,3,0.16,6.670433,-7.048453,1.163329,5.770968,0.16
6,2,0300-1010,1010,1010,2,0.8,7.653269,-13.840836,6.915805,-0.63977,0.8
6,2,0300-1010,0300,1010,2,0.2,1.027661,3.367387,0.603351,-0.63977,0.2
7,3,0303-1003-1010,0303,0403-1010-1203,3,0.32,-0.196296,9.478111,-3.527822,6.711088,0.32
