parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,GRHL2,ZEB,miR200,SLUG,basinDiscret
1,3,0303-1010-1013,0303,0403-1010-1013,3,0.05,3.426108,5.852275,-3.432489,6.392159,0.05
1,3,0303-1010-1013,1010,0403-1010-1013,3,0.73,5.872455,-15.586028,4.799653,1.81938,0.73
1,3,0303-1010-1013,1013,0403-1010-1013,3,0.22,5.872455,-11.23556,2.0875880000000002,6.392159,0.22
2,5,1010-1013-1203-1300-1303,1010,1010-1013-1300-1303,5,0.32,6.701795,-8.216152,5.641155,2.793441,0.32
2,5,1010-1013-1203-1300-1303,1013,1010-1013-1300-1303,5,0.3,6.701795,-6.525456,3.95046,7.512003,0.3
2,5,1010-1013-1203-1300-1303,1203,1010-1013-1300-1303,5,0.01,5.025404,-0.839902,-1.438601,7.512003,0.01
2,5,1010-1013-1203-1300-1303,1300,1010-1013-1300-1303,5,0.23,5.001923,2.187949,-0.218891,2.793441,0.23
2,5,1010-1013-1203-1300-1303,1303,1010-1013-1300-1303,5,0.14,5.001923,3.878644,-1.909586,7.512003,0.14
3,3,0303-0310-1010,0310,0403-1010-1203,3,0.42,-3.661304,3.366124,5.008473,-1.093079,0.42
3,3,0303-0310-1010,1010,0403-1010-1203,3,0.17,2.351215,-7.366871,6.594698,-1.093079,0.17
3,3,0303-0310-1010,0303,0403-1010-1203,3,0.41,-3.661304,10.846467,1.241307,5.537693,0.41
4,4,0300-0302-1010-1012,1010,1010-1012,4,0.72,4.581453,-14.769965,5.206697,-1.585999,0.72
4,4,0300-0302-1010-1012,0302,1010-1012,4,0.01,-0.102113,8.120483,-0.970442,4.277064,0.01
4,4,0300-0302-1010-1012,0300,1010-1012,4,0.25,-0.102116,2.753347,-0.240511,-1.585999,0.25
4,4,0300-0302-1010-1012,1012,1010-1012,4,0.02,4.581453,-9.437377,4.476766,4.277064,0.02
5,1,0303,0303,0403-1203,1,1,-0.834939,8.159671,-6.057874,5.9375,1
6,5,0300-0303-1010-1013-1103,1013,0403-1010-1100-1203,5,0.2,4.446071,-5.810349,2.701564,7.326593,0.2
6,5,0300-0303-1010-1013-1103,1010,0403-1010-1100-1203,5,0.25,4.446071,-11.896793,5.959358,3.003912,0.25
6,5,0300-0303-1010-1013-1103,1103,0403-1010-1100-1203,5,0.03,4.446071,-1.930294,-2.821078,7.326593,0.03
6,5,0300-0303-1010-1013-1103,0303,0403-1010-1100-1203,5,0.36,-1.634745,10.820051,-3.181762,7.326593,0.36
6,5,0300-0303-1010-1013-1103,0300,0403-1010-1100-1203,5,0.16,-1.634745,4.733605,0.076032,3.003911,0.16
7,3,0303-1010-1013,1010,1010-1013,3,0.68,6.236129,-17.002877,7.393563,0.837861,0.68
7,3,0303-1010-1013,1013,1010-1013,3,0.22,6.236129,-11.470008,0.998257,6.650627,0.22
7,3,0303-1010-1013,0303,1010-1013,3,0.1,1.669786,4.706733,-3.01434,6.650627,0.1
8,4,0011-0013-0301-0303,0013,0111-0113-0401-0403,4,0.17,3.947324,-3.907599,2.390058,7.715381,0.17
8,4,0011-0013-0301-0303,0303,0111-0113-0401-0403,4,0.33,-2.556328,8.461947,-3.768859,7.715381,0.33
8,4,0011-0013-0301-0303,0301,0111-0113-0401-0403,4,0.19,-2.556328,8.459724,1.279112,1.443145,0.19
8,4,0011-0013-0301-0303,0011,0111-0113-0401-0403,4,0.31,3.947324,-3.907602,7.438028,1.443145,0.31
9,3,0303-0310-1010,0303,0403-1010,3,0.94,1.025452,10.138943,-0.499866,7.290557,0.94
9,3,0303-0310-1010,1010,0403-1010,3,0.04,6.478036,-6.162347,6.242141,0.755432,0.04
9,3,0303-0310-1010,0310,0403-1010,3,0.02,1.025776,0.844083,1.907267,0.755434,0.02
10,3,0300-0303-1010,1010,0403-1010-1200,3,0.11,6.650627,-9.450937,5.823525,1.85845,0.11
10,3,0300-0303-1010,0300,0403-1010-1200,3,0.15,0.240608,4.680749,0.301055,1.85845,0.15
10,3,0300-0303-1010,0303,0403-1010-1200,3,0.74,0.240608,10.236141,-3.730772,6.795028,0.74
11,4,0300-0303-1003-1010,0303,0403-1010,4,0.25,2.367113,7.702161,-7.941096,5.617074,0.25
11,4,0300-0303-1003-1010,1010,0403-1010,4,0.31,5.758072,-13.999064,3.551922,-0.389903,0.31
11,4,0300-0303-1003-1010,1003,0403-1010,4,0.36,5.758072,-2.393814,-1.801433,5.617074,0.36
11,4,0300-0303-1003-1010,0300,0403-1010,4,0.08,2.367113,1.566566,-2.587739,-0.389903,0.08
12,4,0302-0303-1002-1003,0303,0402-0403,4,0.19,0.646957,9.146485,-5.566752,6.50026,0.19
12,4,0302-0303-1002-1003,1003,0402-0403,4,0.15,6.884123,-3.020777,0.911705,6.50026,0.15
12,4,0302-0303-1002-1003,1002,0402-0403,4,0.3,6.884123,-3.020777,1.010444,3.242466,0.3
12,4,0302-0303-1002-1003,0302,0402-0403,4,0.36,0.646957,9.146485,-5.468021,3.242466,0.36
13,2,0303-1010,1010,0110-0403-1010,2,0.43,7.841142,-13.932434,6.969458,2.581342,0.43
13,2,0303-1010,0303,0110-0403-1010,2,0.57,2.028377,10.047633,-4.350751,6.752407,0.57
14,2,0303-1013,1013,0210-0403-1010,2,0.28,5.882015,-6.70709,1.458337,8.013758,0.28
14,2,0303-1013,0303,0210-0403-1010,2,0.72,0.463426,8.579864,-3.518527,8.013758,0.72
15,2,0300-1010,1010,1010,2,0.87,8.247572,-13.432616,6.439937,0.689529,0.87
15,2,0300-1010,0300,1010,2,0.13,1.980318,4.873745,-0.038731,0.689529,0.13
16,3,0300-0303-1010,1010,0210-0400-0403-1010,3,0.44,6.499096,-10.01958,5.476219,0.989201,0.44
16,3,0300-0303-1010,0300,0210-0400-0403-1010,3,0.43,0.080856,6.385696,0.174742,0.989201,0.43
16,3,0300-0303-1010,0303,0210-0400-0403-1010,3,0.13,0.080856,9.409041,-6.180573,5.466914,0.13
17,3,1010-1013-1303,1303,1010-1013,3,0.16,7.133139,4.221075,-5.115316,8.24495,0.16
17,3,1010-1013-1303,1013,1010-1013,3,0.29,8.076776,-7.118324,1.366436,8.24495,0.29
17,3,1010-1013-1303,1010,1010-1013,3,0.55,8.076776,-13.27724,6.414406,1.972711,0.55
18,4,0200-0300-0303-1010,0300,0300-0403-1010,4,0.07,-2.050209,6.24213,-0.153688,1.927702,0.07
18,4,0200-0300-0303-1010,1010,0300-0403-1010,4,0.03,4.295066,-9.36265,4.27256,1.927702,0.03
18,4,0200-0300-0303-1010,0303,0300-0403-1010,4,0.89,-2.050219,11.438401,-6.741647,8.465117,0.89
18,4,0200-0300-0303-1010,0200,0300-0403-1010,4,0.01,-2.050206,-0.077488,-0.153688,1.927702,0.01
19,4,0200-0300-0303-1010,1010,0300-0403,4,0.26,8.346561,-10.418662,2.450225,1.069848,0.26
19,4,0200-0300-0303-1010,0303,0300-0403,4,0.37,2.6008270000000002,9.82699,-9.39946,7.246471,0.37
19,4,0200-0300-0303-1010,0200,0300-0403,4,0.1,2.6008270000000002,-2.646691,-3.943318,1.069848,0.1
19,4,0200-0300-0303-1010,0300,0300-0403,4,0.27,2.6008270000000002,3.968804,-3.943318,1.069848,0.27
20,4,0303-1010-1013-1113,1013,-1,4,0.38,4.346688,-6.786894,2.731241,6.230181,0.38
20,4,0303-1010-1013-1113,1010,-1,4,0.18,4.346688,-13.31228,6.7641,1.293603,0.18
