parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,4,01-02-10-20,01,01-02-10-20,4,0.32,-6.444596,1.525414,0.32
1,4,01-02-10-20,02,01-02-10-20,4,0.21,-6.444797,5.724376,0.21
1,4,01-02-10-20,10,01-02-10-20,4,0.22,-0.199261,-4.906042,0.22
1,4,01-02-10-20,20,01-02-10-20,4,0.25,5.701281,-4.906077,0.25
2,2,02-20,02,02-20,2,0.92,-7.672785,6.633458,0.92
2,2,02-20,20,02-20,2,0.08,4.505735,-1.723115,0.08
3,2,02-20,02,02-20,2,0.87,-5.645201,6.644798,0.87
3,2,02-20,20,02-20,2,0.13,7.353591,-1.533511,0.13
4,4,02-20-21-22,02,02-20,4,0.46,-4.496879,6.873072,0.46
4,4,02-20-21-22,20,02-20,4,0.15,6.083179,-1.373215,0.15
4,4,02-20-21-22,21,02-20,4,0.14,2.123077,-0.344888,0.14
4,4,02-20-21-22,22,02-20,4,0.25,2.123077,2.490392,0.25
5,2,02-12,12,02-12,2,0.95,0.8371,6.542695,0.95
5,2,02-12,02,02-12,2,0.05,-1.581424,6.542695,0.05
6,3,00-02-20,02,00-02-20,3,0.32,-6.326797,6.569817,0.32
6,3,00-02-20,00,00-02-20,3,0.38,0.124076,0.810038,0.38
6,3,00-02-20,20,00-02-20,3,0.3,6.598514,-5.714324,0.3
7,2,00-02,00,00-02,2,0.39,-2.230139,-1.64381,0.39
7,2,00-02,02,00-02,2,0.61,-8.551711,3.442934,0.61
8,3,00-02-20,20,00-02-20,3,0.29,5.812573,-6.655939,0.29
8,3,00-02-20,00,00-02-20,3,0.44,-0.652187,-0.69917,0.44
8,3,00-02-20,02,00-02-20,3,0.27,-6.955354,5.539918,0.27
9,3,02-10-20,20,02-10-20,3,0.04,6.598514,0.506675,0.04
9,3,02-10-20,02,02-10-20,3,0.92,-5.685629,6.800229,0.92
9,3,02-10-20,10,02-10-20,3,0.04,0.838729,0.506676,0.04
10,2,02-20,02,00-02-20,2,0.86,-8.623738,6.342356,0.86
10,2,02-20,20,00-02-20,2,0.14,3.796678,-5.70257,0.14
11,2,02-20,02,02-20,2,0.86,-3.217037,6.662353,0.86
11,2,02-20,20,02-20,2,0.14,6.486291,-4.944081,0.14
12,2,02-20,02,00-02-20,2,0.79,-7.171331,6.342356,0.79
12,2,02-20,20,00-02-20,2,0.21,5.249783,-5.70257,0.21
13,3,00-02-20,00,00-02-20-21,3,0.45,-2.761979,-3.013063,0.45
13,3,00-02-20,02,00-02-20-21,3,0.38,-7.573013,3.442934,0.38
13,3,00-02-20,20,00-02-20-21,3,0.17,3.730615,-7.623717,0.17
14,3,02-10-20,20,02-10-20,3,0.18,6.936133,-3.133624,0.18
14,3,02-10-20,02,02-10-20,3,0.51,-5.00672,6.596885,0.51
14,3,02-10-20,10,02-10-20,3,0.31,0.795067,-3.133623,0.31
15,3,02-20-21,02,02-20-21,3,0.72,-4.250812,7.423877,0.72
15,3,02-20-21,21,02-20-21,3,0.17,3.442934,1.323346,0.17
15,3,02-20-21,20,02-20-21,3,0.11,3.442934,-5.003646,0.11
16,3,00-02-20,02,00-02-20,3,0.19,-1.865466,6.565988,0.19
16,3,00-02-20,00,00-02-20,3,0.25,0.17575,0.041627,0.25
16,3,00-02-20,20,00-02-20,3,0.56,6.626624,-6.432642,0.56
17,3,00-02-20,00,00-02-20,3,0.33,1.126353,0.400265,0.33
17,3,00-02-20,20,00-02-20,3,0.52,7.206061,-5.401531,0.52
17,3,00-02-20,02,00-02-20,3,0.15,-2.532209,6.54133,0.15
18,3,02-10-20,20,02-10-20,3,0.31,6.912387,-5.115198,0.31
18,3,02-10-20,10,02-10-20,3,0.43,0.832679,-5.114898,0.43
18,3,02-10-20,02,02-10-20,3,0.26,-4.968333,6.827662,0.26
19,3,00-02-20,00,00-02-20,3,0.43,0.735491,-0.693234,0.43
19,3,00-02-20,20,00-02-20,3,0.3,6.54133,-6.494134,0.3
19,3,00-02-20,02,00-02-20,3,0.27,-5.503596,5.386476,0.27
20,3,00-02-20,02,00-02-20,3,0.15,-4.09644,5.812573,0.15
20,3,00-02-20,20,00-02-20,3,0.47,7.500724,-6.680621,0.47
20,3,00-02-20,00,00-02-20,3,0.38,0.888813,-0.48494,0.38
21,3,00-02-20,02,00-02-20,3,0.19,-4.495096,5.386476,0.19
21,3,00-02-20,20,00-02-20,3,0.43,5.830809,-6.494101,0.43
21,3,00-02-20,00,00-02-20,3,0.38,-0.620065,-0.693228,0.38
22,3,00-02-20,20,00-02-20,3,0.26,6.695023,-3.372348,0.26
22,3,00-02-20,00,00-02-20,3,0.31,0.551427,0.286236,0.31
22,3,00-02-20,02,00-02-20,3,0.43,-5.247754,6.35816,0.43
23,3,00-02-20,02,00-02-20,3,0.23,-5.283194,6.557566,0.23
23,3,00-02-20,20,00-02-20,3,0.38,6.611975,-5.323936,0.38
23,3,00-02-20,00,00-02-20,3,0.39,0.810962,0.755771,0.39
24,3,00-02-20,02,00-02-20,3,0.42,-4.941687,7.344368,0.42
24,3,00-02-20,20,00-02-20,3,0.3,6.555937,-5.463202,0.3
24,3,00-02-20,00,00-02-20,3,0.28,1.571711,1.148685,0.28
25,2,02-20,02,02-20,2,0.75,-6.230167,6.35816,0.75
25,2,02-20,20,02-20,2,0.25,6.695023,-3.380131,0.25
26,2,02-20,02,02-20,2,0.78,-6.212256,6.662353,0.78
26,2,02-20,20,02-20,2,0.22,6.486291,-5.759175,0.22
27,4,02-10-20-22,02,02-10-20-22,4,0.58,-2.664939,7.196312,0.58
27,4,02-10-20-22,20,02-10-20-22,4,0.13,6.651407,-3.139217,0.13
27,4,02-10-20-22,10,02-10-20-22,4,0.05,0.850915,-2.899654,0.05
27,4,02-10-20-22,22,02-10-20-22,4,0.24,3.135552,1.885723,0.24
28,2,02-20,20,02-20,2,0.07,3.492033,-3.932851,0.07
28,2,02-20,02,02-20,2,0.93,-5.068245,8.613661,0.93
29,2,02-20,20,02-20,2,0.77,8.240852,-4.978325,0.77
29,2,02-20,02,02-20,2,0.23,-4.671012,6.387618,0.23
30,3,01-02-20,02,01-02-20,3,0.3,-3.909041,5.767739,0.3
30,3,01-02-20,20,01-02-20,3,0.62,6.081191,-4.136865,0.62
30,3,01-02-20,01,01-02-20,3,0.08,-3.909034,1.565969,0.08
31,3,02-12-20,12,02-12-20,3,0.43,0.72049,6.486291,0.43
31,3,02-12-20,20,02-12-20,3,0.34,6.237368,-1.889792,0.34
31,3,02-12-20,02,02-12-20,3,0.23,-4.794828,6.486291,0.23
32,3,02-10-20,02,02-10-20,3,0.26,-4.950394,6.20664,0.26
32,3,02-10-20,20,02-10-20,3,0.29,6.625392,-6.614442,0.29
32,3,02-10-20,10,02-10-20,3,0.45,0.15781800000000001,-6.599983,0.45
33,2,02-20,02,02-20,2,0.22,-6.558429,5.754761,0.22
33,2,02-20,20,02-20,2,0.78,5.534165,-6.129131,0.78
34,3,02-12-20,20,02-12-20,3,0.69,5.607205,-5.581495,0.69
34,3,02-12-20,02,02-12-20,3,0.2,-3.926819,6.771585,0.2
34,3,02-12-20,12,02-12-20,3,0.11,0.97454,6.771585,0.11
35,1,02,02,02,1,1,-4.144559,4.895025,1
36,2,02-20,02,02-20-22,2,0.16,-5.962477,8.083101,0.16
36,2,02-20,20,02-20-22,2,0.84,6.528824,-3.811984,0.84
37,3,00-02-20,00,00-02-20,3,0.36,-0.007173,-0.621204,0.36
37,3,00-02-20,02,00-02-20,3,0.16,-2.463054,5.571748,0.16
37,3,00-02-20,20,00-02-20,3,0.48,5.508154,-4.806701,0.48
38,5,01-02-11-12-20,12,01-02-11-12-20,5,0.27,0.430777,7.289472,0.27
38,5,01-02-11-12-20,20,01-02-11-12-20,5,0.45,6.199695,-4.953212,0.45
38,5,01-02-11-12-20,11,01-02-11-12-20,5,0.11,0.430777,1.490934,0.11
38,5,01-02-11-12-20,01,01-02-11-12-20,5,0.05,-4.919592,1.490934,0.05
38,5,01-02-11-12-20,02,01-02-11-12-20,5,0.12,-4.919592,7.289472,0.12
39,1,02,02,02,1,1,-5.597803,6.781007,1
40,2,02-20,20,02-20,2,0.15,5.133107,-3.484424,0.15
40,2,02-20,02,02-20,2,0.85,-7.029528,5.75575,0.85
41,3,00-02-20,02,00-02-20,3,0.23,-6.89718,4.900417,0.23
41,3,00-02-20,00,00-02-20,3,0.43,-0.867314,0.371887,0.43
41,3,00-02-20,20,00-02-20,3,0.34,5.175171,-5.670593,0.34
42,3,01-02-20,20,01-02-20,3,0.78,7.222479,-5.249201,0.78
42,3,01-02-20,02,01-02-20,3,0.15,-4.606494,5.227085,0.15
42,3,01-02-20,01,01-02-20,3,0.07,-4.456218,0.29346,0.07
43,3,02-10-20,20,02-10-20,3,0.16,5.521173,-3.774008,0.16
43,3,02-10-20,10,02-10-20,3,0.16,0.152163,-3.773994,0.16
43,3,02-10-20,02,02-10-20,3,0.68,-4.431259,6.942834,0.68
44,4,00-02-20-22,22,00-02-20,4,0.15,1.318264,2.762427,0.15
44,4,00-02-20-22,20,00-02-20,4,0.35,6.677151,-5.079098,0.35
44,4,00-02-20-22,02,00-02-20,4,0.23,-4.92235,7.901851,0.23
44,4,00-02-20-22,00,00-02-20,4,0.27,0.43654,1.287205,0.27
45,3,00-02-20,00,00-02-20,3,0.53,-0.69343,-0.901855,0.53
45,3,00-02-20,20,00-02-20,3,0.26,5.052718,-5.875258,0.26
45,3,00-02-20,02,00-02-20,3,0.21,-6.040674,4.657904,0.21
46,3,02-10-20,02,02-10-20,3,0.25,-6.095921,6.600488,0.25
46,3,02-10-20,20,02-10-20,3,0.32,6.757465,-6.039767,0.32
46,3,02-10-20,10,02-10-20,3,0.43,0.364212,-6.039763,0.43
47,2,21-22,21,21-22,2,0.33,2.360357,-1.412724,0.33
47,2,21-22,22,21-22,2,0.67,2.360357,3.306886,0.67
48,2,02-20,02,02-20,2,0.56,-3.16704,6.710657,0.56
48,2,02-20,20,02-20,2,0.44,6.718343,-3.506083,0.44
49,2,02-20,20,02-20,2,0.48,6.886159,-1.911593,0.48
49,2,02-20,02,02-20,2,0.52,-5.145442,5.430497,0.52
50,1,02,02,02-12,1,1,-3.034735,9.30229,1
51,3,00-02-20,20,00-02-20,3,0.27,4.479045,-7.596728,0.27
51,3,00-02-20,02,00-02-20,3,0.06,-4.998434,2.746713,0.06
51,3,00-02-20,00,00-02-20,3,0.67,-0.375544,-1.546759,0.67
52,3,02-20-22,22,02-20-22,3,0.35,2.709473,3.314028,0.35
52,3,02-20-22,02,02-20-22,3,0.15,-1.341011,6.62642,0.15
