parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,1,0202,0202,0202-2020,1,1,-9.430026,6.485008,-4.423241,4.995682,1
2,3,0202-2020-2200,0202,0202-2020-2200,3,0.41,-2.142283,6.190682,-6.856783,6.353586,0.41
2,3,0202-2020-2200,2020,0202-2020-2200,3,0.23,7.580877,-2.363106,4.488678,-5.949752,0.23
2,3,0202-2020-2200,2200,0202-2020-2200,3,0.36,1.882516,3.910665,-2.07954,-0.056103,0.36
3,2,0202-2020,0202,0202-2020,2,0.91,-5.096448,7.487805,-2.721906,5.308481,0.91
3,2,0202-2020,2020,0202-2020,2,0.09,6.025536,-2.216179,7.554155,-4.471154,0.09
4,2,0202-2020,0202,0202-2020,2,0.91,-5.993163,7.141984,-6.155639,6.963871,0.91
4,2,0202-2020,2020,0202-2020,2,0.09,5.706552,-4.150426,3.730548,-4.188737,0.09
5,3,0021-0202-2020,0021,0021-0202-0211-2020,3,0.12,-0.534123,-2.354603,5.569779,1.377286,0.12
5,3,0021-0202-2020,2020,0021-0202-0211-2020,3,0.23,4.482899,-8.568478,5.709057,-3.314033,0.23
5,3,0021-0202-2020,0202,0021-0202-0211-2020,3,0.65,-6.412554,3.581537,-4.314727,6.526571,0.65
6,3,0120-0202-2020,0120,0120-0202-2020,3,0.57,-0.46952700000000003,0.384661,7.089278,-2.475724,0.57
6,3,0120-0202-2020,2020,0120-0202-2020,3,0.32,5.578035,-5.703095,7.089278,-7.882892,0.32
6,3,0120-0202-2020,0202,0120-0202-2020,3,0.11,-6.879216,6.786299,0.205581,4.137586,0.11
7,2,0202-2020,0202,0202-2020,2,0.07,-4.61904,4.111087,-4.138336,6.180705,0.07
7,2,0202-2020,2020,0202-2020,2,0.93,7.409692,-8.388712,7.081959,-6.14862,0.93
8,3,0202-0211-2020,2020,0202-0210-2020,3,0.17,4.681094,-5.019859,4.383812,-7.966571,0.17
8,3,0202-0211-2020,0202,0202-0210-2020,3,0.27,-6.611577,7.166373,-3.685576,3.912221,0.27
8,3,0202-0211-2020,0211,0202-0210-2020,3,0.56,-6.611577,7.166373,-0.602231,0.81702,0.56
9,2,0202-2020,2020,0202-2020,2,0.09,5.189991,-3.097096,5.424823,-1.864708,0.09
9,2,0202-2020,0202,0202-2020,2,0.91,-7.896695,4.601812,-5.967573,7.858455,0.91
10,2,0202-2020,2020,0202-2020,2,0.11,7.152466,-4.211,5.223181,-3.117378,0.11
10,2,0202-2020,0202,0202-2020,2,0.89,-3.157771,6.778716,-3.907662,6.600203,0.89
11,1,0202,0202,0202,1,1,-3.249145,4.383812,-8.899526,7.996983,1
12,2,0202-2020,0202,0202-2020,2,0.31,-2.669398,7.19911,-3.023394,5.251701,0.31
12,2,0202-2020,2020,0202-2020,2,0.69,7.171207,-1.121282,6.9475,-5.650718,0.69
13,3,0202-2020-2102,2020,0202-2020-2102,3,0.39,6.778716,-6.270913,6.600203,-1.93041,0.39
13,3,0202-2020-2102,2102,0202-2020-2102,3,0.33,2.390131,-1.355357,-3.760118,1.642137,0.33
13,3,0202-2020-2102,0202,0202-2020-2102,3,0.28,-1.704039,5.223181,-3.760118,6.34354,0.28
