parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2020,0202,-1,2,0.23,-7.27147,3.080238,-4.035251,5.499331,0.23
1,2,0202-2020,2020,-1,2,0.77,5.565676,-7.232957,6.641673,-5.324759,0.77
2,3,0202-2020-2210,0202,0202-2020,3,0.1,-3.176804,6.635697,-3.302371,5.973703,0.1
2,3,0202-2020-2210,2020,0202-2020,3,0.4,6.437638,-3.141267,6.421028,-3.601741,0.4
2,3,0202-2020-2210,2210,0202-2020,3,0.5,1.770442,3.367148,0.771752,-0.398746,0.5
3,3,0202-1200-2020,1200,-1,3,0.73,0.996347,7.681446,-1.747544,0.700002,0.73
3,3,0202-1200-2020,2020,-1,3,0.19,6.408391,-1.773106,4.682472,-5.476659,0.19
3,3,0202-1200-2020,0202,-1,3,0.08,-3.046176,7.681446,-8.17756,6.651431,0.08
4,3,0202-1220-2020,0202,0202-1220-2020,3,0.34,-5.285036,7.907304,-2.362636,7.42816,0.34
4,3,0202-1220-2020,2020,0202-1220-2020,3,0.22,5.184969,-2.542986,4.914503,-1.934109,0.22
4,3,0202-1220-2020,1220,0202-1220-2020,3,0.44,0.315237,2.258028,0.840359,-1.934105,0.44
5,2,0202-2020,0202,0202-2020,2,0.07,-5.508971,6.467625,-3.868508,5.244939,0.07
5,2,0202-2020,2020,0202-2020,2,0.93,5.727594,-5.45335,6.877288,-7.743011,0.93
6,2,0202-2020,0202,0202-2020,2,0.16,-4.967714,6.15329,-6.149541,6.413427,0.16
6,2,0202-2020,2020,0202-2020,2,0.84,6.594923,-6.718549,6.389255,-5.910036,0.84
7,2,0202-2020,2020,0202-2020,2,0.16,8.120754,-6.963099,5.456947,-3.448937,0.16
7,2,0202-2020,0202,0202-2020,2,0.84,-4.277543,5.919285,-6.409052,7.26718,0.84
8,2,0202-2020,2020,0202-2020,2,0.84,6.639494,-6.858975,7.234995,-5.695265,0.84
8,2,0202-2020,0202,0202-2020,2,0.16,-4.154841,6.023408,-4.631004,5.554192,0.16
9,2,0202-2020,2020,0202-2020,2,0.38,6.695564,-5.017338,6.392809,-2.698049,0.38
9,2,0202-2020,0202,0202-2020,2,0.62,-4.504642,6.608133,-5.649893,5.822328,0.62
10,2,0202-2020,2020,0202-2020,2,0.59,6.68324,-3.9492950000000002,7.196998,-4.852198,0.59
10,2,0202-2020,0202,0202-2020,2,0.41,-2.756766,6.61864,-4.836592,5.921581,0.41
11,2,0202-2020,2020,0202-2020,2,0.42,6.060052,-1.140921,6.340958,-3.866123,0.42
11,2,0202-2020,0202,0202-2020,2,0.58,-3.536991,6.415191,-1.684043,6.910965,0.58
12,3,0202-2020-2200,2200,0202-2020,3,0.1,3.726535,1.084323,-0.795837,-3.6686550000000002,0.1
12,3,0202-2020-2200,0202,0202-2020,3,0.64,-4.47304,7.518211,-4.002993,2.959327,0.64
12,3,0202-2020-2200,2020,0202-2020,3,0.26,6.229916,-5.258783,5.806231,-4.00787,0.26
13,3,0202-2020-2200,0202,0202-2020-2200,3,0.03,-3.565645,7.182243,-4.919693,0.847554,0.03
13,3,0202-2020-2200,2200,0202-2020-2200,3,0.72,1.410285,2.736931,-0.836147,-4.502124,0.72
13,3,0202-2020-2200,2020,0202-2020-2200,3,0.25,6.35753,-3.726195,3.745446,-10.624855,0.25
14,2,0202-2020,2020,0202-2020,2,0.02,7.320793,-0.718655,4.751477,-0.270935,0.02
14,2,0202-2020,0202,0202-2020,2,0.98,-4.435226,7.962035,-7.404541,8.211494,0.98
15,1,0202,0202,0202,1,1,-3.901795,7.705584,-6.458616,3.656267,1
16,1,2020,2020,-1,1,1,4.959443,-7.35679,8.012572,-5.602612,1
17,3,0202-2002-2010,2010,-1,3,0.23,7.182243,-0.34442,0.847554,-3.911191,0.23
17,3,0202-2002-2010,0202,-1,3,0.46,-3.862481,3.745446,-9.371857,7.289353,0.46
17,3,0202-2002-2010,2002,-1,3,0.31,2.60065,-0.3381,-4.018548,1.689081,0.31
18,3,0022-0202-2020,0022,0022-0202-2020,3,0.29,-0.759024,-2.181552,2.717713,2.037123,0.29
18,3,0022-0202-2020,0202,0022-0202-2020,3,0.26,-6.389451,3.529762,-3.61872,6.820228,0.26
18,3,0022-0202-2020,2020,0022-0202-2020,3,0.45,5.134953,-7.891074,6.606342,-4.03664,0.45
19,2,0120-2020,0120,0120-2020,2,0.83,-2.274357,-2.301494,6.47957,0.474489,0.83
19,2,0120-2020,2020,0120-2020,2,0.17,3.14419,-8.255353,6.479618,-5.119887,0.17
20,2,0202-2020,2020,0202-2020,2,0.66,7.302683,-3.992624,6.437638,-2.279089,0.66
20,2,0202-2020,0202,0202-2020,2,0.34,-2.620471,6.91582,-2.227501,6.635697,0.34
21,2,0202-2020,0202,0202-2020,2,0.67,-5.620303,7.449275,-3.767619,3.474862,0.67
21,2,0202-2020,2020,0202-2020,2,0.33,6.41335,-4.617029,7.063742,-3.626699,0.33
22,4,0202-1201-1210-2020,1201,0202-1201-1210-2020,4,0.04,1.40615,7.314584,-5.895869,0.971046,0.04
22,4,0202-1201-1210-2020,1210,0202-1201-1210-2020,4,0.43,1.40615,6.960366,0.555986,-5.115364,0.43
22,4,0202-1201-1210-2020,2020,0202-1201-1210-2020,4,0.17,7.119877,-4.827049,6.813834,-5.1170349999999996,0.17
22,4,0202-1201-1210-2020,0202,0202-1201-1210-2020,4,0.36,-4.835591,7.314584,-5.895871,6.921276,0.36
23,3,0202-2020-2210,0202,0202-2020-2210,3,0.33,-3.099572,6.041142,-2.608549,2.620157,0.33
23,3,0202-2020-2210,2210,0202-2020-2210,3,0.35,2.49271,3.399417,0.128192,-5.769576,0.35
23,3,0202-2020-2210,2020,0202-2020-2210,3,0.32,8.486267,-2.874923,6.631279,-5.800395,0.32
24,1,2020,2020,2020,1,1,6.635697,-4.029221,5.973703,-1.934109,1
25,2,0202-2020,0202,0202-2020,2,0.05,-1.235884,5.276654,-3.428781,6.025862,0.05
25,2,0202-2020,2020,0202-2020,2,0.95,7.184654,-5.403265,6.011224,-4.542073,0.95
26,2,0202-2020,0202,0202-2020,2,0.16,-5.653247,6.408391,-4.124018,4.953717,0.16
26,2,0202-2020,2020,0202-2020,2,0.84,6.457064,-3.226416,7.029369,-7.318038,0.84
27,1,2020,2020,2020,1,1,2.524051,-3.494278,4.959443,-11.058205,1
28,2,0202-2020,2020,0202-2020,2,0.3,4.994243,-3.756434,6.219629,-0.372556,0.3
28,2,0202-2020,0202,0202-2020,2,0.7,-2.094455,7.660819,-3.983321,6.904576,0.7
29,2,0202-2020,2020,0202-2020,2,0.16,4.387634,-3.834615,6.643521,-3.465119,0.16
29,2,0202-2020,0202,0202-2020,2,0.84,-6.520809,4.830524,-4.828891,7.004867,0.84
30,1,1202,1202,1202,1,1,-0.103043,7.003157,-5.292476,5.998763,1
31,1,0202,0202,0202,1,1,-5.95546,7.665334,-3.598914,7.682885,1
32,2,0202-2020,2020,0202-2020,2,0.47,7.737272,-1.470985,7.472346,-1.554494,0.47
32,2,0202-2020,0202,0202-2020,2,0.53,0.656018,7.89334,-5.385512,6.678122,0.53
33,2,0202-2020,0202,0202-2020,2,0.73,-8.442797,5.600678,-2.953299,6.716478,0.73
33,2,0202-2020,2020,0202-2020,2,0.27,3.866836,-6.541983,6.1542,-6.217768,0.27
34,3,0202-2020-2102,2020,0202-2020-2102,3,0.09,6.740025,-5.291479,3.905482,-3.794553,0.09
34,3,0202-2020-2102,2102,0202-2020-2102,3,0.54,3.455073,1.064678,-8.216351,1.557437,0.54
34,3,0202-2020-2102,0202,0202-2020-2102,3,0.37,-2.096633,3.918869,-8.216351,7.258219,0.37
35,1,1202,1202,1202,1,1,-0.103043,7.003157,-5.292476,2.911195,1
36,3,0202-1002-2020,0202,0202-1002-2020,3,0.52,-3.9837920000000002,6.391671,-7.812996,5.401307,0.52
36,3,0202-1002-2020,1002,0202-1002-2020,3,0.1,1.317848,-0.145526,-1.744282,5.401307,0.1
36,3,0202-1002-2020,2020,0202-1002-2020,3,0.38,6.756167,-5.34012,4.602245,-5.646891,0.38
37,2,0202-2020,2020,0202-1012-2020,2,0.99,5.521955,-0.936888,7.792235,-7.931566,0.99
37,2,0202-2020,0202,0202-1012-2020,2,0.01,-7.147228,4.378893,-0.255016,3.274244,0.01
38,1,0220,0220,0220,1,1,-2.003025,2.648715,-2.150543,0.537365,1
39,2,0202-2020,2020,0202-2020,2,0.05,5.914115,-2.779512,3.436944,-3.161858,0.05
39,2,0202-2020,0202,0202-2020,2,0.95,-6.228416,6.327987,-9.695986,5.673864,0.95
40,2,0202-2020,0202,0202-2020,2,0.4,-5.639808,5.684198,-5.433357,5.62237,0.4
40,2,0202-2020,2020,0202-2020,2,0.6,6.318208,-4.838197,6.524656,-5.759373,0.6
41,3,0202-2002-2020,2002,0202-2002-2020,3,0.26,2.66334,-0.563515,0.146381,2.34457,0.26
41,3,0202-2002-2020,2020,0202-2002-2020,3,0.34,6.74222,-4.665114,6.617606,-0.75335,0.34
41,3,0202-2002-2020,0202,0202-2002-2020,3,0.4,-3.397383,4.811121,-6.337824,6.310132,0.4
42,3,0202-2020-2201,2020,0202-2020-2201,3,0.14,7.155187,-2.198238,4.503059,-5.458432,0.14
42,3,0202-2020-2201,2201,0202-2020-2201,3,0.34,2.943845,2.689602,-6.096021,1.138156,0.34
42,3,0202-2020-2201,0202,0202-2020-2201,3,0.52,-3.547748,8.300372,-6.098364,6.462544,0.52
43,3,0202-1002-2020,1002,0202-1002-2020,3,0.01,1.12013,-1.55588,-0.51708,4.105536,0.01
43,3,0202-1002-2020,0202,0202-1002-2020,3,0.13,-3.822948,4.899348,-5.527766,4.105935,0.13
43,3,0202-1002-2020,2020,0202-1002-2020,3,0.86,6.130815,-7.968291,5.939521,-8.77674,0.86
44,2,0202-2002,2002,0202-2002,2,0.62,1.193192,-1.251509,0.686664,7.726565,0.62
44,2,0202-2002,0202,0202-2002,2,0.38,-1.945847,3.573314,-5.376374,8.780388,0.38
45,2,0202-2020,2020,0202-2020,2,0.09,1.906206,0.135473,4.78783,-7.317711,0.09
45,2,0202-2020,0202,0202-2020,2,0.91,-9.652122,6.723495,-4.720763,3.586624,0.91
46,2,0202-2001,2001,0202-1002-2001-2020,2,0.52,6.5099,0.375814,-4.750275,0.54722,0.52
46,2,0202-2001,0202,0202-1002-2001-2020,2,0.48,-6.406023,4.929882,-10.883945,6.170746,0.48
47,2,0202-2021,2021,0202-2021,2,0.16,3.375182,-0.897106,6.719664,-0.503162,0.16
47,2,0202-2021,0202,0202-2021,2,0.84,-2.23892,7.248605,-4.570485,4.754464,0.84
48,3,0202-2012-2020,2020,0202-2012-2020,3,0.63,6.086796,-3.940723,7.173513,-4.710657,0.63
48,3,0202-2012-2020,2012,0202-2012-2020,3,0.07,1.522516,-3.940723,1.654413,1.31725,0.07
48,3,0202-2012-2020,0202,0202-2012-2020,3,0.3,-4.080953,6.193795,-3.560605,6.003697,0.3
49,1,0202,0202,0202,1,1,-10.4026,6.612587,-4.286557,8.289578,1
50,3,0202-2020-2201,0202,0202-2020-2201,3,0.3,-1.536683,6.888245,-9.032941,5.991088,0.3
50,3,0202-2020-2201,2201,0202-2020-2201,3,0.62,4.294308,0.802917,-9.032941,-0.575122,0.62
50,3,0202-2020-2201,2020,0202-2020-2201,3,0.08,8.162859,-5.736523,3.593992,-4.654002,0.08
51,2,0202-2020,2020,0202-2020,2,0.05,6.845454,-3.902404,6.292357,-4.050954,0.05
51,2,0202-2020,0202,0202-2020,2,0.95,-5.344157,5.069323,-6.164383,7.068965,0.95
52,2,0202-2020,0202,0202-2020,2,0.17,-1.666344,5.743377,-6.424737,6.714629,0.17
52,2,0202-2020,2020,0202-2020,2,0.83,7.323751,-6.665869,6.58964,-6.204528,0.83
53,2,0202-2020,2020,0202-2020,2,0.97,8.32814,-6.572959,6.328767,-2.243879,0.97
53,2,0202-2020,0202,0202-2020,2,0.03,-0.628275,5.256037,-5.311894,7.725549,0.03
54,4,0202-2011-2020-2201,2201,0202-2011-2020-2201,4,0.39,1.12601,5.955922,-5.031536,1.448561,0.39
54,4,0202-2011-2020-2201,0202,0202-2011-2020-2201,4,0.43,-3.861415,7.691281,-5.031536,6.391671,0.43
54,4,0202-2011-2020-2201,2011,0202-2011-2020-2201,4,0.07,6.622171,-1.576843,1.605246,1.448406,0.07
54,4,0202-2011-2020-2201,2020,0202-2011-2020-2201,4,0.11,6.622172,-1.576843,6.756167,-1.850085,0.11
55,4,0202-1201-2001-2020,2020,0202-1201-2001-2020,4,0.24,6.273626,-6.439884,6.154952,-5.270486,0.24
55,4,0202-1201-2001-2020,1201,0202-1201-2001-2020,4,0.26,1.652013,4.74833,-6.84595,0.479199,0.26
55,4,0202-1201-2001-2020,0202,0202-1201-2001-2020,4,0.32,-2.932008,4.748651,-6.845822,7.048566,0.32
55,4,0202-1201-2001-2020,2001,0202-1201-2001-2020,4,0.18,6.273626,-0.580103,-0.222358,0.479199,0.18
56,1,0202,0202,0202,1,1,-1.738832,9.155484,-6.505249,9.005558,1
57,2,0202-2020,0202,0202-2020,2,0.84,-4.442906,7.538165,-3.766031,6.720619,0.84
57,2,0202-2020,2020,0202-2020,2,0.16,7.692262,-0.852751,6.945291,-2.380509,0.16
58,3,0202-1021-2020,0202,0202-0211-1021-2020,3,0.96,-6.781456,6.523561,-5.079973,6.696185,0.96
58,3,0202-1021-2020,1021,0202-0211-1021-2020,3,0.02,-0.960665,-4.063814,5.934119,0.571106,0.02
58,3,0202-1021-2020,2020,0202-0211-1021-2020,3,0.02,5.576727,-4.063809,5.93434,-5.442664,0.02
59,2,0202-2020,0202,0202-2020,2,0.9,-6.408562,7.988537,-4.54144,6.484346,0.9
59,2,0202-2020,2020,0202-2020,2,0.1,5.474911,-1.040756,5.286533,-3.770837,0.1
60,2,0202-2020,0202,0202-2020,2,0.09,-1.584073,6.229916,-2.883096,5.661474,0.09
60,2,0202-2020,2020,0202-2020,2,0.91,8.622206,-3.989496,7.518211,-3.91719,0.91
61,2,0202-2020,0202,0202-2020,2,0.14,-4.399777,5.073846,-5.712979,4.849425,0.14
61,2,0202-2020,2020,0202-2020,2,0.86,7.853948,-6.640108,4.788509,-7.638754,0.86
62,2,0022-2020,2020,0022-2020,2,0.21,1.238071,-7.094919,5.1593,-4.850377,0.21
62,2,0022-2020,0022,0022-2020,2,0.79,-4.296754,-1.025836,4.138564,1.707412,0.79
63,2,0202-2020,2020,0202-2020,2,0.18,7.826788,-3.925599,2.271889,-3.125535,0.18
63,2,0202-2020,0202,0202-2020,2,0.82,-4.334719,6.875019,-8.84642,6.159355,0.82
64,2,0202-2020,2020,0202-2020,2,0.1,3.501142,-3.403506,7.306863,-5.368793,0.1
64,2,0202-2020,0202,0202-2020,2,0.9,-9.058225,5.350113,-4.077922,7.0058,0.9
65,2,0202-2020,0202,0202-2020,2,0.83,-4.066739,8.589663,-5.642688,6.260164,0.83
65,2,0202-2020,2020,0202-2020,2,0.17,7.027898,-1.111213,5.502591,-3.137255,0.17
66,2,0202-2020,2020,0202-2020,2,0.73,4.583004,-5.213764,7.217209,-9.335507,0.73
66,2,0202-2020,0202,0202-2020,2,0.27,-6.473114,7.154939,-1.247801,3.271843,0.27
67,2,0202-2020,0202,0202-2020,2,0.08,-6.004513,4.01004,-4.069953,4.228813,0.08
67,2,0202-2020,2020,0202-2020,2,0.92,6.538466,-7.062326,7.445943,-7.828386,0.92
68,3,0202-1021-2020,0202,0202-2020-2100,3,0.32,-6.180796,6.209722,-0.830387,6.243789,0.32
68,3,0202-1021-2020,2020,0202-2020-2100,3,0.56,6.444637,-5.751764,6.28617,-6.195618,0.56
68,3,0202-1021-2020,1021,0202-2020-2100,3,0.12,0.540444,-5.751763,6.28617,0.315392,0.12
69,2,0202-2020,0202,0202-2020,2,0.85,-3.691822,6.894092,-8.302255,4.875929,0.85
69,2,0202-2020,2020,0202-2020,2,0.15,6.905493,-4.413315,4.859924,-2.352442,0.15
70,3,0202-0221-2021,2021,0202-0221-2021,3,0.35,2.622841,-4.614069,8.863302,-1.918298,0.35
70,3,0202-0221-2021,0221,0202-0221-2021,3,0.47,-3.477047,1.93983,3.009987,-1.642948,0.47
70,3,0202-0221-2021,0202,0202-0221-2021,3,0.18,-3.477047,6.991612,-2.882067,2.720615,0.18
71,2,0202-2020,0202,0202-2020,2,0.6,-4.545035,5.589217,-6.119519,5.197258,0.6
71,2,0202-2020,2020,0202-2020,2,0.4,7.242667,-2.65248,5.347769,-7.285562,0.4
72,5,0202-1201-1220-2011-2020,2020,0202-1201-1220-2011-2020,5,0.23,6.697948,-2.700135,5.488909,-7.805441,0.23
72,5,0202-1201-1220-2011-2020,0202,0202-1201-1220-2011-2020,5,0.24,-6.034928,5.755534,-5.124031,3.525011,0.24
72,5,0202-1201-1220-2011-2020,1201,0202-1201-1220-2011-2020,5,0.19,0.116028,5.755534,-5.123984,-1.62065,0.19
72,5,0202-1201-1220-2011-2020,1220,0202-1201-1220-2011-2020,5,0.09,0.116028,3.687616,1.452369,-7.805153,0.09
72,5,0202-1201-1220-2011-2020,2011,0202-1201-1220-2011-2020,5,0.25,6.697948,-1.911887,-1.087491,-1.620648,0.25
73,2,0202-2020,0202,0202-2020,2,0.43,-4.716742,7.307786,-5.366343,5.302214,0.43
73,2,0202-2020,2020,0202-2020,2,0.57,6.910596,-5.451658,6.082209,-5.605431,0.57
74,4,1202-2020-2102-2110,2110,1202-2020-2102-2110,4,0.61,7.22957,-1.075449,-1.063224,-4.075702,0.61
74,4,1202-2020-2102-2110,2020,1202-2020-2102-2110,4,0.12,7.22957,-6.904498,3.366479,-4.075702,0.12
74,4,1202-2020-2102-2110,1202,1202-2020-2102-2110,4,0.18,-3.918359,5.25437,-7.558541,2.005366,0.18
74,4,1202-2020-2102-2110,2102,1202-2020-2102-2110,4,0.09,1.723941,-1.072579,-7.558541,2.003679,0.09
75,2,0222-2020,2020,0222-1022-2020,2,0.95,5.898839,-2.433602,9.664082,-4.40761,0.95
75,2,0222-2020,0222,0222-1022-2020,2,0.05,-4.072195,1.836683,2.3862,1.250196,0.05
76,3,0202-0221-2020,0202,0202-0220-2020,3,0.38,-5.392616,7.813012,-4.939937,4.191622,0.38
76,3,0202-0221-2020,0221,0202-0220-2020,3,0.43,-5.392551,2.178373,1.639095,-0.73425,0.43
76,3,0202-0221-2020,2020,0202-0220-2020,3,0.19,5.620541,-4.326625,7.242798,-7.981548,0.19
77,2,0202-2020,2020,0202-2020,2,0.17,5.789617,-4.186098,6.67488,-1.49662,0.17
77,2,0202-2020,0202,0202-2020,2,0.83,-6.195319,5.946667,-4.471327,7.424032,0.83
78,2,0212-1022,0212,0212-1022,2,0.37,-5.807228,4.907105,-1.378028,6.657895,0.37
78,2,0212-1022,1022,0212-1022,2,0.63,0.159915,-4.266358,2.485741,0.232621,0.63
79,2,0202-2020,2020,0202-2020,2,0.3,6.827622,-0.201696,6.35753,-1.482896,0.3
79,2,0202-2020,0202,0202-2020,2,0.7,-0.436158,9.721463,-4.550913,7.182243,0.7
80,3,0202-2020-2201,2201,0202-2020-2201,3,0.59,1.507705,2.200318,-6.662013,0.823276,0.59
80,3,0202-2020-2201,0202,0202-2020-2201,3,0.19,-4.76525,7.160373,-6.662012,6.634595,0.19
80,3,0202-2020-2201,2020,0202-2020-2201,3,0.22,6.876279,-2.76932,5.793618,-3.41834,0.22
81,3,0202-2020-2202,0202,0202-2020,3,0.11,-3.18869,6.121187,-3.631094,6.142409,0.11
81,3,0202-2020-2202,2202,0202-2020,3,0.05,1.355947,0.582936,-3.631094,1.466489,0.05
81,3,0202-2020-2202,2020,0202-2020,3,0.84,8.233054,-4.723128,8.086326,-3.839578,0.84
82,3,0202-2002-2020,2020,0202-2020,3,0.95,6.166551,-9.424827,5.43361,-8.740974,0.95
82,3,0202-2002-2020,0202,0202-2020,3,0.01,-4.439625,1.931074,-4.613378,3.322388,0.01
82,3,0202-2002-2020,2002,0202-2020,3,0.04,0.774604,-4.474844,-0.295923,1.518355,0.04
83,2,0202-2020,2020,0202-2020,2,0.93,7.671391,-2.894068,6.379001,-8.290026,0.93
83,2,0202-2020,0202,0202-2020,2,0.07,-5.51213,6.668309,-2.098539,3.795701,0.07
84,2,0202-2020,0202,0202-2020-2210,2,0.25,-5.081702,6.285504,-4.921726,6.82756,0.25
84,2,0202-2020,2020,0202-2020-2210,2,0.75,6.778953,-5.05131,7.276723,-4.348565,0.75
85,5,0122-0202-1121-1201-2021,2021,0122-0202-1121-1201-2021,5,0.3,6.020205,-6.006365,2.166482,-0.895218,0.3
85,5,0122-0202-1121-1201-2021,1201,0122-0202-1121-1201-2021,5,0.04,1.049367,6.518129,-1.641609,0.527091,0.04
85,5,0122-0202-1121-1201-2021,0122,0122-0202-1121-1201-2021,5,0.31,-4.968577,0.358407,2.166482,5.089394,0.31
85,5,0122-0202-1121-1201-2021,0202,0122-0202-1121-1201-2021,5,0.23,-4.968577,6.521251,-1.641609,6.511704,0.23
85,5,0122-0202-1121-1201-2021,1121,0122-0202-1121-1201-2021,5,0.12,1.049367,0.355285,2.166482,-0.895216,0.12
86,1,2020,2020,2020,1,1,9.721463,-3.007902,9.216617,-8.003314,1
87,1,0202,0202,0202,1,1,-5.157752,9.776114,-5.655653,5.329983,1
88,3,0021-0202-2020,2020,0021-0202-2020,3,0.55,6.591334,-4.42855,7.396346,-4.67087,0.55
88,3,0021-0202-2020,0202,0021-0202-2020,3,0.17,-1.889719,3.621467,-5.127688,6.970899,0.17
88,3,0021-0202-2020,0021,0021-0202-2020,3,0.28,0.011519,-2.389003,7.396346,1.273487,0.28
89,4,0202-1022-1102-2020,2020,0202-1022-1102-2020,4,0.18,6.31343,-4.533621,5.868703,-3.075917,0.18
89,4,0202-1022-1102-2020,1102,0202-1022-1102-2020,4,0.12,-0.255997,0.607657,-0.028153,7.003443,0.12
89,4,0202-1022-1102-2020,1022,0202-1022-1102-2020,4,0.5,-0.255997,-4.533621,2.179864,2.606768,0.5
89,4,0202-1022-1102-2020,0202,0202-1022-1102-2020,4,0.2,-5.379221,6.233686,-0.028153,7.003443,0.2
90,2,0202-2021,2021,0202-2021,2,0.46,6.77161,-4.038575,5.281554,0.126511,0.46
90,2,0202-2021,0202,0202-2021,2,0.54,-2.879261,7.662297,-1.068636,6.974471,0.54
91,1,2020,2020,2020,1,1,6.997044,-1.12578,6.146247,-4.207574,1
92,3,0202-2020-2200,0202,0202-2020-2200,3,0.17,-1.76983,8.430849,-5.806013,4.666139,0.17
92,3,0202-2020-2200,2020,0202-2020-2200,3,0.18,9.205957,-2.45541,4.599593,-5.743911,0.18
92,3,0202-2020-2200,2200,0202-2020-2200,3,0.65,2.766938,2.78157,-0.83737,-1.0445,0.65
93,1,2020,2020,2020,1,1,9.721463,-4.043776,7.182243,-5.829997,1
94,3,1022-1202-2020,1202,1022-1202-2020,3,0.39,-3.971324,2.928729,-5.333857,7.012242,0.39
94,3,1022-1202-2020,2020,1022-1202-2020,3,0.26,6.775177,-3.042629,5.552565,-4.230541,0.26
94,3,1022-1202-2020,1022,1022-1202-2020,3,0.35,1.384457,-3.042629,0.837243,2.085636,0.35
95,2,0202-2020,2020,0202-2020,2,0.15,6.94124,-0.50773,6.832262,-4.362074,0.15
95,2,0202-2020,0202,0202-2020,2,0.85,-5.6001,7.491844,-4.594363,6.334194,0.85
96,2,0202-2020,0202,0202-2020,2,0.71,-7.125011,4.213242,-6.751139,2.574114,0.71
96,2,0202-2020,2020,0202-2020,2,0.29,4.35866,-4.384878,6.058567,-8.274793,0.29
97,5,0202-1120-1201-1210-2020,0202,0202-1120-1201-1210-2020,5,0.23,-5.332858,6.145375,-4.063924,6.101827,0.23
97,5,0202-1120-1201-1210-2020,1120,0202-1120-1201-1210-2020,5,0.34,0.904764,-0.204515,6.321974,-6.345647,0.34
97,5,0202-1120-1201-1210-2020,1201,0202-1120-1201-1210-2020,5,0.15,0.904764,6.145375,-4.063898,0.25813,0.15
97,5,0202-1120-1201-1210-2020,1210,0202-1120-1201-1210-2020,5,0.07,0.904764,6.145375,0.713844,-1.068736,0.07
97,5,0202-1120-1201-1210-2020,2020,0202-1120-1201-1210-2020,5,0.21,6.756912,-5.948945,6.321974,-6.345647,0.21
98,3,0202-2020-2101,2101,0202-2020-2101,3,0.01,2.823968,1.400923,-3.62584,1.143938,0.01
98,3,0202-2020-2101,2020,0202-2020-2101,3,0.1,3.305168,-2.266163,4.187139,-4.920065,0.1
98,3,0202-2020-2101,0202,0202-2020-2101,3,0.89,-8.768561,6.376077,-7.923175,7.729476,0.89
99,4,0202-1022-1102-2020,2020,0202-1022-1102-2020,4,0.01,6.234896,-4.643444,5.321318,-3.517592,0.01
99,4,0202-1022-1102-2020,1102,0202-1022-1102-2020,4,0.5,0.861306,-0.374534,-3.656802,7.206826,0.5
99,4,0202-1022-1102-2020,0202,0202-1022-1102-2020,4,0.48,-4.840886,6.231672,-3.656802,7.206826,0.48
99,4,0202-1022-1102-2020,1022,0202-1022-1102-2020,4,0.01,0.861306,-4.487204,1.788548,2.679521,0.01
100,3,0202-2020-2100,2100,0202-2020-2100,3,0.07,5.621632,1.386371,-0.341762,-0.007371,0.07
100,3,0202-2020-2100,2020,0202-2020-2100,3,0.41,5.623665,-3.559473,5.737199,-6.141235,0.41
100,3,0202-2020-2100,0202,0202-2020-2100,3,0.52,-4.716448,5.909749,-5.690375,6.170057,0.52
101,1,2020,2020,2020,1,1,7.730675,-6.29974,6.769102,-4.624862,1
102,2,0202-2020,0202,0202-2020,2,0.41,-4.468531,6.828717,-6.585165,6.418954,0.41
102,2,0202-2020,2020,0202-2020,2,0.59,6.061193,-4.621696,5.568364,-3.552684,0.59
103,2,0202-2020,2020,0202-2020,2,0.91,6.748256,-4.084016,7.606417,-5.53586,0.91
103,2,0202-2020,0202,0202-2020,2,0.09,-3.401941,7.392821,-1.611605,3.889445,0.09
104,3,0212-1220-2020,2020,0212-1220-2020,3,0.6,6.984616,-2.610683,6.030568,-4.828233,0.6
104,3,0212-1220-2020,1220,0212-1220-2020,3,0.12,0.59315,2.923912,1.615434,-3.57148,0.12
104,3,0212-1220-2020,0212,0212-1220-2020,3,0.28,-4.941238,2.923912,-1.03373,7.262613,0.28
105,2,0202-2020,0202,0202-2020,2,0.62,-6.941546,6.101573,-6.309608,5.101931,0.62
105,2,0202-2020,2020,0202-2020,2,0.38,4.284583,-4.013872,6.44843,-7.420575,0.38
106,2,0202-2020,0202,0202-2020,2,0.96,-5.090764,7.731345,-7.193147,8.816807,0.96
106,2,0202-2020,2020,0202-2020,2,0.04,6.774185,-2.691513,5.568447,0.255392,0.04
107,1,2020,2020,2020,1,1,6.734534,-5.883514,7.488804,-6.729333,1
108,1,0202,0202,0202,1,1,-1.736345,7.118616,-8.564794,8.875855,1
109,3,0202-2002-2020,0202,0202-2002-2020,3,0.06,-4.385791,4.071458,-6.379896,7.056167,0.06
109,3,0202-2002-2020,2002,0202-2002-2020,3,0.72,2.137354,-1.40755,-1.971672,1.272855,0.72
