parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,01-20,01,01-20,2,0.712,-7.076593,5.342387,0.712
1,2,01-20,20,01-20,2,0.288,5.665753,1.049025,0.288
2,2,01-20,01,01-20,2,0.745,-3.865239,4.235737,0.745
2,2,01-20,20,01-20,2,0.255,4.743788,-2.11042,0.255
3,2,01-20,01,01-20,2,0.554,-4.747133,5.848126,0.554
3,2,01-20,20,01-20,2,0.446,6.05729,-0.699785,0.446
4,2,01-20,20,01-20,2,0.361,6.170567,0.330499,0.361
4,2,01-20,01,01-20,2,0.639,-5.381838,6.572274,0.639
5,1,01,01,01,1,1,-4.75566,5.969013,1
6,2,01-20,20,01-20,2,0.187,5.836353,0.542925,0.187
6,2,01-20,01,01-20,2,0.813,-5.797554,6.633312,0.813
7,2,01-20,01,01-20,2,0.454,-4.345195,4.462871,0.454
7,2,01-20,20,01-20,2,0.546,6.83079,0.265515,0.546
8,2,01-20,20,01-20,2,0.258,5.694657,0.32621,0.258
8,2,01-20,01,01-20,2,0.742,-7.160642,6.607957,0.742
9,1,01,01,01,1,1,-5.805353,6.595384,1
10,1,20,20,01-20,1,1,6.88899,-1.131076,1
11,2,01-20,20,01-11-20,2,0.986,6.245183,-0.961074,0.986
11,2,01-20,01,01-11-20,2,0.014,-1.952068,5.082737,0.014
12,1,01,01,01,1,1,-7.534706,6.051787,1
13,2,01-20,01,01-20,2,0.827,-4.607665,4.550126,0.827
13,2,01-20,20,01-20,2,0.173,5.26738,-1.038329,0.173
14,2,01-20,01,01-20,2,0.09,-2.667742,4.549729,0.09
14,2,01-20,20,01-20,2,0.91,5.848867,1.608637,0.91
15,2,01-20,20,01-10-20,2,0.329,5.969013,1.188868,0.329
15,2,01-20,01,01-10-20,2,0.671,-5.280801,7.371216,0.671
16,2,01-20,20,01-20,2,0.958,7.222189,-3.014231,0.958
16,2,01-20,01,01-20,2,0.042,-2.197971,3.571393,0.042
17,3,01-11-20,20,01-11-20,3,0.704,7.348709,0.724588,0.704
17,3,01-11-20,01,01-11-20,3,0.068,-5.245455,6.22231,0.068
17,3,01-11-20,11,01-11-20,3,0.228,0.749609,6.222261,0.228
18,2,01-20,01,01-20,2,0.468,-6.326981,6.364705,0.468
18,2,01-20,20,01-20,2,0.532,6.263321,0.641835,0.532
19,2,01-20,20,01-11-20,2,0.46,7.655173,3.042637,0.46
19,2,01-20,01,01-11-20,2,0.54,-3.928337,7.239993,0.54
20,2,00-20,20,00-20,2,0.139,3.574971,-2.027485,0.139
20,2,00-20,00,00-20,2,0.861,-3.285003,4.328387,0.861
21,1,01,01,01,1,1,-10.181483,4.15529,1
22,2,01-21,01,01,2,0.889,-5.867136,6.919634,0.889
22,2,01-21,21,01,2,0.111,5.631968,2.570721,0.111
23,1,20,20,20,1,1,7.427939,-2.087095,1
24,2,01-20,01,01-10-20,2,0.211,-1.856062,6.383175,0.211
24,2,01-20,20,01-10-20,2,0.789,7.656886,1.122897,0.789
25,1,01,01,01,1,1,-8.018381,7.423518,1
26,2,01-20,01,01-20,2,0.931,-8.621533,6.321227,0.931
26,2,01-20,20,01-20,2,0.069,3.10606,1.076789,0.069
27,2,01-20,20,01-20,2,0.878,6.878241,3.503485,0.878
27,2,01-20,01,01-20,2,0.122,-3.00702,7.301531,0.122
28,2,01-20,20,01-20,2,0.061,3.571085,2.202357,0.061
28,2,01-20,01,01-20,2,0.939,-7.141814,7.222372,0.939
29,2,01-20,01,01-11-20,2,0.581,-3.81634,6.263957,0.581
29,2,01-20,20,01-11-20,2,0.419,6.286513,2.133996,0.419
30,2,01-20,01,01-20,2,0.463,-1.297909,3.277805,0.463
30,2,01-20,20,01-20,2,0.537,5.836081,-3.342877,0.537
31,2,01-20,01,01-20,2,0.677,-4.074565,6.443741,0.677
31,2,01-20,20,01-20,2,0.323,5.438447,1.183465,0.323
32,1,20,20,00-20,1,1,7.59404,-2.314737,1
33,2,01-20,01,01-20,2,0.307,-0.472874,7.055322,0.307
33,2,01-20,20,01-20,2,0.693,8.513014,2.17615,0.693
34,2,01-20,01,01-10-20,2,0.545,-4.152566,7.022292,0.545
34,2,01-20,20,01-10-20,2,0.455,7.087642,0.489407,0.455
35,2,01-20,01,01-20,2,0.693,-3.334365,6.692289,0.693
35,2,01-20,20,01-20,2,0.307,6.589796,2.520572,0.307
36,3,01-11-20,01,01-11-20,3,0.211,-3.466461,6.697237,0.211
36,3,01-11-20,20,01-11-20,3,0.609,7.465678,0.211672,0.609
36,3,01-11-20,11,01-11-20,3,0.18,1.412968,6.68553,0.18
37,2,00-20,00,00-20,2,0.861,-2.608941,2.024639,0.861
37,2,00-20,20,00-20,2,0.139,3.688874,-4.059847,0.139
38,2,01-20,20,01-20,2,0.058,3.30474,0.709256,0.058
38,2,01-20,01,01-20,2,0.942,-7.635096,6.459769,0.942
39,2,01-20,20,01-20,2,0.347,6.104526,0.787628,0.347
39,2,01-20,01,01-20,2,0.653,-6.244782,7.00265,0.653
40,2,01-20,20,01-20,2,0.033,3.814788,0.641437,0.033
40,2,01-20,01,01-20,2,0.967,-7.39328,7.041242,0.967
41,2,01-21,21,01-21,2,0.336,3.679665,2.410171,0.336
41,2,01-21,01,01-21,2,0.664,-2.743496,6.207603,0.664
42,2,01-20,20,01-20,2,0.738,7.167512,1.492612,0.738
42,2,01-20,01,01-20,2,0.262,-3.71833,7.022563,0.262
43,1,01,01,01,1,1,-4.093193,8.352007,1
44,2,01-20,20,01-20,2,0.287,5.019713,-0.555796,0.287
44,2,01-20,01,01-20,2,0.713,-1.794589,4.931824,0.713
45,1,20,20,20,1,1,6.586249,1.982167,1
46,2,01-21,01,01-21,2,0.389,-0.962097,6.804798,0.389
46,2,01-21,21,01-21,2,0.611,5.2532,3.031653,0.611
47,1,01,01,01,1,1,-4.280086,7.555509,1
48,3,01-10-20,10,01-10-20,3,0.081,-0.411463,2.444979,0.081
48,3,01-10-20,01,01-10-20,3,0.505,-3.234985,8.279571,0.505
48,3,01-10-20,20,01-10-20,3,0.414,5.548587,2.043859,0.414
49,2,01-20,01,01-20,2,0.155,-1.325043,5.014852,0.155
49,2,01-20,20,01-20,2,0.845,8.21051,0.221814,0.845
50,3,01-10-20,01,01-10-20,3,0.06,-4.874208,6.722924,0.06
50,3,01-10-20,20,01-10-20,3,0.401,7.176075,1.164082,0.401
50,3,01-10-20,10,01-10-20,3,0.539,1.221302,1.164082,0.539
51,1,20,20,20,1,1,7.109781,0.451958,1
52,1,01,01,01,1,1,-7.029069,6.596492,1
53,2,01-20,01,01-20,2,0.651,-6.60194,4.695194,0.651
53,2,01-20,20,01-20,2,0.349,5.951289,-1.577507,0.349
54,2,01-20,20,01-20,2,0.475,6.465685,0.547177,0.475
54,2,01-20,01,01-20,2,0.525,-4.304555,6.3083920000000004,0.525
55,2,11-21,11,11,2,0.831,-1.049141,6.321865,0.831
55,2,11-21,21,11,2,0.169,3.88784,2.058414,0.169
56,3,01-10-20,01,01-10-20,3,0.19,-1.611096,4.574962,0.19
56,3,01-10-20,10,01-10-20,3,0.31,0.257274,2.144195,0.31
56,3,01-10-20,20,01-10-20,3,0.5,6.030799,-2.014191,0.5
57,2,01-20,20,01-20,2,0.154,6.081061,3.940542,0.154
57,2,01-20,01,01-20,2,0.846,-6.738987,8.323284,0.846
58,3,01-10-20,10,01-10-20,3,0.213,0.923997,3.63135,0.213
58,3,01-10-20,01,01-10-20,3,0.202,-0.576192,5.170863,0.202
