parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2020,0202,0202-2020,2,0.47,-5.77674,6.388532,-6.41723,6.023195,0.47
1,2,0202-2020,2020,0202-2020,2,0.53,5.640758,-1.838382,5.758565,-5.109228,0.53
2,2,0202-2020,2020,0202-0210-2020,2,0.3,6.177089,-1.414573,7.585415,-3.958571,0.3
2,2,0202-2020,0202,0202-0210-2020,2,0.7,-5.240322,6.81234,-4.59038,7.173853,0.7
3,1,2020,2020,2020,1,1,4.11152,-6.047262,7.164725,-7.37829,1
4,2,0202-2020,0202,0202-2020,2,0.29,-8.641127,6.828388,-5.158147,7.19695,0.29
4,2,0202-2020,2020,0202-2020,2,0.71,2.687151,-5.353972,7.606544,-3.122822,0.71
5,4,0202-2020-2201-2210,2201,0202-2020-2201-2210,4,0.23,5.813617,2.283392,-5.528981,0.321557,0.23
5,4,0202-2020-2201-2210,2210,0202-2020-2201-2210,4,0.19,5.813617,2.283392,-0.635525,-3.088517,0.19
5,4,0202-2020-2201-2210,2020,0202-2020-2201-2210,4,0.46,7.454529,-3.350834,5.915625,-5.771664,0.46
5,4,0202-2020-2201-2210,0202,0202-2020-2201-2210,4,0.12,-0.598154,5.664904,-5.529096,6.023982,0.12
6,2,0202-2020,2020,0202-2020,2,0.15,6.410075,-2.294972,6.691114,-6.820069,0.15
6,2,0202-2020,0202,0202-2020,2,0.85,-3.433214,7.37521,-6.38731,5.164402,0.85
7,2,1202-2020,2020,1202-2020,2,0.18,5.959094,-3.091285,6.616712,-5.145156,0.18
7,2,1202-2020,1202,1202-2020,2,0.82,-1.843006,7.52303,-4.999703,1.911946,0.82
8,1,2020,2020,2020,1,1,6.736839,-6.874909,7.881267,-5.624781,1
9,2,0202-2020,2020,0202-2020,2,0.91,7.171686,-0.770762,7.093973,-6.007395,0.91
9,2,0202-2020,0202,0202-2020,2,0.09,-5.435938,5.877751,-5.313086,5.666774,0.09
10,2,0202-2020,0202,0202-2020,2,0.73,-4.674419,6.711359,-5.775904,5.811695,0.73
10,2,0202-2020,2020,0202-2020,2,0.27,6.260897,-4.867241,5.500854,-4.091848,0.27
11,2,0202-2020,2020,0202-2020,2,0.06,4.623246,-1.582883,6.81234,-0.641496,0.06
11,2,0202-2020,0202,0202-2020,2,0.94,-6.798152,6.177089,-4.605159,7.585415,0.94
12,2,0202-2020,0202,0202-2020,2,0.1,-1.214798,4.367054,-4.269514,6.726761,0.1
12,2,0202-2020,2020,0202-2020,2,0.9,7.673906,-7.303527,6.271156,-2.853138,0.9
13,2,0202-2021,2021,0202-2021,2,0.01,2.062533,-2.150001,1.465934,-0.79069,0.01
13,2,0202-2021,0202,0202-2021,2,0.99,-3.826465,7.667016,-4.247222,7.698248,0.99
14,2,0202-2120,2120,0122-0202-2120,2,0.29,2.776601,-1.371889,8.554754,-1.036473,0.29
14,2,0202-2120,0202,0122-0202-2120,2,0.71,-2.920037,6.725654,-4.052872,7.269748,0.71
15,3,0202-0220-2020,0202,0202-0220-2020,3,0.25,-7.321181,7.585415,-5.359033,5.640758,0.25
15,3,0202-0220-2020,0220,0202-0220-2020,3,0.45,-1.747848,3.074531,1.016993,-0.773603,0.45
15,3,0202-0220-2020,2020,0202-0220-2020,3,0.3,4.854615,-3.546997,7.173853,-6.315948,0.3
16,1,0202,0202,0202,1,1,-4.619796,6.175076,-10.934957,8.429377,1
17,2,0202-2020,2020,0202-2020,2,0.2,6.065385,-1.170758,5.734381,-4.206197,0.2
17,2,0202-2020,0202,0202-2020,2,0.8,-3.67233,7.105005,-6.371628,7.155414,0.8
18,2,0202-2020,2020,0202-2020,2,0.86,2.755221,-6.79456,6.845393,-8.744676,0.86
18,2,0202-2020,0202,0202-2020,2,0.14,-10.156677,4.347235,-3.892779,4.382372,0.14
19,2,0202-2120,0202,0202-2120,2,0.27,-3.486466,7.816476,-5.876345,7.459518,0.27
19,2,0202-2120,2120,0202-2120,2,0.73,2.602833,-1.853706,7.202077,-4.524952,0.73
20,2,0022-2020,2020,0022-2020,2,0.12,6.691114,-4.280431,7.795053,-0.935639,0.12
20,2,0022-2020,0022,0022-2020,2,0.88,0.609886,0.62121,2.780958,5.38781,0.88
21,2,0202-2020,2020,0202-2020,2,0.11,4.831346,-7.625318,6.926908,-7.319544,0.11
21,2,0202-2020,0202,0202-2020,2,0.89,-6.785101,5.520409,-6.015223,4.874919,0.89
22,3,0202-0221-2021,0202,0202-0221-2021,3,0.53,-1.64978,7.914677,-2.464915,7.278512,0.53
22,3,0202-0221-2021,0221,0202-0221-2021,3,0.16,-1.649776,2.900581,3.841254,1.389513,0.16
22,3,0202-0221-2021,2021,0202-0221-2021,3,0.31,3.254666,-1.952427,6.385401,-2.874509,0.31
23,2,0202-2020,0202,0202-2020,2,0.13,-0.553486,3.209535,-5.65474,6.651003,0.13
23,2,0202-2020,2020,0202-2020,2,0.87,6.879018,-7.326908,6.101745,-1.987536,0.87
24,2,0202-2020,2020,0202-2020,2,0.99,5.745307,-6.949133,6.476576,-5.973854,0.99
24,2,0202-2020,0202,0202-2020,2,0.01,-0.626089,6.101375,-6.239056,2.415982,0.01
25,2,0202-2020,2020,0202-2020,2,0.28,6.274613,-4.362906,5.62199,-4.444179,0.28
25,2,0202-2020,0202,0202-2020,2,0.72,-6.480625,4.90424,-4.108312,8.378798,0.72
26,2,0202-2020,2020,0202-2020,2,0.56,6.429522,-5.223283,5.523871,-8.079939,0.56
26,2,0202-2020,0202,0202-2020,2,0.44,-6.404981,4.043866,-4.206273,4.7432,0.44
27,2,0202-1201,1201,0202-1201-2020,2,0.79,1.204249,6.213756,-8.62324,-1.446914,0.79
27,2,0202-1201,0202,0202-1201-2020,2,0.21,-3.475234,6.500404,-8.622206,4.909065,0.21
28,4,0121-0202-1102-2020,1102,0121-0202-1021-2020,4,0.29,0.796959,-1.757497,-0.050184,6.327626,0.29
28,4,0121-0202-1102-2020,2020,0121-0202-1021-2020,4,0.12,6.845393,-7.329015,6.532926,-4.930098,0.12
28,4,0121-0202-1102-2020,0121,0121-0202-1021-2020,4,0.05,-4.719762,-1.190475,6.53292,-0.219789,0.05
28,4,0121-0202-1102-2020,0202,0121-0202-1021-2020,4,0.54,-4.731749,4.382372,-5.215527,6.327626,0.54
29,2,2020-2202,2020,2020-2202,2,0.11,8.839345,-2.878643,4.410885,-3.072689,0.11
29,2,2020-2202,2202,2020-2202,2,0.89,2.271395,3.675057,-4.807839,3.177275,0.89
30,4,0202-1012-2012-2020,2020,0202-1012-2020,4,0.21,7.089046,-6.001856,5.625831,-5.424661,0.21
30,4,0202-1012-2012-2020,0202,0202-1012-2020,4,0.31,-4.319691,5.88597,-4.474575,6.796802,0.31
30,4,0202-1012-2012-2020,2012,0202-1012-2020,4,0.37,1.869833,-3.833981,1.407588,0.499727,0.37
30,4,0202-1012-2012-2020,1012,0202-1012-2020,4,0.11,1.266502,0.535723,1.384714,1.001686,0.11
31,1,2020,2020,2020,1,1,6.586377,-7.779513,6.208687,-7.547346,1
32,4,0121-0202-1102-2020,2020,0121-0202-1021-2020,4,0.09,6.845393,-7.329027,6.532926,-4.930098,0.09
32,4,0121-0202-1102-2020,1102,0121-0202-1021-2020,4,0.32,0.79696,-1.757497,-0.050184,6.327626,0.32
32,4,0121-0202-1102-2020,0202,0121-0202-1021-2020,4,0.58,-4.731749,4.382372,-5.215527,6.327626,0.58
32,4,0121-0202-1102-2020,0121,0121-0202-1021-2020,4,0.01,-4.719763,-1.190438,6.53292,-0.219789,0.01
33,2,0202-2020,2020,0202-2020,2,0.02,5.841819,-5.418933,6.207777,-0.644548,0.02
33,2,0202-2020,0202,0202-2020,2,0.98,-5.833293,7.131958,-4.230326,8.999455,0.98
34,2,0202-2020,0202,0202-2020,2,0.15,-3.957909,8.378798,-3.38914,4.49137,0.15
34,2,0202-2020,2020,0202-2020,2,0.85,5.504859,-0.671474,7.974284,-6.963589,0.85
35,1,2020,2020,2020,1,1,7.587842,-4.972947,5.792983,-4.793306,1
36,2,0202-2020,2020,0202-2020,2,0.04,6.153915,-3.031556,6.588452,-1.504937,0.04
36,2,0202-2020,0202,0202-2020,2,0.96,-4.165896,5.852889,-4.153906,8.952263,0.96
37,3,0022-0202-2020,0202,0022-0202-2020,3,0.3,-6.838576,6.468933,-4.198812,6.724741,0.3
37,3,0022-0202-2020,0022,0022-0202-2020,3,0.53,-1.42233,0.508002,2.195991,0.38885,0.53
37,3,0022-0202-2020,2020,0022-0202-2020,3,0.17,4.874919,-4.97418,8.739109,-6.187157,0.17
38,1,0202,0202,0202-1102,1,1,-5.870321,6.557131,-3.661974,7.638829,1
39,2,0202-2020,0202,0202-2020,2,0.64,-2.031575,7.639671,-3.348286,7.60522,0.64
39,2,0202-2020,2020,0202-2020,2,0.36,6.31524,-1.990747,7.31098,-4.122047,0.36
40,3,0022-0202-2020,0202,0022-0202-2020,3,0.34,-6.838581,6.468933,-4.198818,6.724741,0.34
40,3,0022-0202-2020,0022,0022-0202-2020,3,0.53,-1.42233,0.508002,2.195992,0.388845,0.53
40,3,0022-0202-2020,2020,0022-0202-2020,3,0.13,4.874919,-4.97418,8.739109,-6.187157,0.13
41,1,2020,2020,2020,1,1,6.416879,-2.958128,5.056044,-5.389358,1
42,2,0202-2020,0202,0202-1102-2020,2,0.01,-5.076848,6.933279,-0.888654,3.935667,0.01
42,2,0202-2020,2020,0202-1102-2020,2,0.99,6.806041,-5.362108,7.001274,-6.430214,0.99
43,2,0202-2020,0202,0202-2020,2,0.43,-7.935684,5.193314,-3.731672,7.252495,0.43
43,2,0202-2020,2020,0202-2020,2,0.57,4.428452,-7.436715,6.479157,-3.313959,0.57
44,2,0202-2120,0202,0202-2120,2,0.95,-8.707324,6.557131,-1.470592,7.638829,0.95
44,2,0202-2120,2120,0202-2120,2,0.05,3.128346,-3.131651,3.525977,-2.091474,0.05
45,1,2020,2020,0202-2020,1,1,7.141494,-9.884851,6.650069,-5.6881640000000004,1
46,2,0202-2020,0202,0202-2020,2,0.95,-4.410545,9.045084,-5.649107,8.529139,0.95
46,2,0202-2020,2020,0202-2020,2,0.05,6.327626,-4.085296,5.247805,-2.659985,0.05
47,4,0022-0202-0212-2020,2020,0202-2020,4,0.1,2.077452,-5.830068,5.479302,-4.220629,0.1
47,4,0022-0202-0212-2020,0212,0202-2020,4,0.04,-9.763798,4.170553,0.350822,1.332666,0.04
47,4,0022-0202-0212-2020,0022,0202-2020,4,0.21,-4.097549,-1.3035079999999999,4.4637269999999996,1.332661,0.21
47,4,0022-0202-0212-2020,0202,0202-2020,4,0.65,-9.763798,4.170553,-4.485137,6.875086,0.65
