1	2	29	-5.339784	7.726422
1	2	71	0.663313	3.010874
2	3	55	8.002769	-6.434675
2	3	24	1.426276	0.136265
2	3	21	-3.510636	6.732607
3	2	83	-6.520797	7.864374
3	2	17	4.335366	-3.443500
4	3	52	6.369345	1.389605
4	3	16	6.369346	-2.447976
4	3	32	-0.420727	5.837486
5	2	92	-6.275754	7.782190
5	2	8	4.276910	-2.961096
6	2	55	-4.154593	4.519374
6	2	45	6.767255	-3.292946
7	4	41	6.735143	-4.982445
7	4	9	-5.102079	7.131289
7	4	33	0.152126	7.131289
7	4	17	6.735143	0.791365
8	3	44	-9.110824	0.542586
8	3	55	-9.110824	7.120472
8	3	1	1.511210	-3.449888
9	2	97	7.823729	-9.037626
9	2	3	-0.106005	3.533794
10	2	14	6.355979	-3.976730
10	2	86	-5.588209	7.006765
11	3	41	-7.058971	0.015809
11	3	50	-7.058973	4.748986
11	3	9	3.684359	-3.366736
12	3	27	-9.037626	5.037018
12	3	56	-2.930923	-0.503667
12	3	17	3.533793	-6.385827
13	3	68	3.064594	2.083485
13	3	28	-0.427203	2.083485
13	3	4	6.506751	-1.354907
14	3	31	-3.655419	2.338850
14	3	29	-0.121072	-4.203335
14	3	40	5.379464	-10.483887
15	2	86	-5.155379	6.862571
15	2	14	7.291502	-3.467792
16	3	70	-5.740266	6.823374
16	3	17	6.703790	0.412069
16	3	13	6.703790	-5.619457
17	3	33	-1.022911	0.512257
17	3	27	-3.327919	6.380443
17	3	40	5.583675	-6.032842
18	3	67	-6.079116	6.237090
18	3	19	-0.210932	-0.338781
18	3	14	6.079554	-1.640219
19	2	94	-5.072907	6.107361
19	2	6	5.366365	-5.973248
20	3	86	7.765781	-5.331358
20	3	7	-1.861817	0.796053
20	3	7	-1.861817	6.789997
21	2	80	5.431463	-0.197347
21	2	20	-1.930322	4.854150
22	3	91	-4.876770	8.641116
22	3	2	1.306881	-0.499066
22	3	7	4.748986	-0.500183
23	3	61	1.033174	-4.243884
23	3	37	5.872005	-8.366600
23	3	2	-5.071512	1.839648
24	3	6	-4.766070	6.248147
24	3	38	7.627048	1.316908
24	3	56	7.627048	-4.485266
25	1	100	-6.011968	8.431136
26	3	44	-2.979549	7.518033
26	3	9	7.459784	-4.562576
26	3	47	2.317316	1.777948
27	2	29	-1.781434	7.779499
27	2	71	1.939748	4.344893
28	1	100	8.671236	-6.269972
29	2	85	-0.256126	8.646551
29	2	15	6.100308	-4.230475
30	3	34	0.964151	1.250580
30	3	23	-4.527167	7.336599
30	3	43	7.188193	-5.291352
31	2	97	8.009095	-3.316917
31	2	3	0.689984	5.968607
32	2	90	-5.607350	6.746304
32	2	10	5.000246	-4.504818
33	2	59	5.881559	-5.578178
33	2	41	-4.062249	6.380531
34	3	48	-2.245982	-0.614705
34	3	38	-7.646727	5.885320
34	3	14	3.010220	-4.235323
35	3	37	5.714296	-3.112839
35	3	50	-5.908011	5.763993
35	3	13	0.313069	-3.112839
36	3	46	0.131683	-6.494966
36	3	40	5.714296	-6.494967
36	3	14	-5.779290	5.763993
37	3	32	5.714296	-5.241151
37	3	45	-5.446171	5.763993
37	3	23	-0.785732	-0.136984
38	3	20	-3.889991	6.614403
38	3	66	7.341310	-3.632135
38	3	14	0.797257	6.614403
39	3	6	1.580468	6.098277
39	3	48	-5.013148	6.132157
39	3	46	7.270743	-3.880013
40	2	89	5.978129	-3.270015
40	2	11	-2.137605	7.282648
41	3	29	-6.916440	6.322564
41	3	29	-0.954282	-5.348265
41	3	42	4.282505	-5.348294
42	2	11	5.101553	-5.701881
42	2	89	-7.105016	6.033133
43	3	89	1.783921	3.442181
43	3	10	-2.571638	8.555597
43	3	1	7.779499	0.059794
44	2	83	-8.965285	7.037765
44	2	17	3.654368	-4.170324
45	2	94	8.942618	-3.446390
45	2	6	-1.138376	4.256258
46	4	9	-5.009523	1.341487
46	4	33	-5.037965	6.851043
46	4	36	8.013957	-4.959964
46	4	22	1.536981	-4.959922
47	2	99	-6.943575	7.488875
47	2	1	5.857118	-1.848519
48	1	100	7.459784	-5.198592
49	2	87	-6.523226	8.326983
49	2	13	5.569890	-1.068158
50	2	63	5.062421	-6.405306
50	2	37	-3.973964	6.328416
51	2	59	9.004505	1.826027
51	2	41	9.004794	-4.280689
52	1	100	-4.222308	7.119278
53	3	39	-7.512705	6.133179
53	3	23	5.038439	-6.574462
53	3	38	-1.501293	-0.421233
54	3	31	6.269410	-5.878957
54	3	41	0.190553	-0.948992
54	3	28	-5.980149	5.062423
55	1	100	-3.598232	6.152659
56	3	44	-0.233489	6.997320
56	3	41	6.115881	-4.826378
56	3	15	6.115871	0.843539
57	2	83	6.326533	1.631143
57	2	17	6.330616	-4.230280
58	2	90	-5.930572	7.504168
58	2	10	6.776000	-0.115191
59	3	48	0.375090	-6.814163
59	3	42	6.993845	-6.814163
59	3	10	-5.846188	4.600250
60	3	57	-9.680078	5.013469
60	3	38	-3.380444	-1.057597
60	3	5	2.535803	-2.413939
61	1	100	-5.152398	7.927499
62	2	80	-6.489831	7.162415
62	2	20	5.403381	-4.731379
63	3	55	6.610328	-5.811738
63	3	32	2.952574	0.711879
63	3	13	-2.368576	0.711881
64	3	38	-5.848046	-0.164430
64	3	17	6.060416	-3.681542
64	3	45	-5.848105	6.310412
65	2	93	7.545111	-4.925520
65	2	7	-3.464592	6.205634
66	2	50	6.837010	0.753485
66	2	50	6.996810	-3.769637
67	2	99	6.358501	-7.595496
67	2	1	-1.638011	3.211799
68	3	20	-4.718515	6.477731
68	3	51	7.204068	-5.717835
68	3	29	0.630970	0.423047
69	3	3	3.021339	-5.903729
69	3	96	-9.307376	6.454611
69	3	1	3.021246	0.690549
70	4	36	0.078907	-5.813959
70	4	30	6.681830	-5.813959
70	4	26	-4.943127	-0.453635
70	4	8	-4.943155	5.414030
71	3	15	-4.585759	7.048584
71	3	47	7.803664	1.386960
71	3	38	7.803738	-4.224060
72	3	95	6.740686	-6.322944
72	3	4	-5.234608	6.703940
72	3	1	-5.234608	0.068329
73	3	92	6.479136	-8.199666
73	3	6	-5.094613	2.626058
73	3	2	0.437274	2.626058
74	3	66	6.599169	-5.656518
74	3	22	-0.373048	6.802501
74	3	12	-0.373048	0.245581
75	2	70	8.074591	-4.877571
75	2	30	-1.811870	7.050367
76	3	84	-4.964938	9.605538
76	3	11	6.708954	-1.296094
76	3	5	0.540299	0.005876
77	4	41	6.658325	-5.372285
77	4	23	0.865280	-5.371761
77	4	32	-4.236747	7.506711
77	4	4	-4.236747	1.055706
78	3	37	-2.515870	7.258452
78	3	45	3.411687	2.806207
