ParIndex,GRHL2,ZEB,miR200,SLUG,Count
1,1.53,163.989,0.016,29.11,1
1,123.815,0,90.118,0.702,1
1,123.815,0.003,1.194,29.11,1
2,3.43,787.824,0.069,152.557,2
2,91.362,0.001,108.895,2.733,1
3,1.161,124.989,0.047,180.142,1
3,60.398,0,61.962,1.833,2
4,0.746,850.683,0.012,78.974,1
4,53.011,0.001,64.675,1.519,1
5,2.443,376.429,0.112,97.687,1
6,16.677,0.003,133.352,0.114,1
7,3.221,146.504,0.066,77.293,1
7,32.839,0,44.221,0.929,3
8,0.152,901.178,0.012,169.181,1
8,12.327,0,29.11,2.047,2
9,5.359,1131.045,0.154,116.551,1
9,86.704,0.001,145.493,1.901,2
9,86.704,0.007,1.749,116.551,2
10,1.826,1454.926,0.147,86.5,1
10,113.105,0.001,116.551,1.497,2
11,1.093,1608.321,0.112,172.629,1
11,90.428,0,132.421,2.499,2
12,0.152,901.178,0.012,169.181,1
12,12.327,0,29.11,2.047,2
13,0.311,1333.515,0.001,168.396,2
13,25.235,0,8.128,4.06,1
14,0.21,230.112,0.782,7.976,1
14,0.21,1683.96,0.01,134.369,1
14,8.128,0.005,37.643,7.976,2
15,1.79,0.324,2.041,32.967,1
15,101.529,0,30.645,0.408,2
15,101.529,0.003,30.551,32.967,1
16,0.152,901.178,0.012,169.181,1
16,12.327,0,29.11,2.047,2
17,0.491,494.137,0.982,125.694,1
17,15.727,0,86.387,1.539,2
17,15.727,0.004,18.829,125.694,1
18,4.077,570.764,0.24,43.632,1
19,1.423,891.931,0.016,134.369,1
19,98.078,0.001,77.318,3.24,1
19,98.078,0.341,1.288,134.369,1
20,2.631,211.919,0.459,104.557,1
20,180.042,0,172.062,2.535,1
21,1.55,131.559,0.104,181.212,1
21,46.358,0,5.107,181.212,1
21,46.358,0,171.364,3.105,1
22,0.242,1962.04,0.048,36.961,2
22,13.207,0,36.755,0.435,1
22,13.207,0.007,2.985,36.961,1
23,1.3,11.13,1.617,0.843,1
23,1.3,791.253,0.022,53.011,1
23,98.125,0.003,107.276,0.843,1
24,0.401,1636.177,0.032,179.068,2
24,32.967,0,62.654,5.563,1
25,0.373,1145.337,0.01,163.618,1
25,12.008,0,32.967,1.941,1
25,12.008,0.01,0.982,163.618,1
26,0.888,2539.925,0.177,57.54,1
26,61.194,0,211.812,12.123,1
27,1.603,309.236,0.013,150.009,1
27,78.162,0.004,1.053,7.231,2
28,4.246,487.872,0.002,281.192,1
29,0.929,0.25,54.47,3.763,1
29,0.929,4267.138,0.029,102.178,1
29,70.779,0.003,54.47,3.763,1
30,13.626,789.742,0.019,426.714,1
30,64.675,0.002,1.361,426.714,1
30,64.675,0.002,70.779,7.076,1
31,2.83,1323.51,0.034,53.011,3
32,0.164,992.316,0.156,316.416,1
32,12.839,0.029,77.763,3.898,1
33,1.904,638.229,0.16,54.47,1
33,78.974,0,426.714,1.064,1
34,5.572,2618.83,0.011,95.402,1
34,5.572,2618.83,0.663,3.582,1
35,1.499,656.789,0.245,79.797,1
35,63.907,0,105.106,2.15,1
36,3.065,23.247,0.532,5.083,1
36,3.065,1745.18,0.009,289.427,1
36,268.584,0.001,52.015,5.083,1
37,1.691,203.517,0.967,0.906,1
37,25.303,0.004,46.569,0.906,1
38,105.212,0,59.768,0.564,3
39,0.308,17.942,0.096,5.519,1
39,0.308,690.711,0.001,278.006,2
39,27.721,0,7.229,5.519,2
40,1.407,0.207,4.835,75.802,1
40,1.407,896.01,0.06,75.802,1
40,82.933,0,186.146,5.641,2
41,2.983,1653.761,0.09,95.682,1
41,227.513,0.004,67.242,1.96,1
42,10.614,49.231,0.817,83.384,1
42,54.554,0,129.52,1.868,1
43,0.992,1691.811,0.13,497.92,1
43,29.11,0.005,4.175,497.92,1
44,32.346,46.864,0.245,90.538,1
44,445.92,0.001,371.358,6.567,1
45,32.346,46.864,0.245,90.538,1
45,445.92,0.001,371.358,1.101,1
46,1.372,679.164,0.11,238.193,1
46,89.817,0,25.811,5.152,1
46,89.817,0.209,2.413,238.193,1
47,10.903,705.08,0.019,180.042,1
47,238.193,0.001,10.045,2.581,1
48,2.915,1003.832,0.013,43.711,1
48,3.059,0.528,1.161,6.464,1
48,122.062,0.007,1.168,6.464,1
49,10.29,2310.482,0.136,153.153,1
49,502.323,0,142.716,1.635,2
50,0.173,387.34,0.018,25.54,1
50,0.173,387.34,0.72,6.723,1
51,72.147,0.002,154.533,0.302,3
52,5.748,432.487,0.226,90.757,1
52,195.044,0.001,57.743,1.243,1
53,1.763,36.58,0.36,139.592,1
53,71.619,0.05,23.042,139.592,2
54,7.005,807.825,1.276,95.894,1
54,497.092,0,109.402,1.572,1
54,497.092,0.009,98.329,95.894,1
55,0.93,898.174,0.687,25.811,1
55,92.913,0,67.916,0.806,2
56,3.477,1275.923,0.021,46.037,1
56,90.814,0.009,139.375,0.484,2
57,4.096,33.813,0.005,121.905,1
57,154.243,0,31.931,1.233,1
58,1.09,1165.572,0.012,51.573,1
58,88.061,0,60.015,0.583,2
59,1.62,123.649,0.135,163.763,1
59,61.253,0,103.73,3.355,1
60,119.987,0.001,18.695,0.814,2
61,6.609,78.603,0.206,25.468,1
61,199.675,0.005,1.202,25.468,2
61,199.675,0.005,68.7,0.488,1
62,0.675,0.326,0.451,2.861,1
62,0.675,295.496,0.056,151.56,1
62,27.798,0,38.636,2.861,2
63,0.251,2046.595,0.018,48.503,1
63,21.62,0.007,36.05,1.436,1
63,21.62,0.511,0.391,1.436,1
64,128.451,0.002,266.229,0.806,1
64,128.451,0.61,3.028,71.692,1
65,3.726,7.523,0.454,2.747,1
65,3.726,522.278,0.005,243.982,1
65,57.391,0,43.632,2.747,1
66,1.79,53.741,2.12,1.005,1
66,92.913,0.003,67.916,1.005,1
67,0.63,232.59,0.109,79.947,1
67,58.215,0.004,1.507,79.947,1
68,8.685,850.178,0.013,75.589,1
68,286.774,0,20.572,1.606,1
68,286.774,0.166,0.315,75.589,1
69,0.501,201.401,0.296,12.057,1
69,0.501,914.55,0.294,152.721,1
70,1.493,165.75,0.31,45.023,1
70,42.012,0,117.057,0.452,1
70,42.012,0.002,24.317,45.023,1
71,1.025,731.382,0.014,4.691,1
71,1.025,759.268,0.014,151.928,1
72,1.146,576.352,0.126,139.846,1
73,0.483,6936.774,0.045,78,1
73,41.113,0.01,148.344,1.259,1
74,0.863,53.785,2.725,0.381,1
74,44.176,0.001,193.745,0.381,2
75,3.915,422.19,1.412,2.824,1
75,3.915,2360.004,0.03,40.331,1
75,215.253,0.003,118.465,2.824,2
76,1.215,54.228,0.928,25.815,1
76,64.982,0.014,39.14,1.194,1
76,64.982,0.035,39.14,25.815,1
77,4.246,1680.622,1.645,65.96,1
77,59.041,0,44.688,0.693,2
78,194.736,0,135.535,4.644,1
78,194.736,0.007,2.708,451.618,1
79,0.335,2057.283,0.019,155.505,1
79,33.104,0.003,74.115,4.264,2
80,8.291,1051.9,0.925,107.899,1
80,239.45,0,190.669,2.406,1
80,239.45,0.004,5.595,107.899,1
81,0.5,8.51,0.665,0.379,1
81,45.338,0.002,37.111,0.379,2
82,3.336,79.811,0.013,52.882,2
82,260.492,0,37.62,0.948,1
83,8.644,62.421,0.963,0.717,1
83,8.644,63.429,0.01,31.456,1
83,140.875,0.001,55.608,0.717,2
84,0.505,296.535,0.018,89.895,1
84,44.189,0.001,0.548,89.895,1
84,44.189,0.001,48.62,2.631,2
85,15.928,5.205,1.905,0.884,1
85,203.622,0,169.729,0.884,2
86,1.839,570.373,0.347,135.991,1
87,4.344,1020.935,0.248,92.576,1
87,132.308,0.44,0.248,92.576,2
88,197.626,0,60.563,13.16,1
88,197.626,0.429,1.022,213.71,1
89,0.362,2190.178,0.265,237.78,1
89,20.599,0.002,237.298,3.42,2
90,1.98,0.451,14.948,191.351,1
90,1.98,1228.369,0.263,191.351,1
90,43.403,0.001,177.096,1.923,2
91,3.112,1011.586,0.166,128.588,1
91,85.894,0,264.193,1.508,1
91,85.894,0.003,9.802,128.588,2
92,1.637,115.73,1.349,1.291,2
92,1.637,694.183,0.016,126.048,1
92,150.876,0.002,111.215,1.291,1
93,3.531,30.791,0.006,168.258,1
93,104.652,0.003,12.709,5.492,1
94,28.206,0.218,0.034,48.343,1
94,271.295,0,67.674,0.726,2
95,1.277,181.187,0.024,120.333,1
95,102.361,0,1.921,120.333,2
95,102.361,0,106.832,1.4,1
96,0.132,1949.558,0.704,1.11,1
96,0.132,3105.688,0.039,67.472,1
97,42.716,0.001,215.106,0.404,1
98,3.021,208.949,0.259,40.215,1
98,41.368,0,167.728,1.876,1
