Phase,Count,Frequency
0000-0003-0030-0300-0303-3000-3030,1,1e-4
0001-0003-0030-0301-0303-3030,1,1e-4
0003-0013-0030-0303-3030,2,2e-4
0003-0013-0303,1,1e-4
0003-0013-0303-2003-3030,1,1e-4
0003-0013-0303-3003-3030,1,1e-4
0003-0013-0303-3030,3,3e-4
0003-0023-0031-0303,1,1e-4
0003-0023-0033-0303-3003-3030,1,1e-4
0003-0023-0303-0320-3030,2,2e-4
0003-0023-0303-1003-1023-3030,1,1e-4
0003-0023-0303-1030-3030,1,1e-4
0003-0023-0303-3003-3030,4,4e-4
0003-0023-0303-3003-3030-3300,1,1e-4
0003-0023-0303-3030,9,9e-4
0003-0030-0031-0303-3030,2,2e-4
0003-0030-0033-0303,1,1e-4
0003-0030-0033-0303-3030,8,8e-4
0003-0030-0230-0303,1,1e-4
0003-0030-0300-0303-0330-3030,1,1e-4
0003-0030-0300-0303-3030,1,1e-4
0003-0030-0303-3000-3001-3030,1,1e-4
0003-0030-0303-3000-3030,1,1e-4
0003-0030-0303-3030,10,0.001
0003-0031-0033-0303-3030,2,2e-4
0003-0031-0303-3001-3003-3030,2,2e-4
0003-0031-0303-3003-3030,1,1e-4
0003-0031-0303-3030,1,1e-4
0003-0032-0303-0330-3003-3030,1,1e-4
0003-0032-0303-2030-3031,1,1e-4
0003-0032-0303-3003-3030,3,3e-4
0003-0032-0303-3030,8,8e-4
0003-0033-0133-0303-3030,1,1e-4
0003-0033-0300-0303-3030,1,1e-4
0003-0033-0301-0303-1033-3001-3030,1,1e-4
0003-0033-0303,1,1e-4
0003-0033-0303-0320-3030,1,1e-4
0003-0033-0303-0330-3003-3030,1,1e-4
0003-0033-0303-1003-1033-3030,1,1e-4
0003-0033-0303-1003-3003-3030,1,1e-4
0003-0033-0303-1030-3030,1,1e-4
0003-0033-0303-1032-2030-3030-3032-3300,1,1e-4
0003-0033-0303-2003-2033-3030-3031,1,1e-4
0003-0033-0303-2003-3030,1,1e-4
0003-0033-0303-2300-3003-3030,1,1e-4
0003-0033-0303-3000-3003-3030,1,1e-4
0003-0033-0303-3000-3030,2,2e-4
0003-0033-0303-3001-3030,1,1e-4
0003-0033-0303-3002-3030,1,1e-4
0003-0033-0303-3003-3030,24,0.0024
0003-0033-0303-3003-3030-3033,3,3e-4
0003-0033-0303-3003-3030-3300,1,1e-4
0003-0033-0303-3010-3030,1,1e-4
0003-0033-0303-3030,45,0.0045
0003-0033-0303-3030-3032,1,1e-4
0003-0033-0303-3030-3033,1,1e-4
0003-0033-0303-3030-3200,1,1e-4
0003-0033-0303-3031,1,1e-4
0003-0033-2003-3030,1,1e-4
0003-0033-3003-3030,1,1e-4
0003-0033-3030,1,1e-4
0003-0300-0303-0310-1003-1300-1310-3030,1,1e-4
0003-0300-0303-1030-3030,1,1e-4
0003-0300-0303-2003-3030,1,1e-4
0003-0300-0303-3000-3030,3,3e-4
0003-0300-0303-3020-3030,1,1e-4
0003-0300-0303-3030,6,6e-4
0003-0301-0303-0320-3030,1,1e-4
0003-0301-0303-3030,2,2e-4
0003-0303,1,1e-4
0003-0303-0310-3030,2,2e-4
0003-0303-0320-3003-3030,1,1e-4
0003-0303-0320-3030,1,1e-4
0003-0303-0321-2030-3030,1,1e-4
0003-0303-0323-1003-3030,1,1e-4
0003-0303-0330-1030-3030,1,1e-4
0003-0303-0330-3003-3030,3,3e-4
0003-0303-0330-3030,2,2e-4
0003-0303-0332-3030,1,1e-4
0003-0303-1000-1030-3000-3030,1,1e-4
0003-0303-1001-1301-2030-3001-3030,1,1e-4
0003-0303-1003-3030,2,2e-4
0003-0303-1030-3000-3030,2,2e-4
0003-0303-1030-3003-3030,1,1e-4
0003-0303-1030-3030,2,2e-4
0003-0303-1300-1330-3030-3300-3330,1,1e-4
0003-0303-1300-3030,1,1e-4
0003-0303-2003-3000-3030,1,1e-4
0003-0303-2003-3001-3030,1,1e-4
0003-0303-2003-3030,7,7e-4
0003-0303-2030-3030,1,1e-4
0003-0303-2300-3030,1,1e-4
0003-0303-2303-3003-3030,1,1e-4
0003-0303-3000-3002-3030,3,3e-4
0003-0303-3000-3003-3030,8,8e-4
0003-0303-3000-3030,8,8e-4
0003-0303-3001-3003-3030,1,1e-4
0003-0303-3001-3013-3030,1,1e-4
0003-0303-3001-3030,2,2e-4
0003-0303-3001-3031,1,1e-4
0003-0303-3002-3030,3,3e-4
0003-0303-3003-3030,28,0.0028
0003-0303-3003-3030-3300,2,2e-4
0003-0303-3010-3030,5,5e-4
0003-0303-3013-3030,1,1e-4
0003-0303-3020-3030,1,1e-4
0003-0303-3021-3030,1,1e-4
0003-0303-3030,65,0.0065
0003-0303-3030-3300,4,4e-4
0003-0303-3030-3301,1,1e-4
0003-3003-3030,1,1e-4
0003-3030,1,1e-4
0013-0023-0303-0330-3030,1,1e-4
0013-0023-0303-3013-3023-3030,1,1e-4
0013-0023-0303-3030,1,1e-4
0013-0030-0033-0230-0233-0303-3030,1,1e-4
0013-0030-0303-0330-3030,1,1e-4
0013-0030-0303-3013-3030,2,2e-4
0013-0030-0303-3030,1,1e-4
0013-0031-0033-0303-0331-3030,1,1e-4
0013-0032-0303-0330-3013-3030,1,1e-4
0013-0032-0303-3030,1,1e-4
0013-0032-0303-3030-3031,1,1e-4
0013-0033-0133-0303-3030,1,1e-4
