parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,basinDiscret
1,2,02-20,02,02-20,2,0.04,-2.339558,2.264654,0.04
1,2,02-20,20,02-20,2,0.96,6.460332,-9.033547,0.96
2,3,00-02-20,00,00-02-20,3,0.46,1.575224,-1.487395,0.46
2,3,00-02-20,02,00-02-20,3,0.25,-4.465212,5.093139,0.25
2,3,00-02-20,20,00-02-20,3,0.29,6.413457,-5.575368,0.29
3,2,02-20,20,02-20,2,0.83,8.125852,-5.593342,0.83
3,2,02-20,02,02-20,2,0.17,-3.212134,5.744694,0.17
4,3,02-12-20,12,00-02-12-20,3,0.07,1.311043,5.515549,0.07
4,3,02-12-20,02,00-02-12-20,3,0.12,-4.626544,5.51555,0.12
4,3,02-12-20,20,00-02-12-20,3,0.81,6.405325,-6.420901,0.81
5,1,02,02,02,1,1,-7.467752,5.984384,1
6,2,02-20,20,00-02-20,2,0.16,6.260876,-2.651737,0.16
6,2,02-20,02,00-02-20,2,0.84,-5.994138,7.086628,0.84
7,2,02-20,02,02-20,2,0.81,-4.724918,7.121199,0.81
7,2,02-20,20,02-20,2,0.19,5.753639,-1.853354,0.19
8,3,02-12-20,20,01-02-11-12-20,3,0.45,7.069836,-3.302201,0.45
8,3,02-12-20,12,01-02-11-12-20,3,0.47,0.558887,7.915321,0.47
8,3,02-12-20,02,01-02-11-12-20,3,0.08,-3.76069,7.915321,0.08
9,3,02-20-21,20,02-20-21,3,0.46,5.726846,-4.674649,0.46
9,3,02-20-21,21,02-20-21,3,0.42,5.726846,0.094446,0.42
9,3,02-20-21,02,02-20-21,3,0.12,-4.429182,5.910267,0.12
10,3,00-02-20,20,00-02-20,3,0.31,5.108658,-5.130112,0.31
10,3,00-02-20,00,00-02-20,3,0.43,-1.062411,0.773724,0.43
10,3,00-02-20,02,00-02-20,3,0.26,-5.932758,5.282962,0.26
11,3,02-20-21,21,02-20-21,3,0.11,6.093708,0.400227,0.11
11,3,02-20-21,20,02-20-21,3,0.05,6.093744,-2.470427,0.05
11,3,02-20-21,02,02-20-21,3,0.84,-6.669904,6.435761,0.84
12,3,02-20-21,21,02-20-21,3,0.39,5.667938,1.958585,0.39
12,3,02-20-21,20,02-20-21,3,0.38,5.679642,-3.018406,0.38
12,3,02-20-21,02,02-20-21,3,0.23,-4.388401,6.828353,0.23
13,3,02-10-20,20,02-10-20,3,0.2,6.388609,-4.673391,0.2
13,3,02-10-20,10,02-10-20,3,0.3,1.294326,-4.670232,0.3
13,3,02-10-20,02,02-10-20,3,0.5,-3.548341,7.201883,0.5
14,2,02-20,20,02-20,2,0.21,5.753639,-1.853354,0.21
14,2,02-20,02,02-20,2,0.79,-7.122043,7.121199,0.79
15,2,02-20,20,02-20,2,0.87,7.759523,-7.740051,0.87
15,2,02-20,02,02-20,2,0.13,-3.775762,4.860414,0.13
16,2,02-20,20,02-20-21,2,0.39,6.634658,-6.217029,0.39
16,2,02-20,02,02-20-21,2,0.61,-3.992041,6.310763,0.61
17,3,00-02-20,20,00-02-20,3,0.14,5.116322,-5.181674,0.14
17,3,00-02-20,02,00-02-20,3,0.45,-7.148403,6.468389,0.45
17,3,00-02-20,00,00-02-20,3,0.41,-1.482409,0.820388,0.41
18,2,02-20,02,02-20,2,0.91,-6.866641,7.214605,0.91
18,2,02-20,20,02-20,2,0.09,4.36941,-1.638577,0.09
19,2,02-20,20,02-20,2,0.39,6.186302,-4.621305,0.39
19,2,02-20,02,02-20,2,0.61,-5.243904,6.202165,0.61
20,2,02-20,20,00-02-20,2,0.84,6.588294,-5.072247,0.84
20,2,02-20,02,00-02-20,2,0.16,-3.291377,5.804474,0.16
21,3,01-02-20,01,01-02-20,3,0.11,-3.09918,1.134595,0.11
21,3,01-02-20,20,01-02-20,3,0.77,6.236447,-5.104199,0.77
21,3,01-02-20,02,01-02-20,3,0.12,-3.09918,7.469405,0.12
22,2,02-20,20,02-20-21,2,0.09,3.72361,-8.694303,0.09
22,2,02-20,02,02-20-21,2,0.91,-8.421174,3.72361,0.91
23,2,02-20,20,02-20,2,0.13,6.619575,-5.663252,0.13
23,2,02-20,02,02-20,2,0.87,-5.886163,5.453721,0.87
24,3,00-02-20,20,00-02-20,3,0.3,5.36306,-7.492477,0.3
24,3,00-02-20,00,00-02-20,3,0.62,-1.123495,-2.38206,0.62
24,3,00-02-20,02,00-02-20,3,0.08,-7.324611,4.099026,0.08
25,2,20-22,22,20-22,2,0.73,2.454043,0.94009,0.73
25,2,20-22,20,20-22,2,0.27,7.402369,-4.417184,0.27
26,3,01-02-20,20,01-02-20,3,0.95,8.643395,-5.951801,0.95
26,3,01-02-20,02,01-02-20,3,0.03,-0.196041,4.898152,0.03
26,3,01-02-20,01,01-02-20,3,0.02,-0.195975,0.59703,0.02
27,3,02-10-20,10,02-10-20,3,0.5,0.846488,-8.044888,0.5
27,3,02-10-20,20,02-10-20,3,0.4,7.067508,-8.05768,0.4
27,3,02-10-20,02,02-10-20,3,0.1,-5.077046,4.360765,0.1
28,5,01-02-11-12-20,20,01-02-11-12-20,5,0.24,5.233569,-4.578271,0.24
28,5,01-02-11-12-20,11,01-02-11-12-20,5,0.15,0.07561,0.170016,0.15
28,5,01-02-11-12-20,12,01-02-11-12-20,5,0.19,0.07561,5.782329,0.19
28,5,01-02-11-12-20,02,01-02-11-12-20,5,0.15,-6.233007,5.782329,0.15
28,5,01-02-11-12-20,01,01-02-11-12-20,5,0.27,-6.233006,0.170013,0.27
29,3,00-02-20,02,00-02-20,3,0.13,-5.579983,4.435356,0.13
29,3,00-02-20,00,00-02-20,3,0.5,0.698561,-1.575388,0.5
29,3,00-02-20,20,00-02-20,3,0.37,6.872054,-8.215725,0.37
30,2,02-20,20,01-02-20,2,0.01,3.148634,-2.227729,0.01
30,2,02-20,02,01-02-20,2,0.99,-5.782137,7.145112,0.99
31,3,02-20-22,22,02-20-22,3,0.67,3.634444,6.129092,0.67
31,3,02-20-22,02,02-20-22,3,0.18,-2.477786,8.643395,0.18
31,3,02-20-22,20,02-20-22,3,0.15,7.561965,-0.196042,0.15
32,3,02-10-20,20,02-10-20,3,0.03,4.300049,-1.895273,0.03
32,3,02-10-20,10,02-10-20,3,0.19,-1.167534,-1.89527,0.19
32,3,02-10-20,02,02-10-20,3,0.78,-6.534845,6.59826,0.78
