Phase,Count,Frequency
00-01-20,6,6e-4
00-01-20-21,1,1e-4
00-02,26,0.0026
00-02-10,4,4e-4
00-02-10-20,1,1e-4
00-02-12-20,25,0.0025
00-02-12-20-22,1,1e-4
00-02-20,940,0.094
00-02-20-21,36,0.0036
00-02-20-22,22,0.0022
00-02-21,3,3e-4
00-12-20,2,2e-4
00-20,25,0.0025
01-02,15,0.0015
01-02-10-20,58,0.0058
01-02-10-20-22,3,3e-4
01-02-11-12,4,4e-4
01-02-11-12-20,50,0.005
01-02-11-12-21,1,1e-4
01-02-12-20,9,9e-4
01-02-20,540,0.054
01-02-20-21,1,1e-4
01-02-20-21-22,1,1e-4
01-02-20-22,61,0.0061
01-02-21,1,1e-4
01-02-21-22,10,0.001
01-12-20,7,7e-4
01-20,4,4e-4
02,440,0.044
02-10,3,3e-4
02-10-11-20-21,46,0.0046
02-10-11-21,1,1e-4
02-10-20,512,0.0512
02-10-20-21,11,0.0011
02-10-20-22,57,0.0057
02-10-21,5,5e-4
02-11,1,1e-4
02-11-12-20,2,2e-4
02-11-20,3,3e-4
02-11-20-21,2,2e-4
02-11-21,10,0.001
02-12,58,0.0058
02-12-20,579,0.0579
02-12-20-21,65,0.0065
02-12-20-22,9,9e-4
02-12-21,14,0.0014
02-12-22,1,1e-4
02-20,3565,0.3565
02-20-21,530,0.053
02-20-21-22,12,0.0012
02-20-22,961,0.0961
02-21,134,0.0134
02-21-22,46,0.0046
02-22,157,0.0157
10-11-20-21,1,1e-4
10-12-20-22,7,7e-4
10-20,21,0.0021
11-12,1,1e-4
11-12-20,8,8e-4
11-12-21-22,3,3e-4
11-21,1,1e-4
12,20,0.002
12-20,136,0.0136
12-20-21,16,0.0016
12-20-22,47,0.0047
12-21,4,4e-4
12-21-22,1,1e-4
12-22,10,0.001
20,382,0.0382
20-21,58,0.0058
20-21-22,1,1e-4
20-22,158,0.0158
21,12,0.0012
21-22,9,9e-4
22,23,0.0023
