Phase,Count,Frequency
00-01-02-20,1,1e-4
00-01-20,10,0.001
00-02,35,0.0035
00-02-10,9,9e-4
00-02-12-20,23,0.0023
00-02-12-20-21,3,3e-4
00-02-20,929,0.0929
00-02-20-21,32,0.0032
00-02-20-22,31,0.0031
00-02-21,1,1e-4
00-10,1,1e-4
00-12-20,1,1e-4
00-20,28,0.0028
01-02,25,0.0025
01-02-10,1,1e-4
01-02-10-20,71,0.0071
01-02-10-20-22,2,2e-4
01-02-11-12,3,3e-4
01-02-11-12-20,62,0.0062
01-02-11-20,2,2e-4
01-02-12-20,5,5e-4
01-02-20,518,0.0518
01-02-20-21-22,4,4e-4
01-02-20-22,47,0.0047
01-02-21,1,1e-4
01-02-21-22,7,7e-4
01-11-12-20,1,1e-4
01-12-20,3,3e-4
01-20,3,3e-4
01-20-22,2,2e-4
02,469,0.0469
02-10,6,6e-4
02-10-11-20,2,2e-4
02-10-11-20-21,46,0.0046
02-10-12-20-22,1,1e-4
02-10-20,587,0.0587
02-10-20-21,5,5e-4
02-10-20-22,53,0.0053
02-10-21,3,3e-4
02-11-12-20,2,2e-4
02-11-20,8,8e-4
02-11-20-21,1,1e-4
02-11-21,5,5e-4
02-12,60,0.006
02-12-20,554,0.0554
02-12-20-21,67,0.0067
02-12-20-22,15,0.0015
02-12-21,16,0.0016
02-20,3554,0.3554
02-20-21,541,0.0541
02-20-21-22,11,0.0011
02-20-22,912,0.0912
02-21,137,0.0137
02-21-22,46,0.0046
02-22,157,0.0157
10-12-20,3,3e-4
10-12-20-22,5,5e-4
10-20,13,0.0013
11,1,1e-4
11-12,1,1e-4
11-12-20,12,0.0012
11-12-21-22,2,2e-4
12,14,0.0014
12-20,121,0.0121
12-20-21,12,0.0012
12-20-22,33,0.0033
12-21,7,7e-4
12-22,7,7e-4
20,405,0.0405
20-21,58,0.0058
20-21-22,1,1e-4
20-22,148,0.0148
21,5,5e-4
21-22,16,0.0016
22,17,0.0017
