parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2020,0202,0202-2020,2,0.087,-2.524582,5.090733,-0.428826,6.706836,0.087
1,2,0202-2020,2020,0202-2020,2,0.913,6.991804,-3.448174,7.191516,-3.729413,0.913
2,2,0202-2020,0202,0202-2020,2,0.9,-3.185994,6.93575,-8.781394,6.864537,0.9
2,2,0202-2020,2020,0202-2020,2,0.1,6.983452,-0.952424,2.657381,-2.32701,0.1
3,2,0202-2020,2020,0202-2020-2100,2,0.129,5.058535,-3.179129,4.889658,-0.775134,0.129
3,2,0202-2020,0202,0202-2020-2100,2,0.871,-4.415096,5.608795,-7.038732,7.326816,0.871
4,2,0202-2020,0202,0202-2020,2,0.396,-4.926504,6.083432,-5.073337,5.745795,0.396
4,2,0202-2020,2020,0202-2020,2,0.604,6.127479,-2.047623,5.4932,-3.683512,0.604
5,2,0202-2000,0202,0202-2000,2,0.839,-4.258661,7.118365,-7.636679,6.237704,0.839
5,2,0202-2000,2000,0202-2000,2,0.161,7.32327,0.730256,2.81191,-0.301457,0.161
6,1,2020,2020,2020,1,1,7.148382,-2.857542,7.58402,-3.364268,1
7,3,0021-0202-2020,2020,0012-0021-0202-2020,3,0.05,4.042711,-0.78427,7.114601,-0.597996,0.05
7,3,0021-0202-2020,0021,0012-0021-0202-2020,3,0.83,-0.506846,0.310048,6.823309,2.750022,0.83
7,3,0021-0202-2020,0202,0012-0021-0202-2020,3,0.12,-7.532233,6.317872,-1.822081,6.224862,0.12
8,2,0202-2020,0202,0202-2020,2,0.555,-3.707074,7.034262,-3.136084,6.320249,0.555
8,2,0202-2020,2020,0202-2020,2,0.445,6.711936,-3.374816,6.727817,-3.993472,0.445
9,2,0202-2020,2020,0120-0202-2020,2,0.023,6.266712,-0.538773,5.926036,-3.419859,0.023
9,2,0202-2020,0202,0120-0202-2020,2,0.977,-3.429026,7.189115,-6.311137,6.27602,0.977
10,2,0202-2020,0202,0202-2020,2,0.627,-2.912048,6.892321,-6.081594,7.221694,0.627
10,2,0202-2020,2020,0202-2020,2,0.373,7.411294,-3.686696,6.354322,-3.723273,0.373
11,2,0202-2020,0202,0202-2020,2,0.836,-5.23827,8.187947,-4.170714,6.223042,0.836
11,2,0202-2020,2020,0202-2020,2,0.164,3.885579,-1.69558,5.382044,-0.551789,0.164
12,2,0202-2020,0202,0202-1200-2020,2,0.403,-4.46002,7.133823,-2.437172,5.749344,0.403
12,2,0202-2020,2020,0202-1200-2020,2,0.597,6.837862,-2.682351,6.415966,-4.334568,0.597
13,2,0202-2020,2020,0202-2020,2,0.327,6.423585,-2.298141,7.893753,-5.019479,0.327
13,2,0202-2020,0202,0202-2020,2,0.673,-6.221518,6.712071,-3.680591,7.257888,0.673
14,2,0202-2020,2020,0202-2020,2,0.238,6.375781,-1.728115,6.638882,-3.93991,0.238
14,2,0202-2020,0202,0202-2020,2,0.762,-5.584118,7.778998,-4.88057,6.849956,0.762
15,2,0202-2020,2020,0202-2020,2,0.776,5.340894,-2.859376,4.743586,-2.420391,0.776
15,2,0202-2020,0202,0202-2020,2,0.224,-3.436915,6.533541,-2.873856,5.141706,0.224
16,2,0202-2020,0202,0202-2020,2,0.743,-0.912065,6.469374,-5.611698,8.138369,0.743
16,2,0202-2020,2020,0202-2020,2,0.257,6.25921,-2.789186,5.291611,-0.504008,0.257
17,1,0202,0202,0202-2020,1,1,-5.62354,6.455828,-5.027838,7.63712,1
18,1,2020,2020,0202-2020,1,1,6.721825,-8.035906,8.51871,-4.320458,1
19,2,0202-2020,0202,0202-2020,2,0.547,-3.464968,6.77154,-5.135218,6.385505,0.547
19,2,0202-2020,2020,0202-2020,2,0.453,6.963816,-4.145366,6.532978,-4.174169,0.453
20,1,0202,0202,0202-2020,1,1,-2.565352,7.103235,-6.809042,5.770957,1
21,2,0202-2020,0202,0202-2020,2,0.258,-5.263143,8.574756,-1.786941,4.789173,0.258
21,2,0202-2020,2020,0202-2020,2,0.742,4.566606,-3.499635,6.617087,-4.271072,0.742
22,1,0202,0202,0202,1,1,-4.114123,4.035533,-3.930361,6.079652,1
23,2,0201-2020,0201,0201-2020,2,0.125,1.176609,6.251528,-0.65206,3.678603,0.125
23,2,0201-2020,2020,0201-2020,2,0.875,6.684129,-4.485342,6.430544,-4.540633,0.875
24,1,0202,0202,0202-2020-2100,1,1,-4.7253,8.140952,-5.783926,6.052232,1
25,2,0202-2020,0202,0012-0202-2020,2,0.096,-4.82274,6.616329,-2.606674,5.885693,0.096
25,2,0202-2020,2020,0012-0202-2020,2,0.904,4.55414,-1.056327,7.124737,-3.341446,0.904
26,2,0202-2020,2020,0202-2001-2020,2,0.29,6.252138,-6.108149,7.201906,-6.480805,0.29
26,2,0202-2020,0202,0202-2001-2020,2,0.71,-1.016752,4.514417,-0.654719,5.827138,0.71
27,2,0202-2020,0202,0202-2020,2,0.662,-4.862629,6.848575,-1.558255,8.368864,0.662
27,2,0202-2020,2020,0202-2020,2,0.338,6.746039,-4.617046,6.529029,-1.879882,0.338
28,2,0202-2020,0202,0202-2020,2,0.61,-3.223917,6.22737,-1.665234,6.905345,0.61
28,2,0202-2020,2020,0202-2020,2,0.39,5.427352,-1.516626,5.040649,-1.736217,0.39
29,2,0202-2020,2020,0202-2020,2,0.851,4.360059,-4.43343,6.885214,-6.573249,0.851
29,2,0202-2020,0202,0202-2020,2,0.149,-6.496358,4.696789,0.691151,3.435768,0.149
30,2,0202-2020,2020,0202-2020,2,0.421,6.634435,-1.9226,7.04179,-5.729148,0.421
30,2,0202-2020,0202,0202-2020,2,0.579,-3.949304,6.757747,-3.157467,5.987166,0.579
31,1,0202,0202,0202,1,1,-9.611795,7.497321,-0.906625,4.740484,1
32,2,0002-2020,0002,0002-2020,2,0.129,0.122053,2.174263,-1.010727,6.138394,0.129
32,2,0002-2020,2020,0002-2020,2,0.871,5.155166,-6.540362,5.399556,-3.68239,0.871
33,1,0202,0202,0120-0202-2020,1,1,-4.679207,7.43433,-2.630463,4.23635,1
34,1,2020,2020,0012-0202-2020,1,1,6.292437,-5.661969,6.824477,-3.10175,1
35,2,1012-2020,1012,0012-2011-2020,2,0.692,0.912673,-0.88108,1.910111,6.008164,0.692
35,2,1012-2020,2020,0012-2011-2020,2,0.308,5.876129,-8.28458,7.162824,-2.591929,0.308
36,2,0202-2020,2020,0202-0210-2020,2,0.937,5.139884,-1.767269,8.264242,-5.332583,0.937
36,2,0202-2020,0202,0202-0210-2020,2,0.063,-7.16912,5.117712,-0.077145,6.285801,0.063
37,1,2020,2020,0202-2020,1,1,6.765657,-3.372691,5.855124,-4.550915,1
38,1,0202,0202,0202-2020,1,1,-4.711507,6.643327,-6.405151,6.16996,1
39,2,0202-2020,2020,0202-2020,2,0.408,6.709693,-3.182692,7.25786,-1.268878,0.408
39,2,0202-2020,0202,0202-2020,2,0.592,-4.588259,7.897261,-5.238298,8.552869,0.592
40,2,1200-2020,2020,0202-1200-2020,2,0.574,6.324535,-5.196339,6.588095,-4.727535,0.574
40,2,1200-2020,1200,0202-1200-2020,2,0.426,1.294708,6.338399,0.641297,1.165376,0.426
41,1,2020,2020,2020,1,1,5.660345,-6.554877,4.841062,-4.058957,1
42,2,0202-2020,0202,0202-2020,2,0.996,-4.041046,6.385358,-6.461128,7.762319,0.996
42,2,0202-2020,2020,0202-2020,2,0.004,6.041096,-1.133607,5.148596,-1.319017,0.004
43,1,2020,2020,0012-0202-2020,1,1,6.420463,-3.467032,7.118334,-4.541579,1
44,1,2020,2020,0202-2020,1,1,7.678551,-4.423337,8.128801,-4.522866,1
45,2,0202-2020,2020,-1,2,0.585,8.261433,-3.052654,5.233211,-3.428861,0.585
45,2,0202-2020,0202,-1,2,0.415,-1.042989,6.101762,-7.369096,6.054387,0.415
46,2,0202-2020,0202,0120-0202-2020,2,0.083,-4.964185,7.504484,-3.182757,5.979693,0.083
46,2,0202-2020,2020,0120-0202-2020,2,0.917,6.086623,-1.908293,8.165193,-6.35458,0.917
47,1,2020,2020,1210-2020,1,1,6.572232,-4.302156,6.879629,-6.43633,1
48,2,0202-2020,0202,0202-2020,2,0.853,-3.491115,7.569841,-5.466835,9.10242,0.853
48,2,0202-2020,2020,0202-2020,2,0.147,6.853577,-3.604525,6.37809,-1.794957,0.147
49,2,0202-2020,0202,0202-2020,2,0.977,-7.518945,7.275886,-5.78097,6.208728,0.977
49,2,0202-2020,2020,0202-2020,2,0.023,4.935937,0.475285,4.868099,-0.951836,0.023
50,2,0202-2020,0202,0202-2020,2,0.226,-1.725363,7.860776,0.250394,6.203057,0.226
50,2,0202-2020,2020,0202-2020,2,0.774,8.066369,-1.907622,8.259816,-3.123756,0.774
51,2,0202-2020,2020,0202-2020,2,0.938,8.749641,-4.228818,3.923621,-4.030888,0.938
51,2,0202-2020,0202,0202-2020,2,0.062,0.62043,6.97172,-5.820955,5.421399,0.062
52,1,2020,2020,0012-0202-2020,1,1,6.404562,-2.402652,6.349473,-5.507642,1
53,2,0202-2020,0202,0120-0202-2020,2,0.466,-3.42534,8.227425,-4.263097,6.98321,0.466
53,2,0202-2020,2020,0120-0202-2020,2,0.534,7.446597,-4.701108,7.631224,-4.986603,0.534
54,1,0202,0202,0202-2020,1,1,-4.518639,7.074145,-6.095959,8.301822,1
55,2,0202-2020,2020,0202-2020,2,0.968,6.761578,-4.80466,6.601996,-4.815772,0.968
55,2,0202-2020,0202,0202-2020,2,0.032,-3.139293,6.042832,-4.102203,7.088769,0.032
56,2,0202-2020,0202,0202-2020,2,0.836,-3.269987,7.337402,-4.41764,6.476648,0.836
56,2,0202-2020,2020,0202-2020,2,0.164,6.501681,-2.834826,6.728711,0.194487,0.164
57,2,0202-2020,0202,0202-2020,2,0.719,-4.049572,8.71927,-3.561826,7.547619,0.719
57,2,0202-2020,2020,0202-2020,2,0.281,7.540801,-3.20312,5.618806,-1.114355,0.281
58,1,0202,0202,0202-2010,1,1,-7.208678,5.996411,-5.56447,6.687185,1
59,2,0202-2020,2020,0202-2020,2,0.617,6.890577,-4.278643,6.989396,-4.617068,0.617
59,2,0202-2020,0202,0202-2020,2,0.383,-1.019739,5.830866,-3.34749,7.679825,0.383
60,2,0202-2020,0202,0202-2020,2,0.383,0.228282,6.008744,-2.363725,5.605059,0.383
60,2,0202-2020,2020,0202-2020,2,0.617,6.188116,-5.501245,8.988559,-5.273106,0.617
61,2,1002-2010,2010,1002-2010,2,0.339,6.947255,-3.587868,2.225568,1.401938,0.339
61,2,1002-2010,1002,1002-2010,2,0.661,0.703082,-2.033999,-3.002687,6.913818,0.661
62,3,0202-2001-2020,2020,0202-2001-2020,3,0.248,6.349944,-4.956765,7.435403,-3.858133,0.248
62,3,0202-2001-2020,2001,0202-2001-2020,3,0.346,6.163274,0.255417,3.383363,2.291306,0.346
62,3,0202-2001-2020,0202,0202-2001-2020,3,0.406,-0.436338,6.972102,-1.727352,4.514231,0.406
63,1,2020,2020,2020,1,1,6.438137,-4.418282,7.99111,-3.986515,1
64,2,0202-2020,0202,0202-2020,2,0.754,-0.839222,6.941574,-5.708521,5.356507,0.754
64,2,0202-2020,2020,0202-2020,2,0.246,6.645721,-2.068262,6.139133,-3.808162,0.246
65,1,0202,0202,0202-2020,1,1,-4.06488,6.76451,-2.130437,8.143803,1
66,1,2020,2020,0012-0202-2020,1,1,7.297021,-5.177463,7.888815,-6.110368,1
67,2,0202-2020,0202,0121-0202-2020,2,0.864,-5.105747,6.260332,-2.549328,9.217107,0.864
67,2,0202-2020,2020,0121-0202-2020,2,0.136,5.068668,0.226488,7.608751,-1.706412,0.136
68,1,0202,0202,0020-0202-0210,1,1,-6.439218,6.152103,-4.031335,5.210536,1
69,1,0202,0202,0202,1,1,-5.016849,9.215229,-4.84219,6.454733,1
70,2,0202-2020,2020,0202-0210-2020-2101-2110,2,0.265,6.269267,-4.455008,6.416533,-3.921721,0.265
70,2,0202-2020,0202,0202-0210-2020-2101-2110,2,0.735,-3.032936,6.787177,-2.958957,6.781883,0.735
71,2,0202-2020,0202,0202-2020,2,0.62,-2.913485,4.964269,-3.634573,7.009938,0.62
71,2,0202-2020,2020,0202-2020,2,0.38,7.650132,-7.247108,6.790791,-5.337802,0.38
72,3,0202-2020-2101,2020,0202-2020-2100,3,0.183,6.905964,-4.874852,6.551362,-5.294628,0.183
72,3,0202-2020-2101,0202,0202-2020-2100,3,0.687,-3.046462,7.228868,-5.021577,5.14868,0.687
72,3,0202-2020-2101,2101,0202-2020-2100,3,0.13,6.65024,1.334164,-0.657165,-0.182386,0.13
73,2,0202-2020,0202,0202-2020,2,0.208,-3.510145,5.993531,-4.706849,6.808349,0.208
73,2,0202-2020,2020,0202-2020,2,0.792,6.950579,-6.683905,6.22223,-3.561164,0.792
74,2,0202-2020,0202,0012-0202-2020,2,0.005,0.819927,5.365584,1.622683,5.593415,0.005
74,2,0202-2020,2020,0012-0202-2020,2,0.995,6.18062,-2.092962,8.969964,-3.716596,0.995
75,2,0202-2020,2020,0021-0202-2020,2,0.329,6.60934,-5.09154,6.088698,-3.422878,0.329
75,2,0202-2020,0202,0021-0202-2020,2,0.671,-0.086758,4.630245,-3.148098,7.956516,0.671
76,3,0202-1220-2020,1220,0202-1210-2020,3,0.677,1.737893,6.201513,3.396693,0.723293,0.677
76,3,0202-1220-2020,0202,0202-1210-2020,3,0.133,-2.136471,8.54185,-1.475141,5.583405,0.133
76,3,0202-1220-2020,2020,0202-1210-2020,3,0.19,6.627159,1.610655,7.271085,-5.458961,0.19
77,2,1211-2020,1211,2020,2,0.617,3.261768,6.510332,0.493583,1.062605,0.617
77,2,1211-2020,2020,2020,2,0.383,5.38114,-1.238655,6.913401,-2.920141,0.383
78,3,0202-2011-2020,0202,0202-2001-2020,3,0.645,-3.507542,6.504738,-3.726642,7.888808,0.645
78,3,0202-2011-2020,2011,0202-2001-2020,3,0.137,6.070792,0.262231,2.364083,2.655172,0.137
78,3,0202-2011-2020,2020,0202-2001-2020,3,0.218,6.361526,-3.330486,6.615549,-3.454708,0.218
79,2,0202-2020,0202,0202-2020,2,0.869,-2.570904,5.162517,-2.569134,7.054399,0.869
79,2,0202-2020,2020,0202-2020,2,0.131,7.224526,-0.546429,6.795329,0.353303,0.131
80,2,0202-2020,0202,0202-2020,2,0.682,-3.048275,7.174291,-5.497327,8.142915,0.682
80,2,0202-2020,2020,0202-2020,2,0.318,7.975077,-2.610116,6.905554,-2.149545,0.318
81,2,0202-2020,2020,0202-2020,2,0.395,5.86354,-5.31171,6.556444,-2.480138,0.395
81,2,0202-2020,0202,0202-2020,2,0.605,-1.064142,4.383836,-3.276203,8.089432,0.605
82,2,0002-2020,2020,0002-2020,2,0.507,6.609314,-2.459609,5.069405,-3.595403,0.507
82,2,0002-2020,0002,0002-2020,2,0.493,0.249576,1.650747,-0.59455,6.033983,0.493
