parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,1,0202,0202,0202-2020,1,1,-5.602895,5.246882,-4.210177,7.167073,1
2,2,0202-2020,0202,-1,2,0.013,-2.146439,3.896009,-0.828197,6.995511,0.013
2,2,0202-2020,2020,-1,2,0.987,3.905585,-3.335921,6.073673,-1.115949,0.987
3,1,2020,2020,2020,1,1,7.234714,-7.018869,6.405056,-11.226373,1
4,2,0202-2100,0202,0202-2020-2100,2,0.419,-5.821225,6.997687,-5.755872,7.052702,0.419
4,2,0202-2100,2100,0202-2020-2100,2,0.581,5.848607,1.031704,-1.025914,0.54943,0.581
5,1,0202,0202,-1,1,1,-5.245893,7.45718,-4.795457,6.779797,1
6,2,0202-2020,2020,0202-2020,2,0.366,7.867675,-6.603098,6.560573,-3.790572,0.366
6,2,0202-2020,0202,0202-2020,2,0.634,-2.854404,6.066973,-5.207563,5.531733,0.634
7,2,0202-2020,0202,0202-2020,2,0.972,-0.156081,7.635675,-5.312186,7.162655,0.972
7,2,0202-2020,2020,0202-2020,2,0.028,6.42024,-2.121222,6.087374,-1.807846,0.028
8,2,0202-2020,2020,0202-2020,2,0.725,6.518106,-7.069344,6.377674,-2.235083,0.725
8,2,0202-2020,0202,0202-2020,2,0.275,0.655591,3.83442,-1.198585,6.161724,0.275
9,2,0202-2020,2020,0202-2020,2,0.113,4.857831,-4.960404,6.34101,0.983844,0.113
9,2,0202-2020,0202,0202-2020,2,0.887,-3.91564,4.933969,-4.313581,5.58909,0.887
10,2,0202-2020,0202,0202-2020,2,0.483,-3.494406,6.863548,-3.087751,7.58603,0.483
10,2,0202-2020,2020,0202-2020,2,0.517,8.142228,-2.508868,7.265592,0.502007,0.517
11,2,0202-2020,2020,0202-2020,2,0.46,6.554698,-2.078067,4.953845,-0.318009,0.46
11,2,0202-2020,0202,0202-2020,2,0.54,-0.673918,5.689477,-4.014024,6.491088,0.54
12,2,0202-2020,2020,0202-2020,2,0.721,5.4885,-2.601985,7.358855,-3.554316,0.721
12,2,0202-2020,0202,0202-2020,2,0.279,-6.006869,6.10353,-3.814628,6.38809,0.279
13,2,0202-2020,0202,0202-2020,2,0.005,-0.41851,6.333266,0.440484,4.730054,0.005
13,2,0202-2020,2020,0202-2020,2,0.995,6.270368,-3.000351,6.450059,-7.103391,0.995
14,1,2020,2020,0202-2020,1,1,6.693253,-7.167457,7.403821,-6.753485,1
15,3,0112-0202-2020,2020,0112-0120-0202-2020,3,0.413,5.479463,-3.169517,6.585461,-3.459366,0.413
15,3,0112-0202-2020,0202,0112-0120-0202-2020,3,0.099,-5.926672,6.000193,-3.619183,6.724784,0.099
15,3,0112-0202-2020,0112,0112-0120-0202-2020,3,0.488,-5.320004,1.405816,0.919871,6.714038,0.488
16,3,0202-2001-2020,2020,0202-2001-2020,3,0.069,6.654253,-4.798937,4.71922,-2.535766,0.069
16,3,0202-2001-2020,2001,0202-2001-2020,3,0.251,6.495484,0.532162,0.134414,2.153354,0.251
16,3,0202-2001-2020,0202,0202-2001-2020,3,0.68,-1.927678,6.066117,-4.541486,7.338162,0.68
17,2,0202-2101,2101,0202-1021-1102-2020,2,0.246,5.177186,3.19058,0.536756,2.755132,0.246
17,2,0202-2101,0202,0202-1021-1102-2020,2,0.754,-3.232275,6.28154,-7.246126,7.376705,0.754
18,3,0021-0202-2020,2020,0021-0202-2020,3,0.014,4.054666,-1.326023,5.742391,-2.931759,0.014
18,3,0021-0202-2020,0021,0021-0202-2020,3,0.645,0.804293,2.152827,5.445752,0.272807,0.645
