parIndex,nStates,Phase,State,DSGRNPhase,nStatesRAC,basin,A,B,C,D,basinDiscret
1,2,0202-2020,0202,0202-2020,2,0.901,-6.739258,6.547239,-7.887635,6.519274,0.901
1,2,0202-2020,2020,0202-2020,2,0.099,3.342138,-3.320648,3.851882,-3.918239,0.099
2,3,0202-2002-2020,0202,0202-2020,3,0.164,-2.642084,5.662434,-5.600227,5.331989,0.164
2,3,0202-2002-2020,2002,0202-2020,3,0.064,1.395917,0.45825,-0.47171,2.401127,0.064
2,3,0202-2002-2020,2020,0202-2020,3,0.772,6.629674,-5.30676,5.826808,-5.280307,0.772
3,2,0202-2020,0202,0202-2020,2,0.932,-4.529078,5.826808,-7.260243,6.726313,0.932
3,2,0202-2020,2020,0202-2020,2,0.068,6.629564,-2.171886,5.331989,-1.266402,0.068
4,2,0202-2020,2020,0202-2020-2100,2,0.076,3.350955,-0.254391,4.999673,-3.821008,0.076
4,2,0202-2020,0202,0202-2020-2100,2,0.924,-4.104194,7.141207,-3.20324,6.954624,0.924
5,2,1012-2020,1012,1012-2020,2,0.47,1.561459,-5.41367,1.50351,6.32614,0.47
5,2,1012-2020,2020,1012-2020,2,0.53,6.888739,-7.894561,7.445799,-1.543293,0.53
6,2,0202-2020,0202,0202-2001-2020,2,0.894,-5.926128,6.660628,-5.616142,7.365911,0.894
6,2,0202-2020,2020,0202-2001-2020,2,0.106,5.591906,-5.863866,6.934971,0.062795,0.106
7,2,0202-2020,0202,0202-2020,2,0.178,-5.288822,6.479941,-4.32257,5.36799,0.178
7,2,0202-2020,2020,0202-2020,2,0.822,7.230398,-4.677019,7.047362,-6.204221,0.822
8,1,2020,2020,2020,1,1,6.712085,-1.656183,6.628538,-4.797158,1
9,2,0202-2021,2021,0202,2,0.211,6.547239,-4.16671,5.30565,-0.98209900000000006,0.211
9,2,0202-2021,0202,0202,2,0.789,-6.524934,3.851882,-5.465222,6.470926,0.789
10,3,0202-1002-2020,2020,0202-0211-1002-1021-2020,3,0.61,6.045387,-4.368615,5.327069,-3.885088,0.61
10,3,0202-1002-2020,0202,0202-0211-1002-1021-2020,3,0.156,-3.877909,7.130866,-3.944689,7.0842,0.156
10,3,0202-1002-2020,1002,0202-0211-1002-1021-2020,3,0.234,-0.073093,1.521197,-0.422245,7.080475,0.234
11,3,0202-0210-2120,2120,0202-0210,3,0.075,3.896391,0.93537,6.457655,-4.139922,0.075
11,3,0202-0210-2120,0210,0202-0210,3,0.608,-1.185117,7.346672,-0.017049,0.609905,0.608
11,3,0202-0210-2120,0202,0202-0210,3,0.317,-7.296726,7.347983,-6.055023,7.240213,0.317
12,3,0202-0220-2020,0220,0202-2020,3,0.349,-0.860517,5.883713,1.552565,-1.082828,0.349
12,3,0202-0220-2020,0202,0202-2020,3,0.159,-6.745714,6.888021,-3.986995,5.288578,0.159
12,3,0202-0220-2020,2020,0202-2020,3,0.492,5.739615,-4.688875,6.635992,-5.917378,0.492
13,2,0202-2001,0202,0202-1201-2001,2,0.69,-3.674024,5.571036,-5.599353,6.045387,0.69
13,2,0202-2001,2001,0202-1201-2001,2,0.31,6.071579,-0.760917,-1.055389,1.733564,0.31
14,2,0202-2020,2020,0202-2020,2,0.067,4.955445,-4.312952,6.479941,-0.346165,0.067
14,2,0202-2020,0202,0202-2020,2,0.933,-6.164405,7.347983,-5.756282,7.240213,0.933
15,3,0202-2020-2110,0202,0202-2020-2110,3,0.029,-1.218761,6.361329,-2.459745,4.162557,0.029
15,3,0202-2020-2110,2110,0202-2020-2110,3,0.436,6.002907,-0.609553,2.058736,-7.245729,0.436
15,3,0202-2020-2110,2020,0202-2020-2110,3,0.535,6.002907,-5.01881,8.199274,-7.245729,0.535
